attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,fell,cup_lift_m,cup_tilt_deg
2,161,3.22,approach,0.12384,0.10257,-0.0694,0.12384,0.03,-25.41,0.15,0.3266,0,0.0,0.0
3,161,3.22,approach,0.13206,0.10752,-0.07667,0.13206,0.03,-27.91,0.98,0.3269,0,0.0,0.0
0,162,3.24,approach,0.12561,0.10166,-0.07377,0.12561,0.03,-27.7,1.34,0.3265,0,0.0,0.0
1,162,3.24,approach,0.12266,0.10211,-0.06796,0.12266,0.03,-24.59,0.5,0.3265,0,0.0,0.0
2,162,3.24,approach,0.12219,0.10082,-0.06904,0.12219,0.03,-25.53,0.17,0.3265,0,0.0,0.0
3,162,3.24,approach,0.13013,0.10547,-0.07622,0.13013,0.03,-28.0,0.94,0.3268,0,0.0,0.0
0,163,3.26,approach,0.1235,0.09954,-0.0731,0.1235,0.03,-27.78,1.3,0.3264,0,0.0,0.0
1,163,3.26,approach,0.12137,0.10064,-0.06784,0.12137,0.03,-24.76,0.52,0.3264,0,0.0,0.0
2,163,3.26,approach,0.12048,0.09903,-0.06861,0.12048,0.03,-25.65,0.2,0.3264,0,0.0,0.0
3,163,3.26,approach,0.12821,0.10346,-0.07572,0.12821,0.03,-28.09,0.9,0.3267,0,0.0,0.0
0,164,3.28,approach,0.12147,0.09749,-0.07246,0.12147,0.03,-27.87,1.27,0.3263,0,0.0,0.0
1,164,3.28,approach,0.11998,0.09908,-0.06767,0.11998,0.03,-24.91,0.55,0.3264,0,0.0,0.0
2,164,3.28,approach,0.11876,0.09723,-0.06819,0.11876,0.03,-25.76,0.22,0.3264,0,0.0,0.0
3,164,3.28,approach,0.12636,0.10151,-0.07525,0.12636,0.03,-28.19,0.86,0.3266,0,0.0,0.0
0,165,3.3,approach,0.11945,0.09547,-0.07179,0.11945,0.03,-27.96,1.23,0.3262,0,0.0,0.0
1,165,3.3,approach,0.11886,0.09773,-0.06764,0.11886,0.03,-25.09,0.56,0.3263,0,0.0,0.0
2,165,3.3,approach,0.11715,0.09553,-0.06782,0.11715,0.03,-25.88,0.24,0.3263,0,0.0,0.0
3,165,3.3,approach,0.12452,0.09958,-0.07476,0.12452,0.03,-28.29,0.82,0.3265,0,0.0,0.0
0,166,3.32,approach,0.1175,0.09352,-0.07113,0.1175,0.03,-28.06,1.2,0.3261,0,0.0,0.0
1,166,3.32,approach,0.11753,0.09622,-0.06749,0.11753,0.03,-25.24,0.59,0.3262,0,0.0,0.0
2,166,3.32,approach,0.11561,0.0939,-0.06744,0.11561,0.03,-26.02,0.26,0.3262,0,0.0,0.0
3,166,3.32,approach,0.12276,0.09772,-0.07429,0.12276,0.03,-28.4,0.79,0.3264,0,0.0,0.0
0,167,3.34,approach,0.11555,0.0916,-0.07045,0.11555,0.03,-28.16,1.17,0.326,0,0.0,0.0
1,167,3.34,approach,0.11599,0.09451,-0.06723,0.11599,0.03,-25.36,0.62,0.3261,0,0.0,0.0
2,167,3.34,approach,0.11411,0.09233,-0.06706,0.11411,0.03,-26.16,0.28,0.3261,0,0.0,0.0
3,167,3.34,approach,0.12099,0.09589,-0.07378,0.12099,0.03,-28.51,0.75,0.3263,0,0.0,0.0
0,168,3.36,approach,0.11368,0.08974,-0.06978,0.11368,0.03,-28.27,1.14,0.3259,0,0.0,0.0
1,168,3.36,approach,0.11477,0.09309,-0.06713,0.11477,0.03,-25.52,0.63,0.326,0,0.0,0.0
2,168,3.36,approach,0.11266,0.09078,-0.06671,0.11266,0.03,-26.3,0.3,0.326,0,0.0,0.0
3,168,3.36,approach,0.11931,0.09414,-0.07329,0.11931,0.03,-28.63,0.72,0.3262,0,0.0,0.0
0,169,3.38,approach,0.11179,0.08789,-0.06909,0.11179,0.03,-28.38,1.11,0.3258,0,0.0,0.0
1,169,3.38,approach,0.11344,0.0916,-0.06691,0.11344,0.03,-25.68,0.66,0.3259,0,0.0,0.0
2,169,3.38,approach,0.11122,0.08926,-0.06636,0.11122,0.03,-26.45,0.31,0.3259,0,0.0,0.0
3,169,3.38,approach,0.11762,0.0924,-0.07278,0.11762,0.03,-28.75,0.69,0.3261,0,0.0,0.0
0,170,3.4,approach,0.10997,0.0861,-0.06842,0.10997,0.03,-28.49,1.08,0.3257,0,0.0,0.0
1,170,3.4,approach,0.11239,0.09037,-0.06683,0.11239,0.03,-25.86,0.67,0.3258,0,0.0,0.0
2,170,3.4,approach,0.1098,0.08776,-0.06599,0.1098,0.03,-26.6,0.33,0.3258,0,0.0,0.0
3,170,3.4,approach,0.11601,0.09073,-0.07229,0.11601,0.03,-28.88,0.66,0.326,0,0.0,0.0
0,171,3.42,approach,0.10813,0.08431,-0.06769,0.10813,0.03,-28.61,1.05,0.3256,0,0.0,0.0
1,171,3.42,approach,0.11115,0.08892,-0.06668,0.11115,0.03,-26.02,0.69,0.3257,0,0.0,0.0
2,171,3.42,approach,0.1084,0.08629,-0.06561,0.1084,0.03,-26.75,0.35,0.3257,0,0.0,0.0
3,171,3.42,approach,0.11437,0.08906,-0.07176,0.11437,0.03,-29.01,0.62,0.3259,0,0.0,0.0
0,172,3.44,approach,0.10635,0.0826,-0.06699,0.10635,0.03,-28.73,1.02,0.3255,0,0.0,0.0
1,172,3.44,approach,0.10979,0.0874,-0.06645,0.10979,0.03,-26.16,0.71,0.3256,0,0.0,0.0
2,172,3.44,approach,0.10703,0.08485,-0.06524,0.10703,0.03,-26.9,0.36,0.3256,0,0.0,0.0
3,172,3.44,approach,0.11281,0.08745,-0.07125,0.11281,0.03,-29.15,0.6,0.3258,0,0.0,0.0
0,173,3.46,approach,0.10455,0.08089,-0.06625,0.10455,0.03,-28.85,0.99,0.3254,0,0.0,0.0
1,173,3.46,approach,0.10856,0.08599,-0.06627,0.10856,0.03,-26.32,0.73,0.3255,0,0.0,0.0
2,173,3.46,approach,0.10564,0.0834,-0.06484,0.10564,0.03,-27.05,0.38,0.3255,0,0.0,0.0
3,173,3.46,approach,0.11122,0.08584,-0.07071,0.11122,0.03,-29.28,0.56,0.3257,0,0.0,0.0
0,174,3.48,approach,0.10283,0.07925,-0.06552,0.10283,0.03,-28.98,0.96,0.3253,0,0.0,0.0
1,174,3.48,approach,0.10746,0.08472,-0.0661,0.10746,0.03,-26.49,0.74,0.3254,0,0.0,0.0
2,174,3.48,approach,0.10431,0.08201,-0.06446,0.10431,0.03,-27.21,0.39,0.3254,0,0.0,0.0
3,174,3.48,approach,0.1097,0.08431,-0.07019,0.1097,0.03,-29.43,0.54,0.3256,0,0.0,0.0
0,175,3.5,approach,0.10107,0.0776,-0.06476,0.10107,0.03,-29.11,0.93,0.3252,0,0.0,0.0
1,175,3.5,approach,0.1063,0.08341,-0.0659,0.1063,0.03,-26.66,0.76,0.3253,0,0.0,0.0
2,175,3.5,approach,0.10292,0.08057,-0.06403,0.10292,0.03,-27.36,0.41,0.3253,0,0.0,0.0
3,175,3.5,approach,0.10815,0.08276,-0.06963,0.10815,0.03,-29.57,0.5,0.3255,0,0.0,0.0
0,176,3.52,approach,0.09938,0.07602,-0.06401,0.09938,0.03,-29.24,0.91,0.3251,0,0.0,0.0
1,176,3.52,approach,0.10524,0.08215,-0.06578,0.10524,0.03,-26.84,0.77,0.3252,0,0.0,0.0
2,176,3.52,approach,0.10165,0.07926,-0.06365,0.10165,0.03,-27.52,0.42,0.3252,0,0.0,0.0
3,176,3.52,approach,0.10667,0.08128,-0.06909,0.10667,0.03,-29.71,0.48,0.3254,0,0.0,0.0
0,177,3.54,approach,0.09766,0.07444,-0.06322,0.09766,0.03,-29.37,0.88,0.325,0,0.0,0.0
1,177,3.54,approach,0.10409,0.08082,-0.06559,0.10409,0.03,-27.01,0.79,0.3251,0,0.0,0.0
2,177,3.54,approach,0.10024,0.07782,-0.06318,0.10024,0.03,-27.67,0.44,0.3251,0,0.0,0.0
3,177,3.54,approach,0.10515,0.07977,-0.0685,0.10515,0.03,-29.85,0.45,0.3253,0,0.0,0.0
0,178,3.56,approach,0.09602,0.07294,-0.06245,0.09602,0.03,-29.51,0.86,0.3249,0,0.0,0.0
1,178,3.56,approach,0.10303,0.07963,-0.06539,0.10303,0.03,-27.19,0.79,0.325,0,0.0,0.0
2,178,3.56,approach,0.09905,0.0766,-0.06281,0.09905,0.03,-27.84,0.45,0.3249,0,0.0,0.0
3,178,3.56,approach,0.10371,0.07835,-0.06795,0.10371,0.03,-30.0,0.42,0.3252,0,0.0,0.0
0,179,3.58,approach,0.09434,0.07141,-0.06164,0.09434,0.03,-29.65,0.83,0.3248,0,0.0,0.0
1,179,3.58,approach,0.10188,0.07831,-0.06517,0.10188,0.03,-27.36,0.81,0.3248,0,0.0,0.0
2,179,3.58,approach,0.09768,0.07522,-0.06232,0.09768,0.03,-27.99,0.46,0.3248,0,0.0,0.0
3,179,3.58,approach,0.10222,0.0769,-0.06734,0.10222,0.03,-30.15,0.39,0.3251,0,0.0,0.0
0,180,3.6,approach,0.09271,0.06996,-0.06084,0.09271,0.03,-29.78,0.8,0.3247,0,0.0,0.0
1,180,3.6,approach,0.10088,0.07715,-0.065,0.10088,0.03,-27.54,0.81,0.3247,0,0.0,0.0
2,180,3.6,approach,0.09618,0.07374,-0.06175,0.09618,0.03,-28.12,0.48,0.3247,0,0.0,0.0
3,180,3.6,approach,0.10081,0.07552,-0.06677,0.10081,0.03,-30.3,0.36,0.325,0,0.0,0.0
0,181,3.62,approach,0.09106,0.06849,-0.06,0.09106,0.03,-29.92,0.77,0.3246,0,0.0,0.0
1,181,3.62,approach,0.09967,0.07581,-0.06471,0.09967,0.03,-27.7,0.83,0.3246,0,0.0,0.0
2,181,3.62,approach,0.0949,0.07244,-0.0613,0.0949,0.03,-28.27,0.49,0.3246,0,0.0,0.0
3,181,3.62,approach,0.09934,0.07411,-0.06615,0.09934,0.03,-30.45,0.33,0.3249,0,0.0,0.0
0,182,3.64,approach,0.08948,0.0671,-0.05919,0.08948,0.03,-30.06,0.75,0.3245,0,0.0,0.0
1,182,3.64,approach,0.09875,0.07472,-0.06456,0.09875,0.03,-27.89,0.83,0.3245,0,0.0,0.0
2,182,3.64,approach,0.09357,0.07115,-0.06078,0.09357,0.03,-28.42,0.51,0.3245,0,0.0,0.0
3,182,3.64,approach,0.09795,0.07277,-0.06556,0.09795,0.03,-30.6,0.31,0.3248,0,0.0,0.0
0,183,3.66,approach,0.08784,0.06568,-0.05833,0.08784,0.03,-30.2,0.72,0.3244,0,0.0,0.0
1,183,3.66,approach,0.09757,0.07344,-0.06423,0.09757,0.03,-28.05,0.85,0.3244,0,0.0,0.0
2,183,3.66,approach,0.09239,0.06998,-0.06033,0.09239,0.03,-28.59,0.52,0.3244,0,0.0,0.0
3,183,3.66,approach,0.0965,0.0714,-0.06492,0.0965,0.03,-30.74,0.28,0.3248,0,0.0,0.0
0,184,3.68,approach,0.08629,0.06434,-0.0575,0.08629,0.03,-30.34,0.7,0.3243,0,0.0,0.0
1,184,3.68,approach,0.09622,0.07202,-0.0638,0.09622,0.03,-28.19,0.86,0.3243,0,0.0,0.0
2,184,3.68,approach,0.09111,0.0687,-0.05985,0.09111,0.03,-28.75,0.53,0.3243,0,0.0,0.0
3,184,3.68,approach,0.09513,0.0701,-0.06432,0.09513,0.03,-30.9,0.25,0.3247,0,0.0,0.0
0,185,3.7,approach,0.08468,0.06297,-0.05661,0.08468,0.03,-30.47,0.67,0.3242,0,0.0,0.0
1,185,3.7,approach,0.09515,0.07081,-0.06356,0.09515,0.03,-28.35,0.87,0.3242,0,0.0,0.0
2,185,3.7,approach,0.08999,0.06758,-0.05942,0.08999,0.03,-28.92,0.53,0.3242,0,0.0,0.0
3,185,3.7,approach,0.0937,0.06876,-0.06366,0.0937,0.03,-31.04,0.22,0.3246,0,0.0,0.0
0,186,3.72,approach,0.08316,0.0617,-0.05576,0.08316,0.03,-30.61,0.65,0.3241,0,0.0,0.0
1,186,3.72,approach,0.09398,0.06956,-0.0632,0.09398,0.03,-28.52,0.89,0.3241,0,0.0,0.0
2,186,3.72,approach,0.08869,0.06633,-0.05888,0.08869,0.03,-29.08,0.55,0.3241,0,0.0,0.0
3,186,3.72,approach,0.09238,0.06752,-0.06304,0.09238,0.03,-31.2,0.2,0.3245,0,0.0,0.0
0,187,3.74,approach,0.08159,0.0604,-0.05486,0.08159,0.03,-30.75,0.62,0.324,0,0.0,0.0
1,187,3.74,approach,0.09304,0.06855,-0.06291,0.09304,0.03,-28.71,0.88,0.324,0,0.0,0.0
2,187,3.74,approach,0.08762,0.06528,-0.05845,0.08762,0.03,-29.25,0.55,0.324,0,0.0,0.0
3,187,3.74,approach,0.09097,0.06622,-0.06236,0.09097,0.03,-31.35,0.16,0.3244,0,0.0,0.0
0,188,3.76,approach,0.08013,0.0592,-0.054,0.08013,0.03,-30.89,0.6,0.3239,0,0.0,0.0
1,188,3.76,approach,0.09215,0.06757,-0.06266,0.09215,0.03,-28.88,0.87,0.3239,0,0.0,0.0
2,188,3.76,approach,0.08636,0.06406,-0.05791,0.08636,0.03,-29.41,0.56,0.3239,0,0.0,0.0
3,188,3.76,approach,0.08966,0.06502,-0.06173,0.08966,0.03,-31.5,0.14,0.3243,0,0.0,0.0
0,189,3.78,approach,0.07859,0.05796,-0.05308,0.07859,0.03,-31.03,0.57,0.3238,0,0.0,0.0
1,189,3.78,approach,0.09097,0.06658,-0.06199,0.09097,0.03,-28.96,0.85,0.3238,0,0.0,0.0
2,189,3.78,approach,0.08515,0.06291,-0.05739,0.08515,0.03,-29.57,0.57,0.3238,0,0.0,0.0
3,189,3.78,approach,0.08827,0.06375,-0.06105,0.08827,0.03,-31.64,0.11,0.3242,0,0.0,0.0
0,190,3.8,approach,0.07716,0.05683,-0.05219,0.07716,0.03,-31.17,0.55,0.3237,0,0.0,0.0
1,190,3.8,approach,0.08778,0.06392,-0.06017,0.08778,0.03,-28.81,0.8,0.3237,0,0.0,0.0
2,190,3.8,approach,0.08393,0.06174,-0.05685,0.08393,0.03,-29.72,0.58,0.3237,0,0.0,0.0
3,190,3.8,approach,0.087,0.06261,-0.0604,0.087,0.03,-31.8,0.08,0.3241,0,0.0,0.0
0,191,3.82,approach,0.07567,0.05566,-0.05126,0.07567,0.03,-31.31,0.52,0.3236,0,0.0,0.0
1,191,3.82,approach,0.08378,0.06074,-0.05771,0.08378,0.03,-28.46,0.8,0.3235,0,0.0,0.0
2,191,3.82,approach,0.08285,0.06073,-0.05635,0.08285,0.03,-29.89,0.58,0.3236,0,0.0,0.0
3,191,3.82,approach,0.08563,0.06139,-0.05969,0.08563,0.03,-31.95,0.05,0.324,0,0.0,0.0
0,192,3.84,approach,0.07431,0.05463,-0.05037,0.07431,0.03,-31.46,0.5,0.3235,0,0.0,0.0
1,192,3.84,approach,0.07965,0.0576,-0.05501,0.07965,0.03,-28.08,0.86,0.3233,0,0.0,0.0
2,192,3.84,approach,0.08164,0.0596,-0.0558,0.08164,0.03,-30.06,0.59,0.3235,0,0.0,0.0
3,192,3.84,approach,0.08438,0.06029,-0.05904,0.08438,0.03,-32.1,0.02,0.3239,0,0.0,0.0
0,193,3.86,approach,0.07286,0.05354,-0.04942,0.07286,0.03,-31.6,0.47,0.3234,0,0.0,0.0
1,193,3.86,approach,0.07579,0.05476,-0.0524,0.07579,0.03,-27.79,0.97,0.3232,0,0.0,0.0
2,193,3.86,approach,0.08064,0.05866,-0.05534,0.08064,0.03,-30.23,0.58,0.3234,0,0.0,0.0
3,193,3.86,approach,0.08304,0.05911,-0.05833,0.08304,0.03,-32.25,0.01,0.3238,0,0.0,0.0
0,194,3.88,approach,0.07155,0.0526,-0.04851,0.07155,0.03,-31.75,0.45,0.3233,0,0.0,0.0
1,194,3.88,approach,0.07321,0.05301,-0.05049,0.07321,0.03,-27.61,0.99,0.3231,0,0.0,0.0
2,194,3.88,approach,0.07943,0.05753,-0.05477,0.07943,0.03,-30.39,0.59,0.3233,0,0.0,0.0
3,194,3.88,approach,0.08183,0.05807,-0.05766,0.08183,0.03,-32.4,0.03,0.3237,0,0.0,0.0
0,195,3.9,approach,0.07015,0.05158,-0.04755,0.07015,0.03,-31.9,0.42,0.3232,0,0.0,0.0
1,195,3.9,approach,0.07062,0.05146,-0.04837,0.07062,0.03,-27.39,0.96,0.3229,0,0.0,0.0
2,195,3.9,approach,0.07847,0.05667,-0.05429,0.07847,0.03,-30.57,0.59,0.3231,0,0.0,0.0
3,195,3.9,approach,0.08052,0.05694,-0.05694,0.08052,0.03,-32.55,0.07,0.3236,0,0.0,0.0
0,196,3.92,approach,0.0689,0.05072,-0.04663,0.0689,0.03,-32.05,0.41,0.3231,0,0.0,0.0
1,196,3.92,approach,0.07002,0.0513,-0.04766,0.07002,0.03,-27.83,0.78,0.3228,0,0.0,0.0
2,196,3.92,approach,0.07729,0.05558,-0.0537,0.07729,0.03,-30.74,0.6,0.323,0,0.0,0.0
3,196,3.92,approach,0.07936,0.05595,-0.05628,0.07936,0.03,-32.71,0.09,0.3235,0,0.0,0.0
0,197,3.94,approach,0.06755,0.04978,-0.04566,0.06755,0.03,-32.2,0.38,0.3229,0,0.0,0.0
1,197,3.94,approach,0.06882,0.05116,-0.04603,0.06882,0.03,-28.29,0.54,0.3228,0,0.0,0.0
2,197,3.94,approach,0.07623,0.05463,-0.05316,0.07623,0.03,-30.9,0.59,0.3229,0,0.0,0.0
3,197,3.94,approach,0.07808,0.05486,-0.05555,0.07808,0.03,-32.86,0.13,0.3234,0,0.0,0.0
0,198,3.96,approach,0.06636,0.04901,-0.04474,0.06636,0.03,-32.35,0.36,0.3228,0,0.0,0.0
1,198,3.96,approach,0.06712,0.05084,-0.04383,0.06713,0.03,-28.5,0.08,0.3227,0,0.0,0.0
2,198,3.96,approach,0.07506,0.05358,-0.05257,0.07506,0.03,-31.06,0.6,0.3228,0,0.0,0.0
3,198,3.96,approach,0.07694,0.05393,-0.05488,0.07694,0.03,-33.02,0.15,0.3233,0,0.0,0.0
0,199,3.98,approach,0.06506,0.04815,-0.04376,0.06506,0.03,-32.5,0.33,0.3227,0,0.0,0.0
1,199,3.98,approach,0.06277,0.0478,-0.04069,0.06277,0.03,-28.27,0.26,0.3226,0,0.0,0.0
2,199,3.98,approach,0.07411,0.05275,-0.05205,0.07411,0.03,-31.23,0.59,0.3227,0,0.0,0.0
3,199,3.98,approach,0.07569,0.05288,-0.05415,0.07569,0.03,-33.16,0.19,0.3232,0,0.0,0.0
0,200,4.0,approach,0.06394,0.04747,-0.04283,0.06394,0.03,-32.65,0.32,0.3226,0,0.0,0.0
1,200,4.0,approach,0.0581,0.04453,-0.03732,0.0581,0.03,-27.89,0.57,0.3225,0,0.0,0.0
2,200,4.0,approach,0.07298,0.05176,-0.05146,0.07298,0.03,-31.4,0.6,0.3226,0,0.0,0.0
3,200,4.0,approach,0.07459,0.052,-0.05348,0.07459,0.03,-33.32,0.21,0.323,0,0.0,0.0
0,201,4.02,approach,0.06269,0.04668,-0.04184,0.06269,0.03,-32.8,0.29,0.3225,0,0.0,0.0
1,201,4.02,approach,0.05368,0.04143,-0.03414,0.05368,0.03,-27.67,0.78,0.3224,0,0.0,0.0
2,201,4.02,approach,0.07206,0.05096,-0.05095,0.07206,0.03,-31.58,0.59,0.3225,0,0.0,0.0
3,201,4.02,approach,0.07337,0.051,-0.05275,0.07337,0.03,-33.47,0.24,0.3229,0,0.0,0.0
0,202,4.04,approach,0.06164,0.0461,-0.04091,0.06164,0.03,-32.95,0.27,0.3223,0,0.0,0.0
1,202,4.04,approach,0.05202,0.0405,-0.03264,0.05202,0.03,-27.81,0.96,0.3223,0,0.0,0.0
2,202,4.04,approach,0.07097,0.05,-0.05036,0.07097,0.03,-31.74,0.59,0.3224,0,0.0,0.0
3,202,4.04,approach,0.07231,0.05017,-0.05208,0.07231,0.03,-33.63,0.27,0.3228,0,0.0,0.0
0,203,4.06,approach,0.06044,0.04539,-0.03991,0.06044,0.03,-33.1,0.24,0.3222,0,0.0,0.0
1,203,4.06,approach,0.05238,0.04121,-0.03234,0.05238,0.03,-28.26,1.17,0.3223,0,0.0,0.0
2,203,4.06,approach,0.07004,0.04922,-0.04983,0.07004,0.03,-31.92,0.59,0.3223,0,0.0,0.0
3,203,4.06,approach,0.07111,0.0492,-0.05135,0.07111,0.03,-33.78,0.3,0.3227,0,0.0,0.0
0,204,4.08,approach,0.05945,0.0449,-0.03897,0.05945,0.03,-33.26,0.23,0.3221,0,0.0,0.0
1,204,4.08,approach,0.0537,0.04279,-0.03246,0.0537,0.03,-28.77,1.42,0.3222,0,0.0,0.0
2,204,4.08,approach,0.06897,0.0483,-0.04924,0.06897,0.03,-32.08,0.59,0.3222,0,0.0,0.0
3,204,4.08,approach,0.07009,0.04842,-0.05067,0.07009,0.03,-33.94,0.32,0.3226,0,0.0,0.0
0,205,4.1,approach,0.05832,0.04426,-0.03797,0.05832,0.03,-33.41,0.2,0.322,0,0.0,0.0
1,205,4.1,approach,0.05398,0.04357,-0.03186,0.05398,0.03,-29.16,1.61,0.3222,0,0.0,0.0
2,205,4.1,approach,0.06807,0.04756,-0.0487,0.06807,0.03,-32.26,0.58,0.322,0,0.0,0.0
3,205,4.1,approach,0.06892,0.04749,-0.04994,0.06892,0.03,-34.09,0.36,0.3225,0,0.0,0.0
0,206,4.12,approach,0.05741,0.04387,-0.03704,0.05741,0.03,-33.57,0.18,0.3218,0,0.0,0.0
1,206,4.12,approach,0.0533,0.04331,-0.03106,0.0533,0.03,-29.46,1.74,0.3223,0,0.0,0.0
2,206,4.12,approach,0.067,0.04665,-0.04809,0.067,0.03,-32.42,0.58,0.3219,0,0.0,0.0
3,206,4.12,approach,0.06793,0.04676,-0.04927,0.06793,0.03,-34.24,0.38,0.3223,0,0.0,0.0
0,207,4.14,approach,0.05633,0.0433,-0.03602,0.05633,0.03,-33.72,0.15,0.3217,0,0.0,0.0
1,207,4.14,approach,0.05314,0.04335,-0.03074,0.05314,0.03,-29.79,1.88,0.3223,0,0.0,0.0
2,207,4.14,approach,0.06613,0.04595,-0.04755,0.06613,0.03,-32.59,0.57,0.3218,0,0.0,0.0
3,207,4.14,approach,0.06679,0.04587,-0.04854,0.06679,0.03,-34.39,0.42,0.3222,0,0.0,0.0
0,208,4.16,approach,0.05549,0.043,-0.03508,0.05549,0.03,-33.87,0.14,0.3216,0,0.0,0.0
1,208,4.16,approach,0.05405,0.04456,-0.0306,0.05405,0.03,-30.21,2.03,0.3224,0,0.0,0.0
2,208,4.16,approach,0.06505,0.04505,-0.04692,0.06505,0.03,-32.75,0.57,0.3217,0,0.0,0.0
3,208,4.16,approach,0.06584,0.0452,-0.04788,0.06584,0.03,-34.55,0.44,0.3221,0,0.0,0.0
0,209,4.18,approach,0.05446,0.0425,-0.03406,0.05446,0.03,-34.02,0.11,0.3214,0,0.0,0.0
1,209,4.18,approach,0.05468,0.04565,-0.03009,0.05468,0.03,-30.61,2.17,0.3225,0,0.0,0.0
2,209,4.18,approach,0.0642,0.0444,-0.04637,0.0642,0.03,-32.93,0.56,0.3216,0,0.0,0.0
3,209,4.18,approach,0.06471,0.04433,-0.04714,0.06471,0.03,-34.7,0.47,0.322,0,0.0,0.0
0,210,4.2,approach,0.0537,0.04228,-0.03311,0.0537,0.03,-34.18,0.09,0.3213,0,0.0,0.0
1,210,4.2,approach,0.05367,0.04505,-0.02918,0.05367,0.03,-30.82,2.23,0.3226,0,0.0,0.0
2,210,4.2,approach,0.06311,0.04351,-0.04572,0.06311,0.03,-33.09,0.57,0.3214,0,0.0,0.0
3,210,4.2,approach,0.06379,0.04369,-0.04648,0.06379,0.03,-34.85,0.49,0.3218,0,0.0,0.0
0,211,4.22,approach,0.05273,0.04185,-0.03208,0.05273,0.03,-34.34,0.06,0.3211,0,0.0,0.0
1,211,4.22,approach,0.05227,0.04375,-0.02859,0.05227,0.03,-30.95,2.27,0.3227,0,0.0,0.0
2,211,4.22,approach,0.06239,0.04304,-0.04517,0.06239,0.03,-33.26,0.55,0.3213,0,0.0,0.0
3,211,4.22,approach,0.06269,0.04287,-0.04574,0.06269,0.03,-35.0,0.53,0.3217,0,0.0,0.0
0,212,4.24,approach,0.05204,0.0417,-0.03113,0.05204,0.03,-34.5,0.05,0.321,0,0.0,0.0
1,212,4.24,approach,0.05157,0.04331,-0.028,0.05157,0.03,-31.13,2.28,0.3229,0,0.0,0.0
2,212,4.24,approach,0.06271,0.04408,-0.0446,0.06271,0.03,-33.39,0.47,0.3212,0,0.0,0.0
3,212,4.24,approach,0.0618,0.04228,-0.04507,0.0618,0.03,-35.16,0.55,0.3216,0,0.0,0.0
0,213,4.26,approach,0.05113,0.04134,-0.03009,0.05113,0.03,-34.65,0.02,0.3208,0,0.0,0.0
1,213,4.26,approach,0.05182,0.0439,-0.02754,0.05182,0.03,-31.43,2.36,0.323,0,0.0,0.0
2,213,4.26,approach,0.05947,0.04159,-0.04251,0.05947,0.03,-33.29,0.46,0.321,0,0.0,0.0
3,213,4.26,approach,0.06072,0.04149,-0.04433,0.06072,0.03,-35.3,0.58,0.3214,0,0.0,0.0
0,214,4.28,approach,0.05052,0.04128,-0.02913,0.05052,0.03,-34.81,0.0,0.3207,0,0.0,0.0
1,214,4.28,approach,0.05153,0.04397,-0.02688,0.05153,0.03,-31.66,2.41,0.3232,0,0.0,0.0
2,214,4.28,approach,0.05647,0.0404,-0.03946,0.05647,0.03,-32.88,0.4,0.3209,0,0.0,0.0
3,214,4.28,approach,0.05986,0.04094,-0.04366,0.05986,0.03,-35.46,0.6,0.3213,0,0.0,0.0
0,215,4.3,approach,0.04967,0.04096,-0.02809,0.04967,0.03,-34.96,0.02,0.3205,0,0.0,0.0
1,215,4.3,approach,0.04994,0.04272,-0.02587,0.04994,0.03,-31.73,2.41,0.3233,0,0.0,0.0
2,215,4.3,approach,0.05396,0.04007,-0.03614,0.05396,0.03,-32.43,0.37,0.3207,0,0.0,0.0
3,215,4.3,approach,0.05896,0.04038,-0.04296,0.05896,0.03,-35.61,0.62,0.3211,0,0.0,0.0
0,216,4.32,approach,0.04912,0.04095,-0.02712,0.04912,0.03,-35.12,0.04,0.3204,0,0.0,0.0
1,216,4.32,approach,0.0485,0.04157,-0.02498,0.0485,0.03,-31.79,2.41,0.3233,0,0.0,0.0
2,216,4.32,approach,0.05167,0.04024,-0.03241,0.05167,0.03,-32.01,0.37,0.3205,0,0.0,0.0
3,216,4.32,approach,0.05872,0.04076,-0.04227,0.05872,0.03,-35.73,0.6,0.321,0,0.0,0.0
0,217,4.34,approach,0.04834,0.0407,-0.02608,0.04834,0.03,-35.28,0.07,0.3202,0,0.0,0.0
1,217,4.34,approach,0.04798,0.04147,-0.02413,0.04798,0.03,-31.95,2.4,0.3234,0,0.0,0.0
2,217,4.34,approach,0.0499,0.04084,-0.02867,0.0499,0.03,-31.62,0.36,0.3203,0,0.0,0.0
3,217,4.34,approach,0.05736,0.04058,-0.04054,0.05736,0.03,-35.69,0.51,0.3208,0,0.0,0.0
0,218,4.36,approach,0.04787,0.04076,-0.0251,0.04787,0.03,-35.44,0.09,0.3201,0,0.0,0.0
1,218,4.36,approach,0.04794,0.04178,-0.02351,0.04794,0.03,-32.15,2.44,0.3234,0,0.0,0.0
2,218,4.36,approach,0.04864,0.04161,-0.02518,0.04864,0.03,-31.3,0.34,0.3201,0,0.0,0.0
3,218,4.36,approach,0.05354,0.03821,-0.0375,0.05354,0.03,-35.36,0.52,0.3207,0,0.0,0.0
0,219,4.38,approach,0.04715,0.04055,-0.02405,0.04715,0.03,-35.6,0.11,0.3199,0,0.0,0.0
1,219,4.38,approach,0.04705,0.04132,-0.02252,0.04705,0.03,-32.19,2.46,0.3233,0,0.0,0.0
