step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
11869,1790236574.231,-0.1938675,-0.2498771,0.5205034,-0.02488942,-0.0387122,-0.0006363987,-0.0025,-0.07738271,-0.004121307,-0.02249532,-0.05235518,-0.0006600266,-0.005692498,-0.0008088878,0.5124909,-0.01365563,-0.003766844,-0.001056631,-0.01682712,0.03332122,-0.075,-0.03030934,-0.01007707,0.27094,0.1122923,-0.002266926,-0.001815627,0.1980032,0.4822993,0.1647266,0.6031301,15,0,1,0.8333334,0.1666667,10.42579,0.9810263,0.7898176,0.0007506949,7.59375e-05,27.55634,0.001917651,1.43675e-08,0.001048564,0.0001183777,0.01038484,0.05,0.05,0,7.59375e-05,-0.008176874,0.6068026,1.260837,1.612575,34211,1.133043,475.23,53.87275
11870,1790236577.130,-0.3051553,-0.3897821,0.8138632,-0.03475627,-0.0875683,-0.0009199707,-0.007142858,-0.1383832,-0.00647959,-0.02105237,-0.0968193,-0.001044153,-0.02191143,-0.001640607,0.8530074,-0.02099169,-0.01648033,-0.002154625,-0.02563441,0.0521838,-0.05714286,-0.03918951,-0.01757631,0.4266416,0.08222328,-0.003723305,-0.003162348,0.3041533,0.737159,0.2393671,0.9053804,15,0,1,1,0,3.854993,0.8847784,0.7730674,0.000762734,0.0001139063,27.55991,0.001980073,1.441915e-08,0.001098285,0.0001190401,0.01215916,0,0.1,0,0.0001139063,-0.01214601,0.5817691,1.2613,1.627157,34033,1.133394,476.16,53.98553
11871,1790236580.013,-0.3139694,-0.40281,0.8251728,-0.04069819,-0.3020904,-0.001372744,-0.02722222,-0.1405968,-0.006653117,-0.04667691,-0.09507158,-0.001016478,-0.01582222,-0.001702977,0.8410236,-0.02216376,-0.01262232,-0.00190873,-0.02625651,0.189044,-0.05555556,-0.04678066,-0.01711591,0.4214579,0.1194548,-0.003823633,-0.003116743,0.3126266,0.8146319,0.2048152,0.9445597,15,0,0.8333334,0.6666667,0.1666667,2.636971,0.4624331,0.7759653,0.0007531805,7.59375e-05,27.56774,0.001946652,1.401406e-08,0.001108268,8.518982e-05,0.01188862,0.05,0.05,0,7.59375e-05,-0.01092263,0.5781885,1.26158,1.610488,34227,1.134051,509.06,57.05513
11872,1790236582.898,-0.201736,-0.2420884,0.5216283,-0.02199305,-0.01570271,-0.0005729807,-0.00125,-0.08002126,-0.003912996,-0.0481311,-0.05423072,-0.0006704087,-0.007690003,-0.0009739643,0.5060285,-0.01423134,-0.005913677,-6.803837e-05,-0.01686348,0.01748098,-0.075,-0.02563005,-0.009210641,0.2757243,0.09980483,-0.00228662,-0.001801432,0.1908091,0.4880867,0.1386874,0.5946964,15,0,1,1,0,3.481788,0.9302763,0.7810768,0.0007594485,0.0001139063,27.57723,0.002018211,1.373478e-08,0.001145373,0.0001133758,0.01149499,0,0.1,0,0.0001139063,-0.01381963,0.5534828,1.263158,1.611286,34199,1.134642,525.03,59.33772
11873,1790236585.779,-0.1971672,-0.2489519,0.5220026,-0.02600213,-0.1499682,-0.0005391658,-0.002,-0.08713364,-0.003985133,-0.0205092,-0.06112816,-0.0006607299,-0.012556,-0.0009034282,0.5296035,-0.01369673,-0.009421661,-0.001993246,-0.01669899,0.08790227,-0.08000001,-0.02771483,-0.0106074,0.2742347,0.06677017,-0.002441619,-0.002045949,0.1978344,0.470841,0.1467137,0.5877876,15,0,1,0.75,0.25,7.718425,1.038442,0.7948362,0.0007660744,0.0001139063,27.58693,0.002027242,1.400385e-08,0.001181959,7.919491e-05,0.01433077,0,0.05,0,0.0001139063,-0.008264627,0.6733854,1.263649,1.607035,34244,1.135267,485.68,54.91982
11874,1790236588.655,-0.3910103,-0.4931622,1.026908,-0.04968409,-0.07715001,-0.001072993,-0.008,-0.1739817,-0.007995463,-0.04750371,-0.1228181,-0.001311368,-0.02813999,-0.002135939,1.065659,-0.02614135,-0.01957584,-0.005525931,-0.03363006,0.05981802,-0.04,-0.06482523,-0.02203073,0.5322306,0.1056122,-0.004958174,-0.004178804,0.3873408,0.9735593,0.2519615,1.142827,15,0,1,1,0,7.268892,0.7187874,0.7982418,0.000760145,0.0001139063,27.59612,0.002032421,1.386735e-08,0.001176484,9.577863e-05,0.01167482,0,0.05,0,0.0001139063,-0.01020555,0.5623664,1.259553,1.607244,34290,1.135806,561.08,64.24838
11875,1790236591.528,-0.3899731,-0.4886263,1.026222,-0.04637457,-0.09838485,-0.002070258,-0.015,-0.1665117,-0.008267382,-0.1303177,-0.1147709,-0.001308731,-0.02018286,-0.00202265,1.039302,-0.02741672,-0.01477836,-0.001830609,-0.03376995,0.04177811,-0.04285715,-0.07401957,-0.02183575,0.528289,0.160201,-0.00457747,-0.003777729,0.390801,0.8950629,0.270306,1.165598,15,0,1,1,0,10.56764,0.8522218,0.8155234,0.0007672661,0.0001139063,27.60421,0.002034725,1.373957e-08,0.001160932,0.0001065135,0.01178647,0,0.05,0,0.0001139063,-0.01255187,0.5605858,1.259517,1.603169,34339,1.13629,533.49,61.24416
11876,1790236594.410,-0.2395534,-0.3083031,0.6440659,-0.03292059,-0.1678724,-0.0009601428,-0.004375,-0.09658051,-0.005044871,-0.03217844,-0.06463058,-0.0008168194,-0.008015001,-0.00105829,0.6357224,-0.01773075,-0.005897156,-0.0001480661,-0.02006391,0.08177462,-0.075,-0.04224361,-0.01209199,0.3333445,0.1347981,-0.002805565,-0.002198267,0.2497992,0.5923222,0.1665361,0.7354411,15,0,1,0.8333334,0.1666667,7.97768,1.048971,0.8183045,0.0007723963,0.0001139063,27.61234,0.002069981,1.314998e-08,0.00117552,0.0001220512,0.01506063,0.05,0.1,0,0.0001139063,-0.01087273,0.4943025,1.253013,1.619469,34222,1.136773,466.74,52.12581
11877,1790236597.278,-0.3004144,-0.3788098,0.7872025,-0.04352629,-0.8271462,-0.001917708,-0.02200001,-0.120232,-0.006108233,-0.05883699,-0.07575293,-0.0009413843,0,-0.001058811,0.7301929,-0.02179152,0,0,-0.02458959,0.5019585,-0.08000001,-0.05159403,-0.01287444,0.3929747,0.2269099,-0.003307728,-0.00236597,0.3094051,0.8086084,0.1229775,0.9437243,15,0,0.8000001,0.2,0.6,3.424979,0.6201404,0.8674249,0.0007659587,0.0001139063,27.62089,0.00217662,1.347482e-08,0.001222206,0.0001884417,0.01182117,0,0.05,0,0.0001139063,-0.01171298,0.6581947,1.259245,1.597928,34406,1.137431,526.48,59.16064
11878,1790236600.178,-0.4906947,-0.6240317,1.285809,-0.06789921,-0.2106653,-0.003346539,-0.07099998,-0.2332399,-0.01018855,-0.1039833,-0.1598335,-0.001609619,-0.031568,-0.002598529,1.337931,-0.03587985,-0.02463199,-0.008175839,-0.04328979,0.1387491,-0.02,-0.09507587,-0.03088887,0.6479773,0.1406083,-0.006170118,-0.005263017,0.4685672,1.215581,0.3486702,1.419986,15,0,1,0,1,2.305623,0.3597999,0.8434951,0.0007695943,0.0001139063,27.6317,0.002107929,1.404405e-08,0.00120001,0.0001383102,0.01350532,0,0.05,0,0.0001139063,-0.009838552,0.6216196,1.256659,1.632941,34019,1.138095,538.25,60.58965
11879,1790236603.062,-0.2169365,-0.2664984,0.5591253,-0.02845325,-0.2215855,-0.001657055,-0.01625,-0.0926853,-0.004365613,-0.01379608,-0.06139646,-0.0007110668,-0.005475001,-0.001014365,0.5467643,-0.01632721,-0.003714349,-0.009312692,-0.01907143,0.1316142,-0.075,-0.03506934,-0.01369349,0.2829338,0.1191928,-0.002539736,-0.002049644,0.2066727,0.5522166,0.08776625,0.6468134,15,0,1,0.6666667,0.3333333,3.003352,0.636409,0.8406994,0.0007715534,0.0001139063,27.64342,0.00216143,1.446137e-08,0.001220748,0.0001691147,0.01205746,0,0.05,0,0.0001139063,-0.01236679,0.6678452,1.266675,1.607333,34204,1.138989,480.19,54.53796
11880,1790236605.979,-0.4211934,-0.5316803,1.128009,-0.05199689,-0.002448399,-0.001877831,-0.007000001,-0.1890936,-0.008727917,-0.03150799,-0.1298111,-0.001440622,-0.026408,-0.002342243,1.16237,-0.03047689,-0.02004256,-0.0200751,-0.03773773,0.003086797,-0.02,-0.06763856,-0.02600212,0.5862557,0.1400965,-0.005334334,-0.004368416,0.4334376,1.065358,0.2897476,1.242297,15,0,1,1,0,5.360728,0.6332955,0.8803087,0.0007955437,7.59375e-05,27.65676,0.002173338,1.373703e-08,0.001192125,0.0001856554,0.01229668,0.1,0.1,0,7.59375e-05,-0.01067042,0.6335246,1.267108,1.639077,33825,1.139641,477.44,53.53922
11881,1790236608.874,-0.3418393,-0.447105,0.9230067,-0.04527251,-0.1380745,-0.0007566688,-0.001666667,-0.1575999,-0.007543204,-0.004057365,-0.1075498,-0.001170732,-0.02389333,-0.001615319,0.9806423,-0.02288015,-0.01794685,-0.002525547,-0.02765103,0.05247269,-0.05,-0.04859529,-0.01740645,0.4855396,0.08898664,-0.004140285,-0.003543956,0.3619532,0.9045832,0.2501871,1.056829,15,0,1,1,0,10.97931,1.2663,0.8178067,0.0007652118,0.0001139063,27.6649,0.002059968,1.316493e-08,0.001162144,0.000132599,0.01311925,0,0.1,0,0.0001139063,-0.0126652,0.6083436,1.271124,1.613557,34077,1.140171,509.05,57.87853
11882,1790236611.863,-0.2383937,-0.288961,0.6070021,-0.03160924,-0.3004037,-0.0009084081,-0.003333334,-0.0977489,-0.004865929,-0.01840709,-0.06399589,-0.0007626286,-0.008699998,-0.001005851,0.5965694,-0.01647122,-0.004894064,-0.0007413637,-0.01826921,0.2379597,-0.08333334,-0.03390693,-0.0112197,0.3164387,0.1237645,-0.002669223,-0.00213311,0.2358164,0.6159327,0.1631489,0.7215381,15,0,1,0.6,0.4,3.718497,0.7580801,0.8412982,0.0007660869,7.59375e-05,27.67226,0.002136386,1.29914e-08,0.001134404,0.0002358814,0.0121585,0.05,0.05,0,7.59375e-05,-0.01046836,0.602547,1.375476,1.602003,33015,1.14057,513.65,58.05542
11883,1790236614.833,-0.2756171,-0.3467639,0.7104055,-0.03695079,-0.02489749,-0.000855693,-0.007000001,-0.1331005,-0.005544645,-0.01338231,-0.09477442,-0.0009038457,-0.02302,-0.001803288,0.7545468,-0.01833297,-0.01742878,-0.00199912,-0.02241139,0.02725992,-0.06,-0.04450934,-0.01801444,0.368801,0.03328749,-0.003543408,-0.00307363,0.2625983,0.6589565,0.2403525,0.7849738,15,0,1,1,0,4.901395,0.6167794,0.8230602,0.0007665349,0.0001139063,27.68054,0.002089932,1.262121e-08,0.001116057,0.0002073272,0.01217252,0,0.1,0,0.0001139063,-0.01251715,0.5362156,1.376533,1.581552,33232,1.141351,550.53,62.01129
11884,1790236617.804,-0.342777,-0.439172,0.9082566,-0.04214091,-0.09196907,-0.001584029,-0.03812499,-0.1487681,-0.006912101,-0.06708765,-0.1031029,-0.001154803,-0.02189999,-0.001728543,0.9407706,-0.02362628,-0.01594981,-0.001778333,-0.03022421,0.04382396,-0.05,-0.05394338,-0.01846814,0.4694505,0.1158469,-0.004216006,-0.003475073,0.3338971,0.8602969,0.2261482,1.040278,15,0,1,0.5,0.5,8.472862,0.9232779,0.8205279,0.0007661636,0.0001139063,27.69235,0.002090464,1.233128e-08,0.001165514,0.0001587736,0.01332103,0,0.05,0,0.0001139063,-0.0109099,0.5416142,1.396128,1.562623,33224,1.141966,517,58.31628
11885,1790236620.783,-0.277737,-0.3534521,0.7277169,-0.03706643,-0.7047607,-0.001226764,-0.004285715,-0.1100997,-0.005945967,-0.012815,-0.06893569,-0.0008803166,0,-0.0009309993,0.6794604,-0.02065537,0,0,-0.02097429,0.3788745,-0.0857143,-0.04540984,-0.01186011,0.3700028,0.2117092,-0.003093301,-0.002223474,0.2860498,0.7487845,0.1073333,0.8773364,15,0,0.8571429,0.4285715,0.4285715,5.328975,0.7105616,0.8605025,0.0007656284,7.59375e-05,27.69947,0.002134496,1.217114e-08,0.001205874,0.0001629808,0.0114805,0.05,0.05,0,7.59375e-05,-0.009845912,0.5925097,1.371887,1.595228,33131,1.142334,527.01,59.56217
11886,1790236623.774,-0.3521109,-0.4511779,0.917363,-0.04419053,-0.2295163,-0.001059797,-0.005000001,-0.1578991,-0.007193721,-0.02696907,-0.1102156,-0.001164585,-0.02018286,-0.001741015,0.9276791,-0.02368904,-0.01450464,-0.002611379,-0.02765355,0.1689078,-0.05714286,-0.048405,-0.01872521,0.4817798,0.1298149,-0.004189663,-0.003509937,0.3568594,0.8782028,0.2710268,1.044926,15,0,1,0.75,0.25,4.421845,0.9055693,0.8287472,0.0007618995,7.59375e-05,27.70599,0.002137427,1.238501e-08,0.001221242,0.0001542727,0.01436606,0.05,0.1,0,7.59375e-05,-0.01145602,0.4911235,1.378451,1.594209,33069,1.142766,563.98,63.92105
11887,1790236626.773,-0.3456028,-0.4190598,0.8795023,-0.0456801,-0.6486728,-0.0009589858,-0.003333334,-0.1352236,-0.006829923,-0.0499339,-0.08677687,-0.001080077,-0.00552,-0.001410514,0.8221042,-0.02414771,-0.004251351,-5.342253e-06,-0.02628827,0.4015068,-0.08333334,-0.0502023,-0.0145044,0.462394,0.2238276,-0.003816739,-0.002941048,0.3426827,0.8751561,0.2179911,1.046077,15,0,1,0.2,0.8000001,6.407116,0.9110999,0.7982773,0.0007705725,7.59375e-05,27.7116,0.00218482,1.284817e-08,0.00124773,0.0001665051,0.01003667,0,0.05,0,7.59375e-05,-0.01136138,0.3851725,1.367551,1.615402,32955,1.14303,638.85,71.89165
11888,1790236629.754,-0.3432972,-0.4277385,0.8905069,-0.03900407,-0.3401533,-0.001202206,-0.009166667,-0.1520346,-0.006962679,-0.02977266,-0.1004058,-0.001113698,-0.01879,-0.0015212,0.9143413,-0.02403086,-0.01280814,-0.0009960083,-0.02699675,0.2037869,-0.05,-0.04921379,-0.0168373,0.4583241,0.1313898,-0.004035748,-0.003374617,0.3449173,0.8523542,0.2308372,1.046402,15,0,0.75,0.25,0.5,4.530459,0.5100846,0.862287,0.000777291,7.59375e-05,27.71651,0.002312343,1.284321e-08,0.001314221,0.0002208186,0.01181932,0.05,0.1,0,7.59375e-05,-0.01018877,0.4428996,1.37525,1.594348,33103,1.14344,633.89,72.18071
11889,1790236632.721,-0.5822254,-0.7411467,1.498514,-0.07666614,0,-0.002303202,-0.05000001,-0.2806387,-0.01134491,-0.4515407,-0.1920307,-0.001895892,-0.04866001,-0.003674565,1.613218,-0.03947632,-0.03024088,-0.005892656,-0.04918821,0,0,-0.1039839,-0.03634761,0.7650001,0.1071055,-0.006852288,-0.005906501,0.5477208,1.164797,0.3531685,1.735615,15,0,1,0.5,0.5,5.626826,0.9487801,0.8342546,0.0007562491,0.0001139063,27.72411,0.002215861,1.202292e-08,0.001312639,0.0001469606,0.01470778,0,0.1,0,0.0001139063,-0.01048723,0.4134337,1.381617,1.573345,33267,1.143937,567.65,62.99644
11890,1790236635.687,-0.2605234,-0.3243722,0.6715047,-0.03417223,-0.02161696,-0.001185157,-0.001666667,-0.1004889,-0.005311073,-0.03261779,-0.06658494,-0.0008334899,-0.004993334,-0.001241489,0.6782383,-0.0193702,-0.003302,-0.0004795759,-0.02174089,0.01675478,-0.06666668,-0.0384947,-0.01217573,0.3477976,0.160766,-0.0029764,-0.002380862,0.2479672,0.6995791,0.2070582,0.7944714,15,0,1,1,0,1.649449,0.7473019,0.8184288,0.0007711378,0.0001139063,27.73009,0.002265209,1.148457e-08,0.001320547,0.0001735122,0.0127524,0,0.05,0,0.0001139063,-0.01233969,0.4034494,1.381359,1.573391,33269,1.144225,603.07,67.65364
11891,1790236638.681,-0.25777,-0.3236886,0.661503,-0.03015199,-0.611374,-0.001043937,-0.0075,-0.09783226,-0.005107163,-0.02754899,-0.06037978,-0.0007967032,0,-0.0009194385,0.616316,-0.01869326,0,0,-0.01762866,0.3396139,-0.075,-0.0301636,-0.01099015,0.3446979,0.1948167,-0.002800158,-0.002044824,0.2665376,0.6655048,0.08802968,0.8008792,15,0,0.75,0.75,0,2.712962,0.4731734,0.7999414,0.00075944,0.0001139063,27.73556,0.002258875,1.160601e-08,0.001322185,0.0001772387,0.01356866,0,0.05,0,0.0001139063,-0.009383551,0.4972137,1.383848,1.598731,32959,1.144722,573.01,64.09473
11892,1790236641.659,-0.3984668,-0.5007755,1.025758,-0.04772823,-0.2135783,-0.001392882,-0.009166667,-0.1779732,-0.008098289,-0.1010894,-0.1220114,-0.001305376,-0.02560333,-0.002006599,1.070951,-0.02673707,-0.0191386,-0.001923702,-0.0342609,0.1404845,-0.05,-0.05976739,-0.02060194,0.5291718,0.1178028,-0.004760867,-0.004053566,0.3839631,0.9216904,0.2968758,1.186561,15,0,1,0.6666667,0.3333333,3.322122,0.8456566,0.84925,0.0007676222,7.59375e-05,27.7419,0.002205634,1.156433e-08,0.001315173,0.0001228276,0.01240712,0.05,0.05,0,7.59375e-05,-0.008363341,0.4579254,1.38213,1.584027,33141,1.144953,510.33,57.17727
11893,1790236644.599,-0.4640259,-0.5808424,1.182385,-0.05763843,-0.8943328,-0.002457223,-0.04750001,-0.2019592,-0.009444864,-0.07558767,-0.1327464,-0.001422338,-0.01556,-0.001799599,1.171073,-0.03263847,-0.01139069,-0.001369857,-0.03694199,0.4918236,-0.025,-0.06928059,-0.02408724,0.5949551,0.232426,-0.005306726,-0.004300497,0.4492393,1.184605,0.2597578,1.387583,15,0,0.3333333,0.3333333,0,4.126253,0.551736,0.7605664,0.000750093,0.0001139063,27.7449,0.002167369,1.116781e-08,0.001288945,0.0001283201,0.01220076,0,0.1,0,0.0001139063,-0.0118803,0.3851339,1.369334,1.55897,33570,1.145235,700.23,78.3816
11894,1790236647.567,-0.5155825,-0.6479844,1.32151,-0.07186213,-0.5790843,-0.00255266,-0.06199997,-0.2339937,-0.01022281,-0.1603676,-0.1572862,-0.001554111,-0.02390399,-0.002700839,1.297651,-0.036895,-0.01812681,-0.01055275,-0.04408052,0.3525345,-0.02,-0.09971445,-0.0259307,0.6629765,0.2091031,-0.006208909,-0.004985315,0.4915045,1.189028,0.2969109,1.495741,15,0,0.5,0,0.5,1.849299,0.5190231,0.7842168,0.0007464802,0.0001139063,27.74906,0.002151745,1.106422e-08,0.00128044,0.0001248137,0.01345152,0,0.05,0,0.0001139063,-0.01191072,0.4240901,1.368729,1.587983,33247,1.145455,733.22,81.82084
11895,1790236650.531,-0.3557161,-0.4353263,0.9018819,-0.04541422,-0.07597904,-0.00109119,-0.014375,-0.1697827,-0.007144011,-0.02769998,-0.1205665,-0.001148251,-0.0261475,-0.002081634,0.9498212,-0.02444315,-0.01856951,-0.005539967,-0.02975178,0.06313792,-0.05,-0.05137348,-0.02120524,0.4655162,0.07314505,-0.004391833,-0.003816963,0.3344232,0.8205509,0.2672701,1.013219,15,0,1,0.75,0.25,7.817487,1.179423,0.7984166,0.0007545318,0.0001139063,27.75302,0.00211098,1.106533e-08,0.001287109,6.932717e-05,0.01590758,0.05,0.1,0,0.0001139063,-0.01059237,0.4916545,1.361426,1.59076,33298,1.145902,693.72,79.39229
11896,1790236653.498,-0.4002585,-0.4971744,1.030884,-0.05365055,-0.4203502,-0.00140992,-0.005625,-0.1774198,-0.008204488,-0.05670885,-0.1185644,-0.001283386,-0.01949999,-0.001895397,1.038053,-0.02774811,-0.01319057,-0.003934152,-0.03149505,0.230129,-0.0375,-0.0572304,-0.01990007,0.5389799,0.1661203,-0.004609482,-0.003850565,0.3838661,0.9712806,0.3062959,1.188609,15,0,0.6,0.4,0.2,4.752101,0.9288018,0.8257997,0.0007470794,0.0001139063,27.76181,0.002034671,1.045389e-08,0.001218756,6.882504e-05,0.01265093,0,0.05,0,0.0001139063,-0.01146683,0.4893861,1.372411,1.581889,33274,1.146611,677.26,76.99518
11897,1790236656.469,-0.4320255,-0.55145,1.144208,-0.0592541,-0.9083969,-0.002588681,-0.009000001,-0.1792037,-0.009190762,-0.02403819,-0.1151715,-0.001368594,-0.008808,-0.001681757,1.100899,-0.03145836,-0.006952824,-0.0005032632,-0.03742893,0.4968596,-0.06,-0.09131984,-0.02065481,0.5717799,0.2640634,-0.005001649,-0.003637728,0.4347794,1.097456,0.2649063,1.357335,15,0,0.75,0,0.75,4.44093,0.6136376,0.8502822,0.0007461138,7.59375e-05,27.76895,0.00205557,9.552833e-09,0.001200366,0.0001090799,0.01175311,0.05,0.05,0,7.59375e-05,-0.008574294,0.469381,1.370492,1.590188,33203,1.146784,715.37,79.48298
11898,1790236659.562,-0.4540779,-0.5641581,1.16776,-0.06043137,-0.8632056,-0.001715604,-0.06437501,-0.182513,-0.009389007,-0.1044768,-0.1202395,-0.001419381,-0.007517501,-0.001850372,1.100222,-0.03245094,-0.005229618,-0.002298709,-0.03785717,0.4523617,-0.025,-0.07917319,-0.02028861,0.6018201,0.2871445,-0.005114908,-0.00385545,0.4423007,1.145051,0.2795801,1.375355,15,0,0.3333333,0.3333333,0,6.67556,0.8334918,0.8986446,0.0007284316,0.0001139063,27.77221,0.002030617,9.466106e-09,0.001143382,0.0001587939,0.01307494,0,0.1,0,0.0001139063,-0.01124324,0.5965685,1.369744,1.712515,31893,1.147246,675.68,74.62846
11899,1790236662.508,-0.4766979,-0.586511,1.226844,-0.05840489,-0.2179102,-0.002307896,-0.01333333,-0.2166065,-0.00933359,-0.02584663,-0.1486253,-0.001551504,-0.03081111,-0.002236135,1.287607,-0.03326841,-0.02263144,-0.003640156,-0.04084177,0.144134,-0.02222222,-0.07415099,-0.02438519,0.6279868,0.1387041,-0.005841124,-0.005069216,0.4560022,1.105238,0.3255533,1.389502,15,0,0.6666667,0.6666667,0,4.722196,0.7530407,0.884148,0.000719744,3.375e-05,27.7804,0.001975873,9.433671e-09,0.001135149,0.000120971,0.01394769,0.15,0.05,0,3.375e-05,-0.01027523,0.4881303,1.361224,1.573956,33491,1.147667,724.36,81.54637
11900,1790236665.460,-0.3287908,-0.4053014,0.8407552,-0.04139014,-0.5153792,-0.001225106,-0.006500001,-0.1311986,-0.006755257,-0.01166126,-0.08452123,-0.001049589,-0.006171999,-0.001289006,0.8125157,-0.02345511,-0.004328969,-0.00067669,-0.02566226,0.2706071,-0.07000001,-0.04269422,-0.01410316,0.4394995,0.203473,-0.003676591,-0.002817593,0.3275916,0.8253984,0.2121945,0.9965609,15,0,0.875,0.75,0.125,7.017629,0.9267663,0.8868026,0.0007172378,5.0625e-05,27.7846,0.001960304,9.157333e-09,0.001103659,0.0001393978,0.009414657,0,0.1,0,5.0625e-05,-0.00823046,0.5366204,1.354817,1.585444,33433,1.147882,730.45,80.86815
11901,1790236668.399,-0.3003666,-0.3706916,0.7671055,-0.04724305,-0.06585589,-0.0008666283,-0.3879999,-0.1407418,-0.005317458,-0.3799174,-0.09427185,-0.0008592239,-0.020316,-0.001692168,0.7825664,-0.02019148,-0.01550587,-0.005054898,-0.02352176,0.03519709,-0.06,-0.04335149,-0.01572698,0.396898,0.07192267,-0.003636587,-0.003119438,0.2811609,0.6095421,0.2233176,0.8578116,15,0,1,0.6666667,0.3333333,5.56603,0.8977245,0.9316144,0.0007148,7.59375e-05,27.78888,0.001899146,9.210371e-09,0.001067213,0.0001171228,0.01151851,0,0.1,0,7.59375e-05,-0.009404273,0.6718436,1.369147,1.557765,33586,1.148281,618.65,68.1192
11902,1790236671.345,-0.4280012,-0.5268747,1.089281,-0.05149735,-0.3975105,-0.001650691,-0.03318181,-0.1886065,-0.008396408,-0.1071524,-0.1283577,-0.001359386,-0.02318727,-0.002311718,1.093927,-0.02963997,-0.01661596,-0.003582031,-0.03696819,0.2243826,-0.03636364,-0.07912751,-0.02276166,0.5572168,0.1577701,-0.00502916,-0.004054144,0.4158236,0.9984216,0.3048723,1.246526,15,0,0.6666667,0.6666667,0,3.124204,0.8576555,0.8736643,0.0007323851,7.59375e-05,27.79754,0.001858281,9.047703e-09,0.001062644,6.324339e-05,0.01494158,0.05,0.1,0,7.59375e-05,-0.01042586,0.7349356,1.354115,1.574604,33565,1.148918,612.92,68.43993
11903,1790236674.280,-0.3986047,-0.4936002,1.002383,-0.05694096,-0.8644642,-0.001158923,-0.003125,-0.1621816,-0.007896505,-0.05741128,-0.1036079,-0.001235436,-0.0056225,-0.001568197,0.922376,-0.02716946,-0.003817866,-0.0006549809,-0.0302098,0.4906357,-0.0375,-0.05790251,-0.01643075,0.5268462,0.2549484,-0.0043234,-0.003222595,0.3982619,1.010779,0.266157,1.199144,15,0,0.4285715,0.4285715,0,5.751237,0.8956659,0.889708,0.0007150592,7.59375e-05,27.80932,0.001827671,9.188609e-09,0.001042879,6.972326e-05,0.01506437,0.05,0.1,0,7.59375e-05,-0.009709959,0.6252565,1.357099,1.565453,33636,1.149888,665.4,74.20274
11904,1790236677.215,-0.3392436,-0.4261648,0.8705043,-0.04605934,-0.7064855,-0.001408986,-0.003333333,-0.1368792,-0.007066408,-0.01575939,-0.08852627,-0.001071573,-0.003726666,-0.00147991,0.8084437,-0.02468845,-0.002809079,-5.013792e-05,-0.02747219,0.3753311,-0.06666668,-0.05875891,-0.01425834,0.4490365,0.2307933,-0.003723947,-0.002706264,0.3297745,0.848509,0.188981,1.030878,15,0,0.75,0.375,0.375,6.808825,1.001682,0.9243261,0.0007044508,7.59375e-05,27.82467,0.001790036,9.560067e-09,0.001021743,6.383348e-05,0.01390092,0.05,0.1,0,7.59375e-05,-0.0114173,0.6941292,1.356962,1.567497,33614,1.150849,609.1,67.53892
11905,1790236680.155,-0.3113031,-0.3846567,0.7912552,-0.04368361,-0.3396865,-0.001323778,-0.015,-0.1270657,-0.006018444,-0.07903263,-0.08271804,-0.0009889933,-0.007777502,-0.001285312,0.7644555,-0.02236016,-0.005767413,-0.0005278793,-0.02560957,0.2030561,-0.075,-0.05089346,-0.01453557,0.4064492,0.1767334,-0.003447603,-0.002719594,0.2923206,0.7511648,0.2146506,0.9111127,15,0,1,1,0,5.317061,0.8221146,0.9068484,0.0007098768,7.59375e-05,27.83694,0.00180159,9.405057e-09,0.0009879011,0.0001038027,0.009815333,0,0.05,0,7.59375e-05,-0.01196173,0.7449761,1.365546,1.562773,33570,1.151474,685.26,74.85792
