step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/arm_torque_margin,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/fixture_force_tracking,Episode_Reward/fixture_lost,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Fixture/force_ceiling_n,Fixture/lost_backed_off_fraction,Fixture/lost_fraction,Fixture/lost_lifted_off_fraction,Fixture/lost_slid_off_fraction,Fixture/mean_error_n,Fixture/relative_force_error,Fixture/relative_force_error_ema,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
11832,1790236464.501,-0.1676034,-0.2172045,0.46785,-0.02037892,-0.1161472,-0.0009067207,-0.0065,-0.06926545,-0.003658193,-0.02228929,-0.04780049,-0.000584834,-0.005542001,-0.0007477187,0.4577264,-0.01260382,-0.00398857,-0.001301415,-0.01406357,0.07216154,-0.06,-0.02158102,-0.009089194,0.2443911,0.1000884,-0.002059483,-0.001601648,0.1829137,0.4707718,0.1168206,0.5419096,15,0,0.8571429,0.8571429,0,3.418128,0.4229371,0.5557996,0.0007464201,0.0001139063,27.15145,0.001370219,1.693316e-08,0.0004939553,0.0001298271,0.01269154,0,0.05,0,0.0001139063,-0.01351506,0.9930098,1.257935,1.593199,34478,1.108318,220.32,26.11542
11833,1790236467.393,-0.1223949,-0.1550127,0.3390003,-0.01408349,-0.04834431,-0.000645987,-0.001333334,-0.04954138,-0.002522938,-0.01501165,-0.03316246,-0.0004353048,-0.004264,-0.0006363377,0.3275474,-0.008747111,-0.003769269,-4.455655e-05,-0.009969434,0.04414099,-0.08666667,-0.01507112,-0.00543552,0.1797988,0.0703313,-0.001441194,-0.001109457,0.1347383,0.3436106,0.1078353,0.4006619,15,0,1,1,0,1.487981,0.2297729,0.5359473,0.0007505126,7.59375e-05,27.16882,0.001357676,1.706438e-08,0.0004778388,0.0001293073,0.01166009,0.1,0.1,0,7.59375e-05,-0.01191458,0.9196819,1.257381,1.624793,34107,1.109135,200.98,23.71255
11834,1790236470.290,-0.1272952,-0.1646824,0.3547505,-0.01528953,-0.01957449,-0.0006772185,-0.0005,-0.05514862,-0.002664143,-0.009587385,-0.03749561,-0.0004614789,-0.006724,-0.0007309997,0.3604213,-0.008636035,-0.005963904,0,-0.01082028,0.01909836,-0.08000001,-0.01839587,-0.007043065,0.1858514,0.05353849,-0.001577017,-0.00129326,0.1417,0.3537386,0.107899,0.4101234,15,0,1,1,0,2.99367,0.4865348,0.5633614,0.000757081,0.0001139063,27.18394,0.001373724,1.640658e-08,0.0004952251,0.0001214017,0.01457243,0,0.1,0,0.0001139063,-0.01256911,0.9381118,1.263236,1.6243,34044,1.110193,203.56,24.20754
11835,1790236473.185,-0.1161777,-0.1441944,0.3203186,-0.01450374,-0.04617206,-0.0005851702,-0.000909091,-0.04655027,-0.002431907,-0.004886703,-0.0310812,-0.0004125167,-0.002249092,-0.00054684,0.3069595,-0.008245818,-0.001846989,-0.0002090812,-0.008934944,0.04153058,-0.09090909,-0.01339119,-0.00598509,0.1712647,0.07786708,-0.00136744,-0.001021994,0.1244253,0.3217267,0.1051767,0.3785544,15,0,1,1,0,2.881122,0.784687,0.5512058,0.0007429809,7.59375e-05,27.19954,0.001411726,1.686775e-08,0.0004925597,0.0001761687,0.01351269,0.05,0.05,0,7.59375e-05,-0.0135184,0.8488042,1.260213,1.622878,34096,1.11102,227.15,27.1599
11836,1790236476.067,-0.1622687,-0.2046425,0.4467502,-0.01878676,-0.109135,-0.0006365822,-0.007083334,-0.07023753,-0.00345836,-0.01755631,-0.04882735,-0.0005639488,-0.008393334,-0.001063769,0.4341428,-0.01150507,-0.006111044,-0.007276926,-0.01424135,0.05788004,-0.075,-0.02421203,-0.01086845,0.2345694,0.07531048,-0.002018094,-0.001588426,0.1705215,0.4410494,0.1178057,0.5109499,15,0,1,0.7777779,0.2222222,3.777886,0.8075551,0.5584867,0.0007628849,7.59375e-05,27.21152,0.001401126,1.709607e-08,0.0004856729,0.0001525515,0.0100412,0,0.05,0,7.59375e-05,-0.0132177,0.8247232,1.247065,1.624949,34228,1.111694,294.38,34.54187
11837,1790236479.021,-0.1304573,-0.1666006,0.3562507,-0.01571342,-0.07004733,-0.0008609085,-0.003125,-0.05583656,-0.002775795,-0.004124,-0.03794046,-0.0004578494,-0.005519999,-0.0007281156,0.358448,-0.009011585,-0.004068006,-0.0007696752,-0.01011514,0.06030282,-0.08750001,-0.01606723,-0.007213785,0.188504,0.06480332,-0.001553163,-0.001232262,0.141958,0.3748875,0.1166387,0.4100839,15,0,1,1,0,2.167331,0.3083239,0.5619949,0.0007536983,7.59375e-05,27.22329,0.001374285,1.703292e-08,0.0004752137,0.0001453564,0.009651913,0,0.05,0,7.59375e-05,-0.01276453,0.8406121,1.309447,1.632897,33410,1.112424,254.15,30.061
11838,1790236482.015,-0.06289963,-0.07882788,0.1735713,-0.007981114,-0.02884534,-0.0001328955,0,-0.02109747,-0.001268239,-0.0004300796,-0.0139876,-0.0002283337,0,-0.0003342383,0.1570499,-0.004605046,0,0,-0.004326173,0.02959834,-0.1,-0.005180299,-0.003310127,0.09657755,0.0528376,-0.0007187533,-0.0004801374,0.07253046,0.1855499,0.07193695,0.2109609,15,0,1,1,0,3.285242,0.4795208,0.5254481,0.0007614929,0.0001139063,27.23661,0.001353346,1.654706e-08,0.0004864833,0.000105353,0.01500384,0,0.1,0,0.0001139063,-0.0124322,0.7747765,1.383507,1.599513,32954,1.113231,252.39,29.67334
11839,1790236484.998,-0.08975564,-0.1133976,0.2432502,-0.01033857,-0.09109995,-0.0002986328,0,-0.03314371,-0.001885056,-0.0009221624,-0.0210434,-0.0003130386,0,-0.0004717477,0.2182748,-0.006024995,0,0,-0.005600224,0.08593985,-0.1,-0.008150397,-0.003577149,0.1350281,0.07395361,-0.0009870532,-0.0006914733,0.09873792,0.2568024,0.09922924,0.2927291,15,0,1,1,0,1.985045,0.5591869,0.5001763,0.0007647994,0.0001139063,27.24872,0.001393256,1.660863e-08,0.000475186,0.000153254,0.0135257,0,0.05,0,0.0001139063,-0.0141005,0.7825429,1.365764,1.606517,33073,1.114027,259.38,30.69186
11840,1790236487.991,-0.1662181,-0.2094095,0.4500017,-0.02046848,-0.01948776,-0.0006739222,-0.01277778,-0.07265111,-0.003488168,-0.02319624,-0.05087409,-0.000583916,-0.008993334,-0.001005925,0.4633581,-0.01110975,-0.006046738,-0.0009058065,-0.01416096,0.01947685,-0.07777779,-0.02571815,-0.009014728,0.2369616,0.06569778,-0.002049534,-0.001716487,0.1766841,0.4511199,0.1453473,0.5128742,15,0,1,1,0,4.716773,0.5368995,0.5308732,0.0007608937,0.0001139063,27.26089,0.00141021,1.622491e-08,0.0004964559,0.0001528444,0.01331635,0,0.05,0,0.0001139063,-0.01362725,0.7035472,1.380107,1.600557,32980,1.114706,252.12,29.95088
11841,1790236490.954,-0.1294128,-0.1558467,0.3463137,-0.01538112,-0.2230552,-0.0008655901,-0.0025,-0.04766591,-0.002743336,-0.01071739,-0.03046212,-0.0004294022,0,-0.0006009906,0.3298823,-0.009732975,0,0,-0.009451674,0.1154501,-0.08750001,-0.01262506,-0.005250979,0.1820442,0.1024292,-0.001434264,-0.001013941,0.1389661,0.3614534,0.09090974,0.4200364,15,0,0.875,0.875,0,2.167085,0.521511,0.544471,0.0007540172,7.59375e-05,27.27146,0.001419463,1.561608e-08,0.0004831364,0.0001822934,0.01415628,0.05,0.05,0,7.59375e-05,-0.01434489,0.7877393,1.365556,1.58758,33288,1.115396,259.23,30.56215
11842,1790236493.925,-0.162654,-0.2004633,0.4386937,-0.01914619,-0.1109092,-0.0006353756,0,-0.070491,-0.003263125,-0.00433321,-0.04846698,-0.0005611718,-0.008116923,-0.0009447443,0.4368752,-0.01105643,-0.006136307,-0.0008866886,-0.01335357,0.06938639,-0.08461539,-0.02056028,-0.008428524,0.2325107,0.07169715,-0.001942492,-0.001551609,0.1752726,0.4525265,0.1396226,0.5000717,15,0,1,1,0,1.753172,0.7414276,0.5384513,0.0007679786,0.0001139063,27.28264,0.001444187,1.503554e-08,0.0004992685,0.0001769247,0.01347759,0,0.1,0,0.0001139063,-0.01472669,0.7875081,1.381444,1.576662,33232,1.116178,270.18,31.75607
11843,1790236496.892,-0.2269333,-0.2731551,0.6115035,-0.02760869,-0.02733722,-0.001345815,-0.005,-0.1124944,-0.004554946,-0.006803769,-0.07902703,-0.0007903599,-0.01922666,-0.001489935,0.6424378,-0.01578112,-0.01382929,-0.001485785,-0.01914772,0.02143268,-0.06666668,-0.0433668,-0.01350732,0.3152221,0.04956825,-0.002898755,-0.002450133,0.234163,0.5785069,0.1943031,0.665573,15,0,1,1,0,5.605296,0.6237234,0.5702103,0.0007641799,7.59375e-05,27.29559,0.001475305,1.535446e-08,0.0004865167,0.0002245933,0.01407674,0.05,0.05,0,7.59375e-05,-0.01315216,0.6545642,1.362833,1.593632,33250,1.116886,289.99,33.92449
11844,1790236499.876,-0.1644833,-0.2019772,0.4386444,-0.01940346,-0.3535983,-0.000554372,-0.0007142859,-0.06334068,-0.003552817,-0.00879288,-0.03982015,-0.0005356724,0,-0.0008023019,0.4024869,-0.01193279,0,0,-0.01187114,0.2063547,-0.0857143,-0.01762758,-0.006594305,0.2313756,0.1299699,-0.001820539,-0.001229407,0.1764577,0.458263,0.1010326,0.5334438,15,0,0.8571429,0.8571429,0,4.292581,0.5315876,0.5620741,0.0007736718,7.59375e-05,27.30575,0.001548228,1.611007e-08,0.0005002324,0.0002743076,0.01023395,0,0.05,0,7.59375e-05,-0.01351351,0.7144181,1.380344,1.593039,33061,1.117482,270.98,32.29819
11845,1790236502.840,-0.1148868,-0.1463508,0.3186002,-0.01368175,-0.2241724,-0.0004804203,0,-0.04111436,-0.002321288,-0.009515034,-0.02687361,-0.0004042799,0,-0.0004905388,0.2908998,-0.008192003,0,0,-0.008792255,0.2015099,-0.1,-0.0109112,-0.005329428,0.172194,0.09556706,-0.001314376,-0.0008846148,0.1300289,0.337059,0.1050791,0.3856973,15,0,1,1,0,0.4666234,0.4218037,0.5525126,0.0007858057,7.59375e-05,27.3152,0.001528667,1.610524e-08,0.0004888949,0.0002539508,0.01069701,0,0.05,0,7.59375e-05,-0.01328412,0.7307692,1.357942,1.596159,33277,1.118059,255.61,29.87399
11846,1790236505.802,-0.1893977,-0.2336502,0.5047518,-0.02241438,-0.1713815,-0.0007427812,-0.0025,-0.08074509,-0.004071409,-0.01553228,-0.05543847,-0.0006371747,-0.009083332,-0.001176338,0.5010777,-0.01413452,-0.006030945,-0.0006322244,-0.01523057,0.1151482,-0.08333334,-0.02264947,-0.01039464,0.2646043,0.09443142,-0.002298027,-0.001780625,0.1976617,0.5182167,0.1196824,0.5864159,15,0,1,0.8000001,0.2,1.243878,0.4503013,0.5550377,0.0007804348,5.0625e-05,27.32747,0.001497205,1.648801e-08,0.000495591,0.0002211633,0.01586804,0.1,0.1,0,5.0625e-05,-0.01172578,0.6679189,1.361666,1.589417,33311,1.11887,257.27,30.52426
11847,1790236508.747,-0.2697423,-0.3461338,0.7278794,-0.03267494,-0.3425537,-0.0008294882,-0.00125,-0.1223344,-0.00572988,-0.008098753,-0.08312377,-0.0009103464,-0.01658,-0.001728976,0.7340683,-0.01895573,-0.01260709,-0.0005932547,-0.02147045,0.1609481,-0.075,-0.03611311,-0.0132405,0.3809027,0.1058052,-0.00327729,-0.002573826,0.2818868,0.6947629,0.1804448,0.8208612,15,0,1,0.6666667,0.3333333,4.221111,0.961219,0.5959486,0.0007795254,7.59375e-05,27.33603,0.001485942,1.656741e-08,0.0004937418,0.0002126584,0.009814641,0,0.1,0,7.59375e-05,-0.01145632,0.6244271,1.350652,1.583961,33498,1.119241,297.04,34.82114
11848,1790236511.685,-0.248602,-0.3165804,0.6712546,-0.0294948,-0.3050978,-0.001362392,-0.009166667,-0.1080268,-0.005145236,-0.06131431,-0.07355706,-0.0008294719,-0.007713334,-0.001141491,0.6561294,-0.01878569,-0.005478034,-0.002074484,-0.02108982,0.1799986,-0.06666668,-0.03518683,-0.01402826,0.3442554,0.142589,-0.003097493,-0.002362887,0.2568688,0.6674497,0.2117342,0.7820875,15,0,0.8000001,0.8000001,0,4.246736,0.5181382,0.5896339,0.0007796657,5.0625e-05,27.34302,0.001444141,1.607099e-08,0.0005015403,0.000162919,0.00995217,0.1,0.1,0,5.0625e-05,-0.01035077,0.7372025,1.34446,1.580394,33609,1.119767,383.53,44.48465
11849,1790236514.637,-0.1919348,-0.2350259,0.5171698,-0.0244283,-0.2117057,-0.001173334,-0.005555557,-0.07870175,-0.004101811,-0.01103842,-0.05221361,-0.0006456003,-0.004997778,-0.0009385938,0.5019253,-0.01346176,-0.003640007,-0.001012116,-0.01611696,0.1193986,-0.07777779,-0.02517421,-0.009760803,0.2672528,0.1154117,-0.002242979,-0.001682647,0.2013248,0.5091467,0.1182911,0.6082705,15,0,0.875,0.875,0,6.176476,0.6626738,0.604036,0.0007716406,7.59375e-05,27.35302,0.001470037,1.523834e-08,0.0005091419,0.0001892391,0.01059912,0,0.1,0,7.59375e-05,-0.01214487,0.6619942,1.347162,1.593389,33430,1.12046,328.56,37.94392
11850,1790236517.601,-0.1776702,-0.2183135,0.4758019,-0.02239096,-0.07679053,-0.0009392463,-0.009500002,-0.07477491,-0.003608119,-0.08403232,-0.05108101,-0.0006023545,-0.00761,-0.000982333,0.4676771,-0.01276702,-0.005708174,-0.006163909,-0.01526193,0.04866917,-0.08000001,-0.03378887,-0.009789404,0.2462984,0.0861847,-0.002128417,-0.001742737,0.1820993,0.4540305,0.145489,0.5443065,15,0,1,1,0,2.475807,0.6098976,0.602358,0.0007635021,0.0001139063,27.36325,0.001575578,1.545172e-08,0.0005023982,0.0003096623,0.01364875,0,0.1,0,0.0001139063,-0.01336617,0.5827301,1.384731,1.568383,33288,1.121016,292.65,33.96064
11851,1790236520.683,-0.3445432,-0.4391216,0.9385389,-0.0393154,-0.03176808,-0.001943181,-0.014375,-0.1543756,-0.007144034,-0.05588519,-0.1062845,-0.001205252,-0.0234625,-0.00180252,0.9717214,-0.02379296,-0.01673805,-0.002504842,-0.03046347,0.02731541,-0.04375,-0.05115904,-0.01928557,0.4851002,0.1179016,-0.004365071,-0.00367331,0.357202,0.8832113,0.2774402,1.0625,15,0,1,1,0,2.104746,0.4019649,0.5835544,0.0007770913,0.0001139063,27.37136,0.001428554,1.497022e-08,0.0005030436,0.0001484043,0.01384218,0,0.05,0,0.0001139063,-0.01186259,0.6031773,1.371876,1.699507,32006,1.121598,589.74,67.66407
11852,1790236523.627,-0.298392,-0.3749616,0.7980062,-0.03710926,-0.03844167,-0.001888355,-0.02722222,-0.1397597,-0.006155325,-0.05730592,-0.09640773,-0.001013963,-0.01921778,-0.001639531,0.8301517,-0.02117548,-0.01566862,-0.001593146,-0.02690364,0.02640896,-0.05555556,-0.04683452,-0.0176856,0.4089686,0.08800896,-0.00371259,-0.003174102,0.2985261,0.7282599,0.1964714,0.88606,15,0,1,1,0,3.249691,0.8688743,0.6279064,0.0007680639,0.0001139063,27.38118,0.00145421,1.456349e-08,0.0005093967,0.0001767346,0.01236377,0,0.05,0,0.0001139063,-0.01364408,0.5789938,1.370789,1.561435,33525,1.122236,697.28,79.36075
11853,1790236526.597,-0.4601626,-0.5763742,1.251311,-0.05626491,-0.01392468,-0.002391669,-0.011,-0.2113308,-0.009695282,-0.0653116,-0.1473218,-0.001611809,-0.03742,-0.002638877,1.330023,-0.03318899,-0.02807117,-0.001684092,-0.04046335,0.008904239,-0.02,-0.07116773,-0.02564986,0.6498464,0.1022646,-0.005996682,-0.005066463,0.481518,1.137644,0.3643461,1.389024,15,0,1,1,0,2.640798,0.3911918,0.6160327,0.0007630394,0.0001139063,27.3928,0.001418267,1.435986e-08,0.0005068518,0.000148361,0.01307074,0,0.05,0,0.0001139063,-0.0135503,0.5915833,1.36555,1.588415,33278,1.123001,727.6,84.03736
11854,1790236529.551,-0.2739199,-0.3509683,0.7374055,-0.03396023,-0.2251656,-0.001328081,-0.0235,-0.127643,-0.005572152,-0.009015642,-0.08661159,-0.0009175843,-0.017698,-0.001456709,0.754666,-0.01909752,-0.01240616,-0.003351888,-0.02320446,0.1266289,-0.06,-0.03768647,-0.01516855,0.3799548,0.09542146,-0.003447184,-0.002816797,0.2813482,0.7336175,0.193324,0.8351054,15,0,0.8571429,0.7142857,0.1428572,4.406016,0.7023057,0.6081707,0.0007261488,0.0001139063,27.40438,0.001388246,1.395518e-08,0.0005128764,0.0001492065,0.01273897,0,0.05,0,0.0001139063,-0.01325714,0.6136622,1.362801,1.578205,33425,1.12365,715.34,83.46297
11855,1790236532.506,-0.267031,-0.3400207,0.7200055,-0.03099316,-0.026842,-0.001113741,-0.023,-0.1214448,-0.005295525,-0.04541672,-0.08412706,-0.0009304874,-0.01837,-0.001426499,0.7458315,-0.01863857,-0.01375817,-0.007874235,-0.02380277,0.02339647,-0.06,-0.04315498,-0.01550976,0.3717149,0.07973492,-0.003397999,-0.002851122,0.2756328,0.6468701,0.2067731,0.7921676,15,0,1,1,0,3.047658,0.3044664,0.5875567,0.0007235081,0.0001139063,27.4143,0.001401948,1.382288e-08,0.0005271163,0.0001513099,0.01204603,0,0.05,0,0.0001139063,-0.01377245,0.7168117,1.369265,1.57522,33385,1.124289,564.1,64.14486
11856,1790236535.472,-0.3379593,-0.4339523,0.9168409,-0.04041278,-0.02330335,-0.001683972,-0.01055556,-0.148816,-0.007030115,-0.09033566,-0.1046027,-0.001181185,-0.02066889,-0.002000646,0.9458417,-0.02391282,-0.01548108,-0.002030147,-0.03095818,0.02024978,-0.04444445,-0.06006275,-0.0203815,0.4695067,0.1216183,-0.004114838,-0.003410296,0.3460148,0.8472582,0.2364623,1.031232,15,0,1,1,0,2.175221,0.4197114,0.5712786,0.0007497231,0.0001139063,27.42336,0.001440367,1.364755e-08,0.0005184657,0.0001721645,0.01289237,0,0.05,0,0.0001139063,-0.013887,0.6997247,1.371752,1.584055,33257,1.124779,544.04,62.3155
11857,1790236538.455,-0.2275061,-0.2894939,0.6096606,-0.02694144,-0.03513934,-0.001225068,-0.008125002,-0.09808304,-0.004692894,-0.01960788,-0.06769064,-0.0007833902,-0.01205125,-0.001226844,0.6191393,-0.01639522,-0.0087207,-0.0008502383,-0.02005194,0.03358985,-0.06875001,-0.03429913,-0.01277534,0.3155465,0.09695542,-0.002821655,-0.00233089,0.2310904,0.579145,0.1524346,0.6989195,15,0,1,0.9090909,0.09090909,3.880222,0.3881766,0.5766653,0.0007367613,0.0001139063,27.43152,0.001409735,1.333622e-08,0.0005426709,0.0001302891,0.01387037,0,0.05,0,0.0001139063,-0.01041999,0.8141298,1.386234,1.584837,33087,1.12535,450.22,52.75229
11858,1790236541.421,-0.3037367,-0.3813722,0.8130056,-0.04310913,-0.4816331,-0.002975387,-0.008,-0.127308,-0.006315194,-0.02306215,-0.08148705,-0.0009847585,-0.006207998,-0.00116876,0.8043756,-0.02224872,-0.004621691,0,-0.02590321,0.2561142,-0.06,-0.04506676,-0.01442647,0.4064305,0.1916122,-0.003722582,-0.002865382,0.3124987,0.7978544,0.1674514,0.9651241,15,0,0.75,0.75,0,1.665706,0.4192657,0.5498718,0.0007489138,0.0001139063,27.44142,0.001488981,1.386266e-08,0.0005617833,0.0001782698,0.01323473,0,0.05,0,0.0001139063,-0.01069759,0.951999,1.384518,1.570783,33263,1.126027,461.91,53.51784
11859,1790236544.517,-0.2536802,-0.315623,0.6693579,-0.03077434,-0.1476969,-0.001107834,-0.03558824,-0.1137108,-0.005290651,-0.02762217,-0.07678233,-0.0008390306,-0.01478,-0.001274155,0.6826407,-0.01739664,-0.01100918,-0.0005702197,-0.02093678,0.08184052,-0.07058825,-0.03917028,-0.0126344,0.3456765,0.09280367,-0.003005408,-0.002523879,0.2600945,0.6468408,0.1700601,0.7650036,15,0,1,0.9166667,0.08333334,3.281481,0.5948309,0.5999944,0.0007526748,0.0001139063,27.45261,0.001546782,1.353447e-08,0.0005873162,0.0002067771,0.01376461,0,0.05,0,0.0001139063,-0.008874605,0.9753194,1.376661,1.709087,31857,1.12676,452.2,51.71968
11860,1790236547.476,-0.2635018,-0.3262797,0.6930053,-0.03097297,-0.04068596,-0.0009586673,-0.019375,-0.1179117,-0.005229303,-0.02853231,-0.08124103,-0.0008903446,-0.019155,-0.001303267,0.7240502,-0.01752479,-0.01520584,-0.001141557,-0.02162635,0.02921336,-0.05,-0.04374017,-0.01488671,0.3605323,0.06723513,-0.003206296,-0.002769117,0.2617025,0.6733524,0.1846573,0.7723054,15,0,0.8000001,0.8000001,0,2.430164,0.4309708,0.5270065,0.0007719191,7.59375e-05,27.46404,0.001541873,1.341245e-08,0.0006080124,0.0001619284,0.01353482,0.05,0.05,0,7.59375e-05,-0.009242878,0.9081761,1.370464,1.577225,33349,1.127378,454.23,52.81432
11861,1790236550.543,-0.2622493,-0.3323575,0.6958544,-0.03448486,-0.1852946,-0.001238577,-0.014,-0.1217436,-0.005462591,-0.02858292,-0.08164532,-0.0008772006,-0.01651,-0.001410713,0.7096004,-0.0181717,-0.01292752,-0.001105053,-0.022025,0.1189198,-0.07000001,-0.03926176,-0.01442339,0.3569077,0.0828854,-0.003199392,-0.002668076,0.2669366,0.6677851,0.1896542,0.7896807,15,0,1,0.8571429,0.1428572,3.377347,0.8523883,0.6492724,0.0007622252,7.59375e-05,27.47404,0.001556749,1.346011e-08,0.0006587199,0.0001357906,0.01350763,0.05,0.1,0,7.59375e-05,-0.01051668,0.9322433,1.381586,1.674872,32162,1.128063,573.08,65.90113
11862,1790236553.522,-0.2371746,-0.301002,0.6380047,-0.02739438,-0.04538388,-0.001135749,-0.006666667,-0.1037041,-0.004858709,-0.02732214,-0.07052939,-0.0008103379,-0.01562667,-0.001302235,0.6696472,-0.01652835,-0.01200677,-0.001459675,-0.02176259,0.03365099,-0.06666668,-0.03704288,-0.01094137,0.3299629,0.07724877,-0.002849458,-0.00255383,0.2373365,0.5914173,0.1915374,0.7289207,15,0,1,1,0,6.394365,0.5866723,0.6198551,0.0007595313,7.59375e-05,27.4836,0.001651714,1.368106e-08,0.0007112896,0.0001808793,0.008979075,0,0.05,0,7.59375e-05,-0.01082022,0.7476783,1.38871,1.578536,33129,1.128619,573.3,65.73074
11863,1790236556.453,-0.2268302,-0.2810145,0.5978216,-0.02683568,-0.418503,-0.001074297,-0.02227273,-0.09468634,-0.004637743,-0.01265655,-0.06218682,-0.0007165614,-0.003903637,-0.001130389,0.5747356,-0.01677866,-0.002826137,-0.0009268952,-0.01715784,0.2389327,-0.07272728,-0.02715104,-0.01101535,0.3029386,0.1435952,-0.002646379,-0.001949367,0.234111,0.6016958,0.1197492,0.7069652,15,0,0.8000001,0.6,0.2,3.405577,0.5221702,0.5939199,0.0007533638,0.0001139063,27.4954,0.001713352,1.413101e-08,0.0007683372,0.000191637,0.01421333,0,0.1,0,0.0001139063,-0.009965817,0.8955664,1.351287,1.567922,33674,1.129485,495.69,55.99455
11864,1790236559.387,-0.3925603,-0.4967586,1.0526,-0.04805393,-0.04975478,-0.00276867,-0.03136364,-0.1713306,-0.008379198,-0.160397,-0.1188349,-0.001341042,-0.01956546,-0.002043051,1.075982,-0.02908977,-0.01489992,-0.001967309,-0.03633358,0.03068359,-0.03636364,-0.07157587,-0.02279512,0.5366019,0.1671046,-0.004842388,-0.003934716,0.3983278,0.9848384,0.2865663,1.191837,15,0,1,1,0,6.969991,0.6587717,0.617473,0.0007455299,0.0001139063,27.51011,0.001666449,1.450534e-08,0.0007899669,0.0001309382,0.01519307,0.05,0.1,0,0.0001139063,-0.01006887,0.8374493,1.337807,1.584852,33635,1.130387,524.02,59.61359
11865,1790236562.351,-0.2827515,-0.3611029,0.7486557,-0.03498042,-0.2482274,-0.001099308,-0.0155,-0.123532,-0.005984818,-0.02741325,-0.08227935,-0.0009316391,-0.014376,-0.001361926,0.7578358,-0.02012515,-0.0103682,-0.0006020977,-0.02297038,0.1231914,-0.06,-0.04126468,-0.01396198,0.3855656,0.1196916,-0.003385266,-0.002775908,0.2885582,0.719104,0.1933039,0.8478996,15,0,0.8571429,0.8571429,0,3.625186,0.5666654,0.6025323,0.0007412742,0.0001139063,27.5217,0.001694762,1.39372e-08,0.0008357847,0.0001176897,0.01374743,0,0.05,0,0.0001139063,-0.01106006,0.7470412,1.374125,1.579265,33285,1.130985,525.09,59.96194
11866,1790236565.299,-0.1718087,-0.2203594,0.4557027,-0.01885634,-0.03214876,-0.000379741,-0.002,-0.0725279,-0.003753419,-0.002176553,-0.04929465,-0.0005820107,-0.008744001,-0.0009413545,0.4633031,-0.01141266,-0.00685417,-0.000478046,-0.01462447,0.02990383,-0.08000001,-0.02314337,-0.007994479,0.2398872,0.06852343,-0.001943438,-0.001587618,0.1732072,0.4298457,0.1501522,0.5286127,15,0,1,1,0,10.53494,1.052313,0.6338224,0.0007384676,0.0001139063,27.53012,0.001716884,1.469973e-08,0.0008906975,8.770476e-05,0.01143211,0,0.05,0,0.0001139063,-0.0121045,0.7071904,1.370437,1.566757,33468,1.131499,484.91,55.51861
11867,1790236568.369,-0.3649963,-0.4721938,0.9732937,-0.04734851,-0.04447242,-0.001983688,-0.01428572,-0.1690513,-0.007476827,-0.09509037,-0.1167778,-0.001222469,-0.02336857,-0.002254276,1.004016,-0.02524869,-0.01896417,-0.002375625,-0.03379496,0.02350406,-0.04285715,-0.06667884,-0.02221171,0.494122,0.1121806,-0.004519219,-0.003843624,0.3679053,0.8859143,0.2846732,1.075972,15,0,1,0.6666667,0.3333333,9.108881,0.8461487,0.6700079,0.0007448086,7.59375e-05,27.54015,0.001750808,1.488947e-08,0.0009291604,7.682397e-05,0.01674804,0.1,0.1,0,7.59375e-05,-0.01234217,0.6377874,1.375621,1.682677,32143,1.132154,515.79,58.76388
11868,1790236571.348,-0.2185958,-0.2802104,0.5830027,-0.0323939,-0.2624315,-0.001483319,-0.0025,-0.09532964,-0.004524147,-0.04463056,-0.06452738,-0.0007251131,-0.007529999,-0.001000563,0.5806028,-0.0157022,-0.005215123,-0.0002656406,-0.01965374,0.1305763,-0.08333334,-0.04035929,-0.0135638,0.2957675,0.1149578,-0.002680237,-0.002106008,0.2157547,0.5838143,0.1447391,0.6709773,15,0,1,1,0,7.108089,0.8673347,0.7160931,0.0007444163,0.0001139063,27.54876,0.001868814,1.456021e-08,0.0009944263,0.0001299572,0.01163478,0,0.1,0,0.0001139063,-0.01222027,0.6454813,1.382908,1.586253,33108,1.132748,511.54,58.14434
