step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm
162,0.26673,1.35956,0.0699885,0.348223,0.110861,8.7094
163,0.26671,1.34741,0.0701985,0.347924,0.11075,8.70335
164,0.266681,1.33647,0.0704176,0.347681,0.110654,8.69764
165,0.266645,1.32648,0.0706438,0.347494,0.110574,8.69479
166,0.2666,1.31804,0.0708752,0.34738,0.110512,8.693
167,0.266548,1.31105,0.0711094,0.347324,0.110461,8.69292
168,0.266488,1.30491,0.0713441,0.347334,0.110423,8.69434
169,0.266424,1.2998,0.0715772,0.347388,0.110415,8.69646
170,0.266356,1.29528,0.0718069,0.347476,0.110426,8.69905
171,0.266286,1.29135,0.0720314,0.347583,0.110456,8.70212
172,0.266218,1.2874,0.0722487,0.347697,0.110501,8.70501
173,0.266152,1.28329,0.0724571,0.347795,0.110563,8.70766
174,0.26609,1.27901,0.072655,0.347879,0.110639,8.70901
175,0.266034,1.27472,0.0728414,0.347937,0.110718,8.70983
176,0.265986,1.27026,0.0730149,0.347963,0.110797,8.71011
177,0.265945,1.26563,0.0731744,0.347955,0.11087,8.70923
178,0.265913,1.26083,0.0733188,0.34791,0.110933,8.70744
179,0.265889,1.2557,0.0734471,0.347829,0.110989,8.70481
180,0.265873,1.2507,0.0735585,0.34772,0.111038,8.70143
181,0.265865,1.24568,0.0736523,0.34758,0.111069,8.69751
182,0.265863,1.24096,0.0737279,0.347432,0.11109,8.69349
183,0.265868,1.23686,0.0737851,0.347275,0.111097,8.68973
184,0.265878,1.23337,0.0738233,0.347113,0.111087,8.68376
185,0.265893,1.22972,0.0738416,0.346944,0.111075,8.68099
186,0.265911,1.22669,0.0738413,0.346785,0.11106,8.67713
187,0.26593,1.22445,0.0738232,0.346653,0.111031,8.67441
188,0.265948,1.22349,0.0737883,0.346562,0.110991,8.67299
189,0.265966,1.22381,0.0737376,0.346513,0.110942,8.67252
190,0.265983,1.22541,0.0736721,0.346513,0.110891,8.67302
191,0.265999,1.2286,0.0735923,0.346555,0.110843,8.67496
192,0.266015,1.23321,0.0734991,0.346634,0.1108,8.67786
193,0.266031,1.23875,0.0733933,0.346746,0.110765,8.6812
194,0.266047,1.24474,0.0732762,0.346883,0.110745,8.6853
195,0.266062,1.25164,0.0731492,0.347041,0.110736,8.68972
196,0.266079,1.25912,0.0730133,0.347212,0.110736,8.69424
197,0.266098,1.26687,0.0728699,0.347386,0.110744,8.69872
198,0.266117,1.27472,0.0727205,0.347561,0.110758,8.70309
199,0.266139,1.28253,0.0725664,0.347728,0.110776,8.70717
200,0.266163,1.29013,0.0724089,0.347885,0.110795,8.71082
201,0.266187,1.29709,0.0722492,0.348032,0.110818,8.71405
202,0.266213,1.30326,0.0720885,0.348143,0.110843,8.71667
203,0.266241,1.3094,0.0719291,0.34825,0.110863,8.71901
204,0.266271,1.31507,0.0717722,0.348339,0.110877,8.72082
205,0.266302,1.32042,0.0716191,0.348407,0.110885,8.7222
206,0.266333,1.32515,0.0714708,0.348459,0.110888,8.72342
207,0.266365,1.32957,0.0713286,0.348497,0.110883,8.72406
208,0.266396,1.33369,0.0711937,0.348522,0.110879,8.72458
209,0.266427,1.33764,0.0710672,0.34854,0.110865,8.72484
210,0.266456,1.341,0.0709498,0.348552,0.110848,8.72516
211,0.266483,1.34407,0.0708421,0.348558,0.110827,8.7178
212,0.266505,1.34668,0.0707449,0.348571,0.110804,8.72547
213,0.266525,1.34915,0.0706591,0.34859,0.110784,8.72591
214,0.266541,1.35118,0.0705848,0.348612,0.110762,8.72622
215,0.266553,1.35277,0.0705227,0.348634,0.110741,8.72724
216,0.26656,1.35407,0.0704732,0.348661,0.110724,8.72806
217,0.266564,1.3548,0.0704365,0.348693,0.110711,8.72893
218,0.266564,1.35537,0.0704127,0.348728,0.110701,8.7299
219,0.266562,1.35581,0.0704012,0.348758,0.110695,8.73048
220,0.266558,1.35566,0.0704012,0.348779,0.110694,8.7307
221,0.266553,1.35537,0.0704126,0.348794,0.110701,8.7304
222,0.266549,1.35566,0.0704366,0.348806,0.110707,8.73157
223,0.266543,1.35581,0.0704708,0.348811,0.110706,8.73044
224,0.266535,1.35509,0.0705142,0.348805,0.11071,8.73044
225,0.266526,1.35379,0.0705669,0.348792,0.110719,8.73054
226,0.266514,1.35205,0.0706283,0.34877,0.110729,8.72974
227,0.266501,1.34959,0.0706978,0.348736,0.11074,8.72872
228,0.266486,1.34639,0.0707747,0.348696,0.110752,8.72752
229,0.266469,1.34261,0.0708582,0.348647,0.110764,8.72624
230,0.266451,1.33881,0.0709479,0.348597,0.110773,8.72482
231,0.266432,1.33472,0.0710428,0.348543,0.110779,8.72341
232,0.266412,1.33075,0.0711422,0.348487,0.110781,8.72183
233,0.266392,1.32663,0.0712451,0.348428,0.110783,8.72031
234,0.266372,1.32249,0.0713506,0.348368,0.110783,8.71875
235,0.266352,1.31849,0.0714576,0.348303,0.110783,8.71714
236,0.266332,1.31448,0.0715653,0.348239,0.110783,8.71549
237,0.266312,1.31045,0.0716726,0.348174,0.110785,8.71394
238,0.266293,1.30671,0.0717786,0.348112,0.110787,8.71237
239,0.266273,1.30296,0.0718824,0.348052,0.110791,8.71085
240,0.266255,1.29935,0.0719829,0.347992,0.110795,8.70936
241,0.266236,1.29573,0.0720794,0.347932,0.110801,8.70791
242,0.266219,1.29225,0.0721712,0.347877,0.110807,8.70655
243,0.266202,1.28892,0.0722576,0.347834,0.110814,8.70532
244,0.266185,1.28573,0.0723379,0.347774,0.110818,8.70405
245,0.26617,1.28283,0.0724114,0.34773,0.110822,8.70308
246,0.266157,1.28039,0.0724779,0.347692,0.110828,8.70214
247,0.266146,1.27825,0.0725369,0.347652,0.110832,8.70123
248,0.266136,1.27641,0.0725878,0.347617,0.110836,8.69994
249,0.266129,1.27503,0.07263,0.347586,0.110841,8.6994
250,0.266124,1.2738,0.0726628,0.347558,0.110845,8.69951
251,0.26612,1.27303,0.0726864,0.347531,0.11085,8.69842
252,0.266119,1.27257,0.0727016,0.34751,0.110853,8.69761
253,0.26612,1.27288,0.0727094,0.347495,0.110853,8.69845
254,0.266123,1.27334,0.0727091,0.347483,0.110851,8.69628
255,0.266127,1.27349,0.0727,0.34747,0.11085,8.6972
256,0.26613,1.27334,0.0726821,0.347459,0.110857,8.69685
257,0.266134,1.27334,0.0726567,0.347458,0.110861,8.69701
258,0.266138,1.27365,0.0726248,0.347468,0.110859,8.69752
259,0.266142,1.27457,0.0725873,0.34749,0.110853,8.69836
260,0.266147,1.27595,0.0725444,0.347525,0.110842,8.6996
261,0.266153,1.27779,0.0724969,0.347568,0.110832,8.70083
262,0.266161,1.28024,0.0724449,0.347619,0.110823,8.70218
263,0.266169,1.28283,0.0723888,0.34767,0.110816,8.70353
264,0.266179,1.28557,0.0723292,0.347725,0.110813,8.70494
265,0.266189,1.28831,0.072267,0.347782,0.110814,8.70637
266,0.266199,1.29119,0.0722025,0.347837,0.110815,8.70778
267,0.26621,1.29407,0.0721367,0.347894,0.110817,8.70917
268,0.266222,1.29694,0.0720701,0.347949,0.11082,8.71055
269,0.266234,1.2995,0.0720033,0.348002,0.110822,8.71184
270,0.266246,1.30206,0.071937,0.34805,0.110823,8.71302
271,0.266259,1.30461,0.0718716,0.348096,0.110824,8.71413
272,0.266272,1.30701,0.0718077,0.34814,0.110824,8.71516
273,0.266285,1.30911,0.0717456,0.348176,0.110823,8.71604
274,0.266297,1.3112,0.071686,0.348211,0.110822,8.7168
275,0.266309,1.31314,0.0716292,0.348244,0.110819,8.71758
276,0.266321,1.31507,0.0715756,0.348275,0.110816,8.71826
277,0.266333,1.31656,0.0715251,0.348298,0.110813,8.71879
278,0.266344,1.3179,0.0714784,0.348316,0.11081,8.71913
279,0.266354,1.31923,0.0714353,0.348331,0.110806,8.71941
280,0.266364,1.32027,0.0713964,0.348343,0.110801,8.71968
281,0.266371,1.32101,0.0713622,0.348355,0.110797,8.71995
282,0.266378,1.3216,0.0713325,0.348369,0.11079,8.72027
283,0.266383,1.32234,0.0713075,0.34838,0.110785,8.72049
284,0.266387,1.32264,0.0712871,0.348387,0.11078,8.72081
285,0.26639,1.32279,0.0712714,0.348392,0.110777,8.72081
286,0.266392,1.32293,0.0712603,0.348393,0.110774,8.72071
287,0.266394,1.32323,0.0712535,0.348391,0.110773,8.72058
288,0.266396,1.32323,0.0712508,0.348385,0.110772,8.72019
289,0.266397,1.32353,0.0712523,0.348376,0.110774,8.71912
290,0.266399,1.32426,0.0712587,0.348369,0.110771,8.71952
291,0.266401,1.325,0.0712701,0.34836,0.110764,8.71956
292,0.266401,1.32589,0.0712856,0.348348,0.110759,8.7194
293,0.266401,1.32648,0.0713045,0.348333,0.110758,8.71898
294,0.266399,1.32648,0.0713259,0.34831,0.110761,8.71828
295,0.266396,1.32589,0.0713496,0.348283,0.110768,8.7174
296,0.26639,1.32441,0.0713755,0.34825,0.110779,8.71651
297,0.266384,1.32279,0.0714034,0.348218,0.110789,8.71556
298,0.266376,1.32057,0.0714327,0.348178,0.110797,8.71426
299,0.266367,1.31804,0.0714631,0.348138,0.110806,8.71324
300,0.266358,1.31552,0.0714946,0.348102,0.110811,8.71248
301,0.266349,1.31328,0.0715273,0.34807,0.110811,8.71177
302,0.26634,1.3112,0.0715606,0.348045,0.110809,8.71132
303,0.266331,1.30911,0.0715941,0.34802,0.110805,8.71077
304,0.266323,1.30731,0.0716277,0.347998,0.110803,8.71063
305,0.266315,1.30611,0.0716614,0.347983,0.110798,8.71029
306,0.266309,1.30566,0.0716948,0.347978,0.110792,8.71063
307,0.266304,1.30551,0.0717271,0.347977,0.110784,8.71077
308,0.266299,1.30551,0.0717581,0.347979,0.110779,8.71085
309,0.266294,1.30551,0.0717873,0.347983,0.110778,8.71086
310,0.266289,1.30551,0.0718149,0.347986,0.110782,8.71083
311,0.266285,1.30521,0.0718408,0.347988,0.110789,8.71078
312,0.26628,1.30476,0.071865,0.347983,0.110796,8.71047
313,0.266276,1.30416,0.0718876,0.347974,0.110805,8.71003
314,0.266273,1.30341,0.0719088,0.347964,0.110813,8.70956
315,0.266269,1.30266,0.0719284,0.347951,0.11082,8.7091
316,0.266266,1.30191,0.0719463,0.347938,0.110824,8.70863
317,0.266264,1.30131,0.0719626,0.347924,0.110828,8.70826
318,0.266262,1.30086,0.0719772,0.347911,0.110827,8.70784
319,0.266261,1.30071,0.0719902,0.347899,0.110825,8.70745
320,0.266261,1.30071,0.0720019,0.347892,0.110823,8.70724
321,0.266261,1.30056,0.0720118,0.347883,0.11082,8.70831
322,0.26626,1.29996,0.0720195,0.347871,0.110821,8.70638
323,0.26626,1.2995,0.0720256,0.347863,0.110821,8.70734
324,0.266258,1.2983,0.0720281,0.347853,0.110824,8.70723
325,0.266256,1.29709,0.0720278,0.347846,0.110831,8.70687
326,0.266255,1.29634,0.0720253,0.347847,0.110832,8.70711
327,0.266254,1.29573,0.0720205,0.347854,0.110828,8.70743
328,0.266254,1.29573,0.0720136,0.347866,0.110824,8.70766
329,0.266256,1.29588,0.0720043,0.347878,0.110818,8.70801
330,0.266257,1.29619,0.0719927,0.34789,0.110813,8.70829
331,0.266259,1.29649,0.0719791,0.347901,0.11081,8.70861
332,0.266261,1.29694,0.0719638,0.347912,0.110808,8.7089
333,0.266264,1.29754,0.0719471,0.347925,0.110807,8.70926
334,0.266266,1.29815,0.0719291,0.347938,0.110806,8.70964
335,0.266268,1.29875,0.0719102,0.347951,0.110805,8.70997
336,0.266271,1.2995,0.0718906,0.347964,0.110804,8.71029
337,0.266273,1.30026,0.0718704,0.347976,0.110803,8.71061
338,0.266276,1.30101,0.0718499,0.347988,0.110803,8.7109
339,0.266279,1.30176,0.0718293,0.347999,0.110803,8.71113
340,0.266282,1.30251,0.0718088,0.348008,0.110804,8.71132
341,0.266284,1.30326,0.0717885,0.348014,0.110804,8.71148
342,0.266288,1.30401,0.0717687,0.34802,0.110805,8.71152
343,0.266291,1.30461,0.0717494,0.348022,0.110806,8.71155
344,0.266294,1.30521,0.0717307,0.348022,0.110808,8.71149
345,0.266298,1.30581,0.0717129,0.348019,0.110809,8.71137
346,0.266301,1.30641,0.0716959,0.348016,0.110809,8.71122
347,0.266305,1.30701,0.0716799,0.348009,0.11081,8.71102
348,0.266309,1.30761,0.0716648,0.348004,0.11081,8.71085
349,0.266313,1.30806,0.0716507,0.347997,0.11081,8.71066
350,0.266317,1.30851,0.0716377,0.347988,0.11081,8.71038
351,0.26632,1.30881,0.0716258,0.347977,0.11081,8.71009
352,0.266324,1.30911,0.0716149,0.347966,0.110809,8.7098
353,0.266327,1.30911,0.071605,0.347952,0.110808,8.70939
354,0.26633,1.30911,0.0715963,0.347939,0.110807,8.70904
355,0.266333,1.30911,0.0715886,0.347925,0.110805,8.70871
356,0.266336,1.3094,0.0715823,0.347916,0.110803,8.70865
357,0.266339,1.31,0.0715775,0.347916,0.110798,8.70865
358,0.266341,1.31045,0.0715741,0.34792,0.110793,8.70884
359,0.266343,1.31105,0.0715719,0.347928,0.110788,8.70937
360,0.266344,1.31164,0.071571,0.347938,0.110785,8.70965
361,0.266345,1.31209,0.0715711,0.347949,0.110785,8.70994
362,0.266345,1.31224,0.071572,0.347959,0.110786,8.71023
363,0.266345,1.31239,0.0715738,0.347969,0.110788,8.71043
364,0.266345,1.31239,0.0715763,0.347977,0.110791,8.71063
365,0.266344,1.31239,0.0715795,0.347984,0.110794,8.71076
366,0.266344,1.31269,0.0715841,0.347995,0.110796,8.71003
367,0.266344,1.31343,0.0715906,0.348006,0.110792,8.71198
368,0.266344,1.31403,0.0715981,0.348016,0.110789,8.71216
369,0.266343,1.31418,0.0716062,0.348022,0.110788,8.7106
370,0.266341,1.31403,0.0716154,0.348026,0.11079,8.7107
371,0.266338,1.31373,0.0716254,0.348028,0.110794,8.71057
372,0.266335,1.31328,0.0716369,0.348028,0.110799,8.71053
373,0.266332,1.31284,0.0716495,0.348026,0.110802,8.71052
374,0.26633,1.31239,0.0716628,0.348022,0.110804,8.71046
375,0.266327,1.31179,0.0716764,0.348017,0.110805,8.71184
376,0.266324,1.31105,0.0716901,0.348009,0.110809,8.71165
377,0.266321,1.3103,0.0717036,0.348001,0.110812,8.71139
378,0.266319,1.30955,0.071717,0.347993,0.110814,8.7111
379,0.266317,1.30881,0.0717302,0.347983,0.110815,8.71082
380,0.266315,1.30806,0.071743,0.347973,0.110816,8.71052
381,0.266314,1.30731,0.0717553,0.347962,0.110816,8.71022
382,0.266313,1.30686,0.0717676,0.347954,0.110815,8.70895
383,0.266311,1.30671,0.0717806,0.347956,0.110809,8.70929
384,0.26631,1.30656,0.0717939,0.347962,0.110801,8.70966
385,0.266308,1.30656,0.0718071,0.347973,0.110794,8.71004
386,0.266305,1.30641,0.0718198,0.347987,0.110789,8.71025
387,0.266302,1.30581,0.0718316,0.348002,0.110791,8.71065
388,0.266298,1.30566,0.0718431,0.348021,0.110794,8.71111
389,0.266295,1.30536,0.0718542,0.348042,0.110796,8.71158
390,0.266292,1.30521,0.0718648,0.34806,0.110798,8.71198
391,0.266289,1.30506,0.0718749,0.348077,0.110801,8.71233
392,0.266286,1.30461,0.0718835,0.348088,0.110805,8.71234
393,0.266283,1.30401,0.0718907,0.348097,0.110811,8.71244
394,0.266281,1.30341,0.0718966,0.348102,0.110815,8.71373
395,0.266278,1.30266,0.0719005,0.348104,0.110818,8.71339
396,0.266276,1.30191,0.0719025,0.348103,0.110824,8.71335
397,0.266274,1.30116,0.071903,0.348103,0.110827,8.71341
398,0.266273,1.30056,0.0719021,0.348099,0.110827,8.71332
399,0.266272,1.30011,0.0718998,0.348095,0.110824,8.71321
400,0.266272,1.29996,0.0718962,0.348091,0.110822,8.71307
401,0.266274,1.2998,0.0718908,0.348082,0.110819,8.71278
402,0.266276,1.2998,0.0718838,0.34807,0.110817,8.71227
403,0.266278,1.29996,0.0718753,0.348056,0.110816,8.71202
404,0.266281,1.30011,0.0718656,0.348043,0.110815,8.71167
405,0.266284,1.30041,0.0718546,0.34803,0.110813,8.71134
406,0.266286,1.30056,0.0718428,0.348016,0.110811,8.71089
407,0.266289,1.30101,0.0718302,0.348005,0.110809,8.71075
408,0.266291,1.30161,0.0718171,0.347997,0.110807,8.71057
409,0.266293,1.30221,0.0718034,0.347989,0.110804,8.7104
410,0.266296,1.30281,0.0717894,0.347982,0.110802,8.71026
411,0.266297,1.30341,0.0717752,0.347977,0.110801,8.71012
412,0.2663,1.30401,0.071761,0.34797,0.1108,8.70997
413,0.266301,1.30461,0.0717468,0.347964,0.1108,8.70984
414,0.266303,1.30521,0.0717329,0.34796,0.1108,8.70972
415,0.266305,1.30581,0.0717192,0.347955,0.1108,8.7096
416,0.266307,1.30626,0.071706,0.347951,0.110801,8.7095
417,0.266309,1.30686,0.0716932,0.347946,0.110803,8.70937
418,0.266311,1.30731,0.0716809,0.347939,0.110804,8.7092
419,0.266313,1.30776,0.0716693,0.347932,0.110805,8.70899
420,0.266315,1.30821,0.0716583,0.347924,0.110807,8.70878
