step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
4000,1789983766.456,-0.003714896,-0.004658802,0.03599999,-0.0003739784,-4.281533e-05,0,-0.001342357,-0.0003490177,0,-0.001204625,-5.200211e-05,-0.00123,-4.861653e-05,0.04215001,-0.0003632357,-0.001345495,0,-0.0007813009,-0.0005890804,-0.0006639556,0.01960722,0,-0.000122606,-0.000114057,0.02024187,0.04310548,0.04517438,8.986497e-05,0,14.46529,9.584423e-05,1.584608e-07,2.51538e-07,5.56926e-06,0.07383115,1,0,0.05435512,0,0.010789,0.03243472,1.01605,1.469744,39546,0.5529418,13.09,2.065348
4001,1789983768.875,-0.006852405,-0.009462407,0.07199996,-0.0008529813,-8.927899e-05,0,-0.002025237,-0.0007067699,0,-0.002167704,-0.0001009773,-0.001075,-0.0001015376,0.08332498,-0.000767548,-0.001187366,0,-0.001699033,-0.001264503,-0.0009959515,0.03846355,0.01086834,-0.0002656812,-0.0001625939,0.03998198,0.0838619,0.08608936,8.420645e-05,0,14.46529,8.910809e-05,3.013399e-07,3.549915e-07,4.245298e-06,0.0935411,1,0,0.06457053,0,0.01351328,0.02706148,0.9088874,1.476603,41209,0.5529418,38.09,6.045519
4002,1789983771.258,-0.01050441,-0.0142071,0.1079999,-0.001416664,-6.865403e-05,0,-0.004431481,-0.0008748089,0,-0.004443403,-0.0001453876,-0.00276,-0.0001386472,0.1270999,-0.001362439,-0.003897933,0,-0.003105227,-0.001346133,-0.001301578,0.05736569,0,-0.0003906876,-0.0003138889,0.05913087,0.120612,0.1344922,7.55099e-05,0,14.46529,7.91859e-05,1.401005e-07,2.936175e-07,3.242277e-06,0.06119778,1,0,0.05430814,0,0.001713936,0.03824992,0.9014728,1.475515,41356,0.5529418,60,9.649909
4003,1789983773.662,-0.01273402,-0.01862177,0.1439999,-0.001321439,-0.0001062153,0,-0.003661552,-0.001216585,0,-0.003512573,-0.0001999729,-0.001895,-8.649306e-05,0.1765624,-0.00138297,-0.002139668,0,-0.003078115,-0.002903958,-0.001033162,0.07683074,0.02166993,-0.0005247651,-0.0002767486,0.07928084,0.1683303,0.1818516,6.79515e-05,0,14.46529,7.181906e-05,6.607284e-08,7.682402e-08,3.724662e-06,0.05657054,1,0,0.06908035,0,0.0003372165,0.03474534,0.9031603,1.494369,41002,0.5529418,85.37,13.78992
4004,1789983776.032,-0.01687114,-0.02300353,0.1799999,-0.00191833,-0.0001068203,0,-0.007236896,-0.001417537,-1.892447e-05,-0.006861875,-0.0002535901,-0.004102858,-0.0001170539,0.2199427,-0.001837168,-0.004977174,-0.0001998392,-0.004954068,-0.003772164,-0.003275945,0.09427957,0.007700027,-0.0006654343,-0.0004732519,0.09960781,0.2076468,0.2249832,6.941691e-05,0,14.46529,7.367989e-05,8.454045e-08,6.381813e-08,4.114621e-06,0.06331486,1,0,0.05636204,0,0.0001386692,0.03395644,0.9128537,1.450009,41603,0.5529418,110.43,17.51942
4005,1789983778.451,-0.01933664,-0.0277761,0.2159999,-0.002423873,-0.0001218781,0,-0.006071108,-0.00180504,0,-0.005858397,-0.0003012945,-0.002833334,-0.0001192645,0.2644915,-0.002134704,-0.003367743,-6.16435e-06,-0.004846579,-0.003433275,-0.002487008,0.1151802,0.03260624,-0.0007936351,-0.0004382964,0.1189581,0.2476732,0.2717855,6.350061e-05,0,14.46529,6.706714e-05,3.014094e-08,3.992709e-08,3.496464e-06,0.0446727,1,0,0.04118668,0,7.137933e-05,0.02147623,0.9064038,1.505018,40765,0.5529418,131.68,21.20695
4006,1789983780.882,-0.02277316,-0.03206405,0.2520002,-0.002679854,-0.0001932002,0,-0.007052321,-0.002152699,-5.824825e-05,-0.006580093,-0.0003480519,-0.002816667,-0.0001169258,0.3115165,-0.002331096,-0.003753219,0,-0.005629487,-0.005227196,-0.002217361,0.1330561,0.03779445,-0.0009119873,-0.0004913516,0.1408351,0.2906313,0.3201821,6.564748e-05,0,14.46529,7.034875e-05,3.260017e-08,3.93158e-08,4.62935e-06,0.06071399,1,0,0.0524552,0,7.832213e-05,0.0243228,0.9197874,1.504708,40546,0.5529418,156.39,25.07194
4007,1789983783.341,-0.02696059,-0.03857998,0.2880004,-0.003457493,-0.0001765966,-0.001,-0.01155497,-0.00243986,-0.0002022635,-0.01097284,-0.000404205,-0.005984,-0.0001286997,0.3547497,-0.002894674,-0.007392836,-0.0001166804,-0.008073339,-0.007177496,-0.005065968,0.1506589,0.01736156,-0.001062723,-0.000740258,0.1585409,0.3189926,0.3595458,6.546099e-05,0,14.46529,7.140163e-05,4.024743e-08,4.916757e-08,5.851219e-06,0.07248516,1,0,0.08786675,0,2.380739e-05,0.02304906,0.9300339,1.522391,40084,0.5529418,181.46,28.9799
4008,1789983785.814,-0.03130963,-0.04272968,0.3240007,-0.004235485,-0.0002082995,0,-0.01234482,-0.002690851,-0.004191599,-0.01301874,-0.0004462835,-0.005503334,-0.0002833432,0.3967913,-0.003614313,-0.006666085,-0.0004309286,-0.008768372,-0.009095198,-0.004728515,0.1679917,0.03244899,-0.001195727,-0.0007791894,0.1754127,0.3584449,0.401085,6.535859e-05,0,14.46529,7.448539e-05,4.449805e-08,5.384962e-08,9.028451e-06,0.06334679,1,0,0.06974237,0,5.600044e-05,0.02258469,0.9344258,1.532303,39851,0.5529418,204.61,32.75903
4009,1789983788.293,-0.03393675,-0.04952559,0.3600009,-0.004796642,-0.0002447588,0,-0.01610626,-0.002824315,-0.0006946239,-0.01698606,-0.0005001016,-0.00942,-0.0005353619,0.4465247,-0.004448253,-0.01338724,-0.0002172196,-0.01223722,-0.01283321,-0.009379016,0.1834895,0,-0.001347254,-0.001079388,0.1889768,0.3758597,0.4540626,6.672691e-05,0,14.46529,8.145544e-05,4.989303e-08,5.989867e-08,1.461873e-05,0.06606396,1,0,0.05542279,0,0.0001553078,0.02362374,0.9489391,1.524656,39741,0.5529418,228.43,36.45395
