step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n,base_x_m,base_y_m,base_yaw_deg
0,0.300159,0.838998,0.00134782,0.133951,0.00435003,3.02342,0,-0.00134781,-4.12762e-06,-0.000587458
1,0.298419,1.53129,0.00282568,0.192208,0.00342439,5.2824,0,-0.00282566,-9.26852e-06,-0.00144411
2,0.295193,2.04026,0.00433041,0.222218,0.00252831,6.13129,0,-0.00433038,-1.33365e-05,-0.00197419
3,0.290848,2.39374,0.00592846,0.255271,0.0034791,7.00943,0,-0.00592843,-1.62572e-05,-0.00221095
4,0.28583,2.62916,0.00768939,0.28942,0.00497546,7.88168,0,-0.00768936,-1.93417e-05,-0.00231267
5,0.280724,2.84575,0.00967299,0.323213,0.00625824,8.72105,0,-0.00967295,-2.20835e-05,-0.00243523
6,0.275999,3.08626,0.0119376,0.354839,0.00728145,9.47072,0,-0.0119376,-2.54065e-05,-0.00260842
7,0.271982,3.36864,0.0145067,0.382877,0.00823449,10.1033,0,-0.0145067,-2.94149e-05,-0.00284876
8,0.268867,3.67805,0.0173685,0.406057,0.00916079,10.587,0,-0.0173685,-3.36617e-05,-0.00316886
9,0.266723,3.97463,0.0204775,0.423361,0.0100653,10.9139,0,-0.0204775,-3.84301e-05,-0.00351812
10,0.265525,4.20643,0.02377,0.434023,0.0109296,11.0596,0,-0.0237699,-4.34071e-05,-0.00382937
11,0.265182,4.3227,0.0271762,0.437652,0.0117277,11.0148,0,-0.0271762,-4.84735e-05,-0.00406988
12,0.265564,4.28528,0.0306298,0.434284,0.0124118,10.7946,0,-0.0306298,-5.33611e-05,-0.00421409
13,0.266531,4.07624,0.0340812,0.424375,0.0129476,10.4286,0,-0.0340812,-5.80996e-05,-0.00431122
14,0.267938,3.70072,0.0374984,0.408733,0.0133302,9.93176,0,-0.0374983,-6.23763e-05,-0.00437794
15,0.26965,3.18536,0.0408678,0.38854,0.0134389,9.34039,0,-0.0408677,-6.67572e-05,-0.00441375
16,0.271536,2.57264,0.0441911,0.365202,0.0132997,8.69497,0,-0.044191,-7.04974e-05,-0.00450247
17,0.273469,1.91339,0.0474754,0.340327,0.0129718,8.04732,0,-0.0474753,-7.35074e-05,-0.00472305
18,0.275322,1.25934,0.0507294,0.315569,0.0124945,7.42948,0,-0.0507293,-7.5981e-05,-0.00507535
19,0.276971,0.656577,0.0539532,0.292535,0.0119237,6.98097,0,-0.0539532,-7.79927e-05,-0.0055882
20,0.278299,0.32323,0.0571403,0.277897,0.0113209,6.82788,0,-0.0571402,-7.90656e-05,-0.00620298
21,0.279205,0.404141,0.0602698,0.274317,0.0107391,6.95005,0,-0.0602697,-7.94828e-05,-0.00689696
22,0.279614,0.560972,0.0633152,0.279572,0.0102268,7.0895,0,-0.0633152,-7.85291e-05,-0.00761683
23,0.279487,0.738617,0.0662437,0.285493,0.00982244,7.25093,0,-0.0662437,-7.66665e-05,-0.00827874
24,0.27882,0.816178,0.0690236,0.292289,0.00954652,7.43575,0,-0.0690236,-7.44909e-05,-0.00883055
25,0.277653,0.81178,0.0716263,0.300112,0.00940631,7.65203,0,-0.0716263,-7.13319e-05,-0.00915963
26,0.276058,0.745589,0.0740334,0.308973,0.0094015,7.89314,0,-0.0740334,-6.76215e-05,-0.00927394
27,0.274138,0.637565,0.0762339,0.318644,0.00951513,8.14944,0,-0.0762339,-6.35684e-05,-0.00914408
28,0.272013,0.510301,0.0782273,0.328802,0.00972628,8.41245,0,-0.0782273,-5.90831e-05,-0.00878842
29,0.269813,0.473863,0.0800175,0.339066,0.010015,8.66981,0,-0.0800175,-5.48363e-05,-0.0082344
30,0.267662,0.452075,0.0816161,0.348954,0.0103527,8.91019,0,-0.0816161,-5.05894e-05,-0.00752071
31,0.265676,0.446069,0.0830358,0.358041,0.0107157,9.12201,0,-0.0830358,-4.65214e-05,-0.00668678
32,0.26395,0.459704,0.0842865,0.366,0.0110852,9.30038,0,-0.0842865,-4.27663e-05,-0.00580023
33,0.262557,0.495561,0.0853776,0.372517,0.0114381,9.46189,0,-0.0853775,-3.93987e-05,-0.00490825
34,0.261544,0.553492,0.0863137,0.378882,0.0117601,9.60645,0,-0.0863137,-3.63141e-05,-0.00406486
35,0.260933,0.632877,0.0870963,0.384066,0.0120361,9.70165,0,-0.0870963,-3.35276e-05,-0.00326339
36,0.260719,0.731122,0.0877241,0.387426,0.0122566,9.75029,0,-0.0877241,-3.06964e-05,-0.00252293
37,0.260878,0.843327,0.0881922,0.389036,0.0124104,9.75983,0,-0.0881922,-2.82973e-05,-0.00195019
38,0.261365,0.964357,0.088494,0.389034,0.0124968,9.72834,0,-0.088494,-2.61962e-05,-0.001528
