episode,dir,cup_x_env_m,cup_y_env_m,cup_yaw_deg,final_state,success,cup_lift_m,cup_axis_to_jaw_centre_mm,sim_time_s,failure
0,.,0.42,0.03,0.0,done,True,0.1189,3.9,13.32,
