step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n
388,0.266706,1.29701,0.0742882,0.341047,0.0103963,8.53607,0
389,0.266701,1.2965,0.0743043,0.341055,0.0103964,8.5363,0
390,0.266697,1.29595,0.0743202,0.341062,0.0103966,8.53649,0
391,0.266693,1.29538,0.0743366,0.341069,0.0103968,8.53668,0
392,0.266689,1.29481,0.0743533,0.341075,0.0103971,8.53674,0
393,0.266684,1.29425,0.074369,0.34108,0.0103973,8.53688,0
394,0.26668,1.2937,0.074385,0.341084,0.0103976,8.53719,0
395,0.266677,1.29302,0.0744002,0.341086,0.0103981,8.5372,0
396,0.266673,1.29212,0.0744151,0.341083,0.0103987,8.53697,0
397,0.266669,1.29116,0.0744292,0.34108,0.0103987,8.53707,0
398,0.266665,1.29031,0.074442,0.341075,0.0103985,8.53684,0
399,0.266663,1.2896,0.074455,0.341069,0.0103985,8.53655,0
400,0.26666,1.28898,0.074467,0.341061,0.0103985,8.53628,0
401,0.266659,1.28846,0.0744775,0.34105,0.0103986,8.53597,0
402,0.266658,1.28803,0.0744875,0.341039,0.0103986,8.53562,0
403,0.266657,1.28768,0.0744962,0.341025,0.0103987,8.5353,0
404,0.266657,1.28727,0.0745032,0.34101,0.0103989,8.53498,0
405,0.266656,1.28689,0.0745095,0.340994,0.0103988,8.53452,0
406,0.266656,1.28663,0.0745147,0.340978,0.0103987,8.53407,0
407,0.266656,1.2865,0.0745191,0.340963,0.0103986,8.5338,0
408,0.266656,1.2864,0.0745225,0.34095,0.0103984,8.53327,0
409,0.266657,1.28643,0.0745243,0.340939,0.0103983,8.53298,0
410,0.266657,1.28652,0.074526,0.340931,0.0103982,8.53285,0
411,0.266657,1.28664,0.0745258,0.340925,0.0103982,8.53268,0
412,0.266657,1.28673,0.0745255,0.34092,0.0103983,8.53259,0
413,0.266656,1.28679,0.0745238,0.340916,0.0103985,8.53278,0
414,0.266656,1.28684,0.074521,0.340915,0.0103985,8.53242,0
415,0.266656,1.28693,0.0745175,0.340916,0.0103986,8.53288,0
416,0.266656,1.28696,0.0745129,0.340917,0.0103987,8.53331,0
417,0.266656,1.28717,0.0745072,0.340922,0.0103987,8.53334,0
418,0.266656,1.28733,0.0745007,0.340926,0.0103988,8.53353,0
419,0.266657,1.2876,0.074493,0.340932,0.0103988,8.53364,0
420,0.266657,1.28791,0.0744843,0.340939,0.0103988,8.53385,0
421,0.266658,1.2883,0.0744745,0.340947,0.0103988,8.53405,0
422,0.26666,1.28874,0.0744647,0.340954,0.0103989,8.53424,0
423,0.266662,1.28925,0.0744542,0.34096,0.010399,8.53449,0
424,0.266664,1.28964,0.0744433,0.340969,0.0103991,8.53471,0
425,0.266666,1.29009,0.0744322,0.340975,0.0103992,8.53485,0
426,0.266669,1.29052,0.0744206,0.340981,0.0103991,8.53499,0
427,0.266671,1.29105,0.0744093,0.340986,0.0103988,8.5351,0
428,0.266674,1.29158,0.0743977,0.340991,0.0103986,8.53525,0
429,0.266676,1.29218,0.0743863,0.340994,0.0103985,8.53541,0
430,0.266678,1.29275,0.0743757,0.340998,0.0103985,8.53545,0
431,0.26668,1.29328,0.0743651,0.341,0.0103985,8.53551,0
432,0.266683,1.29372,0.0743558,0.341,0.0103985,8.53549,0
433,0.266685,1.29418,0.074347,0.341001,0.0103985,8.53551,0
434,0.266687,1.29455,0.074338,0.341006,0.0103984,8.53563,0
435,0.266688,1.29494,0.074329,0.34101,0.0103984,8.5357,0
436,0.26669,1.2953,0.0743213,0.341011,0.0103984,8.53571,0
437,0.266692,1.29571,0.0743135,0.341014,0.0103981,8.53566,0
438,0.266694,1.29614,0.0743065,0.341017,0.010398,8.53597,0
439,0.266696,1.29652,0.0743009,0.341018,0.010398,8.53576,0
440,0.266697,1.29684,0.0742958,0.341017,0.010398,8.53594,0
441,0.266699,1.29719,0.0742913,0.341016,0.0103979,8.53575,0
442,0.2667,1.29742,0.0742876,0.341014,0.010398,8.53569,0
443,0.266701,1.29766,0.0742844,0.341013,0.010398,8.53537,0
444,0.266702,1.29763,0.0742816,0.341009,0.0103982,8.53537,0
445,0.266702,1.29762,0.0742795,0.341006,0.0103982,8.53544,0
446,0.266703,1.29756,0.0742785,0.341003,0.0103981,8.53539,0
447,0.266703,1.29745,0.0742779,0.341,0.0103979,8.53495,0
448,0.266703,1.29742,0.0742785,0.340998,0.0103978,8.53517,0
449,0.266703,1.29739,0.0742797,0.340996,0.0103978,8.53542,0
450,0.266703,1.29729,0.0742814,0.340995,0.0103979,8.53543,0
451,0.266703,1.29721,0.0742836,0.340993,0.0103978,8.53502,0
452,0.266703,1.29714,0.0742868,0.340992,0.0103976,8.53509,0
453,0.266703,1.29712,0.0742903,0.340992,0.0103976,8.53511,0
454,0.266703,1.2971,0.0742934,0.340993,0.0103976,8.53522,0
455,0.266703,1.29703,0.074297,0.340994,0.0103977,8.53526,0
456,0.266702,1.29688,0.0743009,0.340997,0.0103977,8.5354,0
457,0.266701,1.29681,0.0743052,0.341001,0.0103975,8.53524,0
458,0.266701,1.29666,0.0743097,0.341007,0.0103974,8.53555,0
459,0.2667,1.29653,0.074315,0.341012,0.0103974,8.53579,0
460,0.266698,1.29642,0.0743207,0.341018,0.0103974,8.5359,0
461,0.266697,1.29631,0.0743267,0.341025,0.0103974,8.53604,0
462,0.266696,1.29613,0.074333,0.341033,0.0103975,8.53611,0
463,0.266694,1.29591,0.0743392,0.341042,0.0103977,8.53618,0
464,0.266692,1.29564,0.0743461,0.341051,0.0103977,8.53638,0
465,0.266691,1.29533,0.0743529,0.341059,0.0103978,8.53654,0
466,0.266689,1.29505,0.0743597,0.341067,0.0103979,8.5367,0
467,0.266688,1.29465,0.0743665,0.341073,0.0103983,8.53671,0
468,0.266686,1.29418,0.0743725,0.341077,0.0103986,8.53666,0
469,0.266685,1.29365,0.0743779,0.341078,0.0103987,8.53678,0
470,0.266684,1.29305,0.0743826,0.341079,0.0103987,8.53685,0
471,0.266683,1.29255,0.0743866,0.34108,0.0103987,8.53689,0
472,0.266682,1.29208,0.0743905,0.341078,0.0103986,8.53672,0
473,0.266682,1.29172,0.0743939,0.341077,0.0103984,8.53668,0
474,0.266682,1.2915,0.0743971,0.341076,0.0103982,8.53663,0
475,0.266682,1.29142,0.0743995,0.341076,0.010398,8.53665,0
476,0.266682,1.29133,0.074402,0.341076,0.0103979,8.53665,0
477,0.266682,1.29132,0.0744035,0.341078,0.0103978,8.53672,0
478,0.266681,1.29135,0.0744046,0.34108,0.0103977,8.53676,0
479,0.266681,1.2914,0.0744058,0.341084,0.0103976,8.53693,0
480,0.26668,1.29147,0.0744071,0.341088,0.0103977,8.53694,0
481,0.266679,1.29154,0.0744075,0.341091,0.0103977,8.53711,0
482,0.266679,1.29158,0.0744079,0.341093,0.0103977,8.53707,0
483,0.266678,1.29167,0.074408,0.341096,0.0103979,8.53721,0
484,0.266677,1.29171,0.0744072,0.341098,0.0103981,8.53712,0
485,0.266676,1.29173,0.0744064,0.341099,0.0103982,8.53713,0
486,0.266676,1.29176,0.0744062,0.341097,0.0103983,8.53708,0
487,0.266675,1.29175,0.0744056,0.341094,0.0103984,8.53695,0
488,0.266675,1.29181,0.074405,0.341089,0.0103985,8.53682,0
489,0.266675,1.2918,0.0744043,0.341084,0.0103985,8.53663,0
490,0.266675,1.29176,0.0744039,0.341078,0.0103986,8.53647,0
491,0.266675,1.29169,0.0744029,0.34107,0.0103986,8.53622,0
492,0.266675,1.29164,0.0744023,0.34106,0.0103986,8.53623,0
493,0.266676,1.29157,0.0744022,0.341051,0.0103986,8.53578,0
494,0.266676,1.29151,0.0744018,0.341042,0.0103986,8.53566,0
495,0.266677,1.29145,0.0744018,0.341038,0.0103985,8.53569,0
496,0.266678,1.29143,0.0744018,0.341033,0.0103985,8.53569,0
497,0.266678,1.29139,0.0744016,0.341029,0.0103983,8.53549,0
498,0.266679,1.2914,0.0744017,0.341024,0.0103981,8.53553,0
499,0.42,0,0,0,0,8.53545,0
500,0.417548,0,1.65747e-07,7.45058e-09,1.47902e-07,1.86263e-07,0
501,0.411171,0,1.19209e-07,7.45058e-09,9.12673e-08,1.86264e-07,0
502,0.400871,0,2.12285e-07,7.45058e-09,5.02693e-08,1.86264e-07,0
503,0.386646,0,1.65747e-07,7.45058e-09,2.11152e-08,1.86264e-07,0
504,0.368498,0,1.65747e-07,7.45058e-09,8.40748e-10,1.86264e-07,0
505,0.346425,0,1.65747e-07,7.45058e-09,1.27813e-08,1.86264e-07,0
506,0.320417,0,1.97742e-06,0.0202523,7.20488e-05,1.86264e-07,0
507,0.292678,0.118694,0.000307665,0.196451,0.0010589,8.1461,0
508,0.267368,0.978413,0.00176676,0.359592,0.00211605,12.0027,0
509,0.246177,2.68352,0.00459008,0.505607,0.00344454,15.2295,0
510,0.229865,5.10123,0.00870137,0.631476,0.00506789,18.1607,0
511,0.21822,8.02978,0.0138753,0.737185,0.00650209,20.2935,0
512,0.210374,11.1883,0.0197306,0.823685,0.00792152,22.2239,0
513,0.205287,14.2158,0.0257732,0.891073,0.00940477,23.4,0
514,0.201921,16.6571,0.0315168,0.93845,0.0136709,23.4,0
515,0.199447,18.2448,0.0366309,0.967799,0.0347752,23.4,0
516,0.197848,18.6853,0.0405201,0.977885,0.0578643,20.2,0
517,0.197263,18.1213,0.043272,0.971373,0.0792708,20.2,0
518,0.197271,17.2475,0.0457573,0.958413,0.100144,20.2,0
519,0.198042,16.1922,0.0480564,0.939717,0.119874,20.2,0
520,0.199738,15.1073,0.0502599,0.916325,0.135155,20.2,0
521,0.202439,14.0903,0.0524184,0.889032,0.14348,20.2,0
522,0.206119,13.161,0.0545398,0.85809,0.152972,20.2,0
523,0.210683,12.2869,0.0565875,0.823403,0.173941,19.9301,0
524,0.215993,11.4087,0.0585085,0.784629,0.194659,18.8838,0
525,0.221905,10.4579,0.0602574,0.741253,0.214334,17.7135,0
526,0.228286,9.35918,0.0618242,0.692537,0.22932,16.3952,0
527,0.235046,8.06819,0.0632399,0.637827,0.235889,14.9149,0
528,0.242151,6.60276,0.0645292,0.577129,0.237162,13.2841,0
529,0.24959,4.99388,0.0657371,0.510503,0.235862,11.5067,0
530,0.257342,3.286,0.0669201,0.438286,0.233332,9.59265,0
531,0.265169,1.59229,0.0681302,0.363349,0.228885,7.66932,0
532,0.272633,0.0701539,0.0693983,0.290814,0.221173,5.90409,0
533,0.279259,1.18982,0.0707223,0.226238,0.20801,5.01561,0
534,0.284606,2.08335,0.0720585,0.197887,0.190008,4.73065,0
535,0.288324,2.60299,0.0733428,0.188136,0.169748,4.52419,0
536,0.29019,2.76242,0.0745106,0.181853,0.148862,4.43388,0
537,0.290194,2.61257,0.0755371,0.180101,0.12811,4.47558,0
538,0.288438,2.21542,0.0763899,0.183476,0.107552,4.65329,0
539,0.285197,1.65967,0.077041,0.19204,0.0884912,4.97749,0
540,0.280838,1.01844,0.077502,0.214115,0.0731254,6.08736,0
541,0.275767,0.340193,0.0778116,0.257031,0.0609504,7.23751,0
542,0.270396,0.346099,0.0780196,0.300911,0.0513466,8.34997,0
543,0.265111,1.00777,0.078177,0.343031,0.0438,9.368,0
544,0.260242,1.628,0.0783262,0.381255,0.037888,10.2493,0
545,0.256049,2.18572,0.0784962,0.413986,0.0332712,10.9638,0
546,0.252717,2.66,0.0786996,0.440114,0.0296708,11.5005,0
547,0.250358,3.02994,0.0789339,0.458895,0.026858,11.8268,0
548,0.249015,3.27695,0.0791865,0.470011,0.0246446,11.9673,0
549,0.24867,3.38705,0.0794377,0.473434,0.0228701,11.9022,0
550,0.24926,3.3543,0.0796669,0.469482,0.0214047,11.6713,0
551,0.250679,3.18124,0.0798544,0.458735,0.0201375,11.2746,0
552,0.252791,2.88064,0.0799842,0.442037,0.0189891,10.7456,0
553,0.255437,2.47542,0.0800466,0.420533,0.017896,10.1127,0
554,0.25844,1.9967,0.0800356,0.395607,0.0168157,9.4289,0
555,0.261616,1.48097,0.0799487,0.368835,0.0157285,8.72546,0
556,0.264778,0.966977,0.0797861,0.341888,0.0146382,8.04617,0
557,0.267743,0.49176,0.0795482,0.316506,0.0135566,7.44374,0
558,0.27035,0.0883085,0.0792357,0.294308,0.0125104,6.94939,0
559,0.272462,0.223245,0.0788469,0.276623,0.0115364,6.59122,0
560,0.27398,0.422339,0.0783809,0.264463,0.0106673,6.3932,0
561,0.274852,0.506653,0.0778401,0.258323,0.00993483,6.35383,0
562,0.27507,0.480729,0.0772258,0.258217,0.00936222,6.46522,0
563,0.274673,0.355851,0.0765453,0.263677,0.00896152,6.70632,0
564,0.27374,0.148819,0.075808,0.273874,0.00873279,7.04991,0
565,0.272381,0.122314,0.0750263,0.287712,0.00866492,7.46306,0
566,0.270723,0.432214,0.0742157,0.303966,0.00873802,7.91273,0
567,0.268905,0.763577,0.0733917,0.3214,0.008926,8.37026,0
568,0.267061,1.09662,0.0725704,0.338859,0.00920223,8.80667,0
569,0.265315,1.41425,0.0717673,0.355321,0.00953498,9.19899,0
570,0.263774,1.70167,0.0709941,0.36994,0.00989829,9.53199,0
571,0.26252,1.94663,0.070261,0.382049,0.0102689,9.7887,0
572,0.261613,2.13967,0.0695751,0.391199,0.0106204,9.96172,0
573,0.261084,2.27424,0.0689408,0.397127,0.0109363,10.0497,0
574,0.260942,2.34698,0.0683603,0.399756,0.0111998,10.0532,0
575,0.26117,2.35823,0.0678346,0.39918,0.0113991,9.97851,0
576,0.261733,2.31163,0.067363,0.395667,0.0115265,9.83468,0
577,0.262578,2.21304,0.0669451,0.38959,0.0115791,9.63578,0
578,0.263639,2.07185,0.0665796,0.381468,0.0115552,9.39128,0
579,0.264843,1.89994,0.0662667,0.371905,0.0114607,9.12374,0
580,0.266114,1.7105,0.0660054,0.361558,0.0113045,8.85055,0
581,0.267374,1.51722,0.0657969,0.351102,0.0110982,8.58733,0
582,0.26855,1.3331,0.0656403,0.341185,0.0108566,8.34993,0
583,0.26958,1.1698,0.0655352,0.332404,0.0105969,8.15392,0
584,0.270412,1.03641,0.0654815,0.325223,0.0103397,8.00597,0
585,0.271008,0.939251,0.0654774,0.320006,0.0100969,7.91313,0
586,0.271348,0.88157,0.0655209,0.316948,0.00988482,7.87669,0
587,0.271427,0.863744,0.0656111,0.316085,0.0097146,7.8971,0
588,0.271258,0.882567,0.0657454,0.317296,0.00959485,7.96633,0
589,0.270868,0.933869,0.0659223,0.320342,0.00952862,8.0773,0
590,0.270293,1.0115,0.0661406,0.324883,0.00951527,8.21835,0
591,0.269581,1.10784,0.0663984,0.330507,0.00955206,8.37781,0
592,0.268782,1.2151,0.0666951,0.336784,0.00963158,8.54802,0
593,0.267948,1.32524,0.0670284,0.343244,0.00974763,8.71283,0
594,0.267128,1.43063,0.0673956,0.349491,0.00988809,8.86528,0
595,0.266366,1.52469,0.0677947,0.355144,0.010044,8.99382,0
596,0.2657,1.60178,0.0682233,0.359915,0.010203,9.09767,0
597,0.265158,1.65773,0.068677,0.363553,0.0103594,9.16754,0
598,0.264758,1.68971,0.0691525,0.365932,0.0105006,9.19913,0
599,0.26451,1.69665,0.0696451,0.366988,0.0106226,9.20485,0
