episode,dir,cup_x_env_m,cup_y_env_m,cup_yaw_deg,grasp_mode,final_state,success,cup_lift_m,cup_axis_to_jaw_centre_mm,sim_time_s,failure
0,.,0.42,0.03,0.0,,failed,False,0.0,313.4,16.94,no cup found from any viewpoint
