step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n,base_x_m,base_y_m,base_yaw_deg
0,0.300593,0.988931,0.00159504,0.133561,0.00531947,3.02605,0,-0.00159502,-5.18141e-06,-0.000594268
1,0.29921,1.7711,0.00329056,0.19246,0.00406886,5.28312,0,-0.00329054,-9.86084e-06,-0.00141292
2,0.29617,2.30129,0.00494334,0.221822,0.00268654,6.10825,0,-0.00494331,-1.40299e-05,-0.00186294
3,0.291828,2.616,0.00664106,0.254112,0.0034572,6.96613,0,-0.00664103,-1.84295e-05,-0.00199738
4,0.286639,2.76533,0.00847073,0.287586,0.00503721,7.82306,0,-0.00847068,-2.25753e-05,-0.00205009
5,0.281271,2.88908,0.0105124,0.321101,0.00632833,8.66397,0,-0.0105123,-2.59946e-05,-0.0022201
6,0.276261,3.05156,0.0128501,0.352863,0.00727891,9.42369,0,-0.0128501,-3.00612e-05,-0.00250411
7,0.271982,3.28678,0.0155205,0.381467,0.00815376,10.0795,0,-0.0155205,-3.43132e-05,-0.0029209
8,0.268652,3.58586,0.0185158,0.405601,0.009016,10.5957,0,-0.0185157,-3.9354e-05,-0.00344659
9,0.266349,3.90593,0.0217906,0.42413,0.00988411,10.9569,0,-0.0217905,-4.44348e-05,-0.00400624
10,0.265039,4.18544,0.02527,0.436151,0.0107442,11.1386,0,-0.02527,-4.96963e-05,-0.00451656
11,0.264619,4.36113,0.0288701,0.441127,0.011569,11.1276,0,-0.02887,-5.46379e-05,-0.00492329
12,0.264943,4.38233,0.0325096,0.438967,0.0123034,10.936,0,-0.0325095,-5.94598e-05,-0.00519487
13,0.265856,4.22114,0.0361287,0.430032,0.0129104,10.5873,0,-0.0361286,-6.37327e-05,-0.00537108
14,0.26721,3.87658,0.039685,0.415081,0.013383,10.1039,0,-0.039685,-6.82068e-05,-0.00546063
15,0.26887,3.37359,0.0431641,0.395257,0.0135527,9.51515,0,-0.0431641,-7.23158e-05,-0.00546749
16,0.270711,2.75628,0.0465667,0.371962,0.0134484,8.86573,0,-0.0465666,-7.52611e-05,-0.00547373
17,0.272616,2.07948,0.0499032,0.346813,0.0131385,8.20437,0,-0.0499031,-7.77896e-05,-0.00556043
18,0.274465,1.40024,0.0531878,0.321503,0.0126634,7.56664,0,-0.0531877,-7.97291e-05,-0.00575483
19,0.27614,0.769846,0.0564255,0.297697,0.0120817,7.08961,0,-0.0564254,-8.09971e-05,-0.00609881
20,0.277524,0.396879,0.0596117,0.281746,0.0114586,6.88799,0,-0.0596116,-8.24141e-05,-0.0065505
21,0.278514,0.394857,0.0627289,0.276522,0.0108515,7.00443,0,-0.0627288,-8.3019e-05,-0.00708136
22,0.279028,0.509652,0.0657484,0.281514,0.0103119,7.13318,0,-0.0657484,-8.24421e-05,-0.00765564
23,0.279015,0.696219,0.0686377,0.28698,0.0098808,7.27965,0,-0.0686376,-8.0294e-05,-0.00819849
24,0.278464,0.777066,0.071361,0.293202,0.00958061,7.44755,0,-0.0713609,-7.75168e-05,-0.00864746
