step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm
30,0.262749,2.36239,0.0701195,0.383913,0.174657,8.25198
31,0.270032,1.3652,0.0717008,0.313407,0.155018,6.96663
32,0.276631,1.1383,0.0732754,0.268846,0.13508,5.95655
33,0.282135,1.50817,0.0748255,0.231645,0.11491,5.10972
34,0.286194,2.19062,0.0763132,0.203232,0.0947822,4.93313
35,0.288593,2.53239,0.0777068,0.197559,0.075688,4.84376
36,0.289235,2.55923,0.0789736,0.195682,0.058829,4.869
37,0.28819,2.33093,0.0800801,0.198374,0.0452089,5.02206
38,0.285654,1.91141,0.0810101,0.205707,0.0354348,5.28928
39,0.281928,1.367,0.0817623,0.217184,0.0298042,5.65471
40,0.277374,0.750545,0.0823576,0.23319,0.0281825,6.52642
41,0.272373,0.616821,0.0828314,0.273042,0.0301283,7.60224
42,0.267295,0.600639,0.0832213,0.313923,0.0367205,8.61911
43,0.262466,1.18376,0.0835629,0.352251,0.0468701,9.52991
44,0.258154,1.76497,0.0838806,0.38627,0.0604173,10.3014
45,0.254563,2.27665,0.0841861,0.414734,0.0747545,10.9118
46,0.251825,2.69667,0.0844809,0.436651,0.0890072,11.3378
47,0.250012,3.00541,0.0847557,0.451511,0.102421,11.5778
48,0.249139,3.18755,0.0849961,0.459116,0.114222,11.6278
49,0.249172,3.23475,0.0851855,0.459626,0.124193,11.5072
50,0.250035,3.1471,0.0853086,0.453446,0.132188,11.23
51,0.251622,2.93516,0.0853547,0.441288,0.138222,10.8138
52,0.253797,2.61772,0.0853151,0.424118,0.14213,10.2891
53,0.256408,2.2215,0.0851846,0.40311,0.144046,9.68823
54,0.259288,1.77768,0.0849608,0.379645,0.143519,9.05912
55,0.262267,1.31914,0.0846419,0.355199,0.140834,8.42959
56,0.265175,0.87841,0.0842283,0.331261,0.1364,7.83721
57,0.267853,0.494314,0.0837194,0.309319,0.130639,7.32958
58,0.270164,0.365391,0.0831161,0.290685,0.123998,6.9805
59,0.271998,0.254656,0.0824201,0.277484,0.116914,6.70371
60,0.273283,0.220543,0.0816355,0.267667,0.109844,6.51517
61,0.273986,0.264106,0.0807685,0.262952,0.103217,6.50638
62,0.274118,0.216872,0.0798287,0.264015,0.0974268,6.62947
63,0.273726,0.178956,0.0788284,0.269724,0.0927965,6.86003
64,0.272888,0.253532,0.0777822,0.279334,0.0895434,7.17428
65,0.271707,0.372378,0.0767075,0.291932,0.0877914,7.54421
66,0.270297,0.653943,0.0756203,0.306416,0.0875297,7.94108
67,0.268776,0.957508,0.0745369,0.321757,0.0886655,8.3402
68,0.267258,1.26356,0.073472,0.336991,0.0910068,8.72052
69,0.265842,1.55682,0.0724377,0.351257,0.0942956,9.0595
70,0.264613,1.82387,0.0714439,0.363868,0.0982465,9.34408
71,0.263635,2.05328,0.0704979,0.374278,0.102554,9.56151
72,0.262952,2.23624,0.0696044,0.382124,0.106929,9.71144
73,0.262584,2.36699,0.0687685,0.387188,0.111106,9.78648
74,0.262532,2.44259,0.067991,0.389444,0.114861,9.79061
75,0.262782,2.46369,0.0672751,0.389,0.118013,9.72826
76,0.263299,2.43372,0.0666222,0.386082,0.120433,9.60887
77,0.26404,2.35905,0.066034,0.381055,0.122058,9.44327
78,0.26495,2.24811,0.0655121,0.374353,0.12285,9.23959
79,0.265969,2.11113,0.0650587,0.366498,0.122839,9.02654
80,0.267035,1.95943,0.0646755,0.35801,0.122088,8.80229
81,0.268085,1.80412,0.0643639,0.349462,0.120692,8.58723
82,0.269062,1.6555,0.0641249,0.341363,0.118786,8.39271
83,0.269915,1.52258,0.0639591,0.334169,0.116516,8.22628
84,0.270604,1.41248,0.063866,0.328255,0.114034,8.1065
85,0.271101,1.32998,0.0638456,0.323883,0.111506,8.02571
86,0.271388,1.27747,0.0638954,0.321203,0.109088,7.99059
87,0.271465,1.255,0.0640145,0.320234,0.106911,7.99847
88,0.27134,1.26096,0.0642001,0.320897,0.105096,8.0457
89,0.271034,1.29182,0.06445,0.323006,0.103723,8.12559
90,0.270578,1.34309,0.0647618,0.326303,0.102845,8.23045
91,0.270007,1.40937,0.0651319,0.33048,0.102478,8.35147
92,0.26936,1.48473,0.0655578,0.335202,0.102604,8.4767
93,0.268678,1.56309,0.0660347,0.340136,0.103183,8.60509
94,0.267998,1.63848,0.0665591,0.344941,0.104134,8.72504
95,0.267356,1.70569,0.0671261,0.349339,0.105385,8.82739
96,0.266781,1.76009,0.0677313,0.353091,0.106834,8.90451
97,0.266295,1.79828,0.0683685,0.356011,0.108377,8.96633
98,0.265913,1.818,0.0690325,0.357976,0.109918,8.99773
99,0.265644,1.81793,0.0697173,0.358948,0.111376,9.00277
100,0.265486,1.79811,0.0704166,0.358914,0.112658,8.98392
101,0.265435,1.75978,0.0711251,0.357955,0.113722,8.94206
102,0.265479,1.70515,0.0718355,0.356163,0.114515,8.88111
103,0.265602,1.63707,0.0725428,0.353665,0.115013,8.80561
104,0.265783,1.55927,0.0732406,0.350655,0.115223,8.72056
105,0.266003,1.47573,0.0739232,0.347322,0.115144,8.63093
106,0.266238,1.39052,0.0745848,0.343871,0.114812,8.54233
107,0.266468,1.30749,0.0752206,0.340495,0.114269,8.45923
108,0.266674,1.23003,0.0758253,0.337371,0.113555,8.38569
109,0.266838,1.16119,0.076394,0.334651,0.112738,8.32523
110,0.266951,1.10333,0.0769232,0.332454,0.111867,8.27995
111,0.267003,1.05797,0.0774095,0.330856,0.111001,8.25128
112,0.266991,1.02581,0.0778494,0.329896,0.110187,8.23929
113,0.266918,1.0069,0.0782415,0.329571,0.10948,8.24308
114,0.266788,1.00072,0.0785843,0.329847,0.108904,8.25911
115,0.266611,1.00548,0.0788761,0.330666,0.108492,8.2922
116,0.266398,1.01974,0.0791165,0.331923,0.108255,8.33132
117,0.266163,1.04135,0.0793056,0.333492,0.108196,8.37674
118,0.265919,1.06837,0.0794438,0.335255,0.108308,8.42099
119,0.265682,1.09848,0.0795317,0.33709,0.108571,8.47175
120,0.265464,1.12952,0.0795701,0.338877,0.108951,8.51545
121,0.265276,1.15972,0.0795608,0.340525,0.109425,8.55385
122,0.26513,1.18766,0.0795047,0.341946,0.109955,8.58527
123,0.26503,1.21199,0.0794035,0.343075,0.110504,8.60819
124,0.264982,1.23142,0.0792589,0.343875,0.11104,8.62209
125,0.264985,1.24622,0.0790732,0.344335,0.111535,8.62727
126,0.265039,1.25634,0.078849,0.344459,0.111953,8.62397
127,0.265139,1.26206,0.0785881,0.344279,0.112283,8.61401
128,0.265278,1.26395,0.0782925,0.343834,0.112506,8.59757
129,0.26545,1.26232,0.0779642,0.343175,0.112626,8.57716
130,0.265643,1.25853,0.0776059,0.342376,0.112647,8.5544
131,0.26585,1.25388,0.0772208,0.341496,0.112563,8.5312
132,0.266063,1.24972,0.0768123,0.340618,0.11239,8.509
133,0.266272,1.24724,0.0763841,0.339792,0.11214,8.48948
134,0.26647,1.24755,0.0759403,0.339094,0.111836,8.47468
135,0.266651,1.25151,0.0754835,0.338566,0.111495,8.46443
136,0.26681,1.2593,0.0750178,0.338218,0.111141,8.45963
137,0.266945,1.27144,0.0745476,0.338094,0.110798,8.46053
138,0.267053,1.28759,0.0740763,0.338183,0.110482,8.46649
139,0.267136,1.30744,0.0736069,0.338475,0.110213,8.47797
140,0.267195,1.33045,0.0731443,0.338949,0.110001,8.49326
141,0.267232,1.35611,0.0726914,0.339578,0.109852,8.51208
142,0.267251,1.38363,0.0722517,0.340324,0.109769,8.53306
143,0.267257,1.41229,0.0718296,0.341146,0.109745,8.55512
144,0.267254,1.44114,0.0714276,0.342001,0.109779,8.57697
145,0.267246,1.46916,0.0710479,0.342842,0.109864,8.59782
146,0.267238,1.49522,0.0706931,0.343632,0.109991,8.61651
147,0.267231,1.51877,0.0703661,0.344325,0.110151,8.6292
148,0.267231,1.53917,0.0700682,0.344912,0.110327,8.64489
149,0.267237,1.55596,0.0698017,0.345366,0.11051,8.65368
150,0.267252,1.569,0.0695676,0.345672,0.110685,8.65849
151,0.267275,1.57832,0.0693672,0.345835,0.110841,8.65991
152,0.267307,1.58413,0.0692014,0.345862,0.110972,8.65811
153,0.267347,1.58684,0.0690706,0.345762,0.111073,8.6531
154,0.267393,1.5868,0.0689749,0.345553,0.111135,8.64614
155,0.267443,1.58407,0.0689141,0.345245,0.111162,8.63585
156,0.267493,1.579,0.0688875,0.344867,0.111156,8.6253
157,0.267539,1.57211,0.0688943,0.344458,0.111119,8.61473
158,0.267578,1.56407,0.0689341,0.344047,0.111052,8.60441
159,0.267607,1.5548,0.0690058,0.34365,0.110959,8.59449
160,0.267624,1.54475,0.0691069,0.343284,0.110855,8.58569
161,0.267628,1.53402,0.0692365,0.342958,0.110748,8.57841
162,0.267618,1.52312,0.0693927,0.342686,0.110644,8.57229
163,0.267596,1.51277,0.0695745,0.342473,0.110548,8.56849
164,0.267562,1.50331,0.0697808,0.342328,0.110459,8.56609
165,0.267517,1.49475,0.0700096,0.342245,0.110383,8.56522
166,0.267461,1.48714,0.070258,0.342226,0.110323,8.56589
167,0.267397,1.48008,0.070524,0.342257,0.110282,8.56712
168,0.267324,1.47325,0.070804,0.342318,0.110269,8.57002
169,0.267246,1.46625,0.0710966,0.342403,0.110278,8.5723
170,0.267165,1.459,0.0713982,0.342497,0.110312,8.57482
171,0.267082,1.45119,0.0717069,0.342585,0.110367,8.57678
172,0.266999,1.4427,0.0720199,0.342653,0.110439,8.57812
173,0.266918,1.43343,0.0723345,0.342686,0.110515,8.57834
174,0.266841,1.42336,0.0726488,0.342689,0.1106,8.57786
175,0.26677,1.41268,0.0729608,0.342649,0.110685,8.57594
176,0.266705,1.40127,0.0732678,0.342559,0.110763,8.57112
177,0.266646,1.3893,0.0735673,0.342431,0.110835,8.56883
178,0.266595,1.37681,0.0738575,0.342258,0.110899,8.56349
179,0.26655,1.36422,0.0741365,0.34205,0.110948,8.55765
180,0.266511,1.35156,0.0744017,0.341819,0.110983,8.55156
181,0.266478,1.33925,0.0746523,0.341581,0.111,8.54529
182,0.266448,1.3273,0.0748857,0.341336,0.111003,8.53892
183,0.266423,1.31575,0.0751005,0.341091,0.111,8.53281
184,0.266403,1.30511,0.0752959,0.340852,0.110989,8.52558
185,0.266385,1.29513,0.0754702,0.340624,0.110967,8.52139
186,0.266371,1.28579,0.0756225,0.340407,0.11095,8.51634
187,0.266359,1.27778,0.0757528,0.340223,0.110929,8.51212
188,0.266348,1.27113,0.0758609,0.340073,0.110899,8.50892
189,0.266338,1.26596,0.0759462,0.339962,0.110866,8.50733
190,0.266328,1.26263,0.0760091,0.339903,0.110831,8.50532
191,0.266318,1.26106,0.0760494,0.339898,0.110796,8.50758
192,0.266309,1.26117,0.0760671,0.339938,0.110764,8.50943
193,0.266301,1.26278,0.0760628,0.340015,0.11074,8.51202
194,0.266295,1.26545,0.0760365,0.34012,0.110726,8.51494
195,0.266292,1.2691,0.0759889,0.340249,0.110727,8.51871
196,0.266292,1.27413,0.0759216,0.340395,0.110737,8.52297
197,0.266298,1.28007,0.0758355,0.340549,0.110751,8.52693
198,0.266307,1.28663,0.0757315,0.340704,0.110771,8.53088
199,0.266322,1.29378,0.0756111,0.340857,0.110795,8.53472
200,0.266341,1.30125,0.0754757,0.341002,0.110822,8.5382
201,0.266366,1.30904,0.0753266,0.341134,0.110848,8.54131
202,0.266395,1.31692,0.0751648,0.341251,0.110873,8.54395
203,0.266429,1.32443,0.0749916,0.341346,0.110895,8.54393
204,0.266466,1.33133,0.0748084,0.34142,0.110916,8.54557
205,0.266506,1.33767,0.0746166,0.341475,0.110935,8.5484
206,0.266548,1.34379,0.0744179,0.341518,0.110947,8.5492
207,0.266593,1.3499,0.074215,0.34155,0.110947,8.54995
208,0.266639,1.35625,0.0740092,0.34158,0.110938,8.5506
209,0.266686,1.36299,0.0738022,0.34161,0.110917,8.55143
210,0.266734,1.37024,0.0735965,0.341645,0.110889,8.55257
211,0.266781,1.37783,0.0733924,0.341692,0.110851,8.5537
212,0.266826,1.38553,0.0731921,0.341742,0.110816,8.55501
213,0.266869,1.39298,0.0729961,0.341799,0.110783,8.5566
214,0.266908,1.40033,0.0728063,0.341865,0.110751,8.55847
215,0.266943,1.40758,0.0726239,0.341944,0.110724,8.56061
216,0.266975,1.41453,0.0724498,0.342032,0.110702,8.56309
217,0.267003,1.42129,0.0722859,0.342129,0.110684,8.56567
218,0.267027,1.42765,0.0721328,0.342231,0.110667,8.56844
219,0.267048,1.43373,0.0719917,0.342335,0.110656,8.56929
220,0.267065,1.4395,0.071863,0.342442,0.110651,8.57379
221,0.26708,1.44478,0.071747,0.342544,0.110649,8.57623
222,0.267094,1.44967,0.071645,0.342638,0.110652,8.57829
223,0.267106,1.45432,0.0715576,0.342724,0.110656,8.58041
224,0.267116,1.45835,0.0714848,0.342799,0.110659,8.58251
225,0.267123,1.46162,0.0714263,0.34286,0.110667,8.58334
226,0.26713,1.46445,0.0713827,0.342909,0.110676,8.583
227,0.267134,1.46682,0.0713541,0.342947,0.11068,8.58548
228,0.267137,1.46839,0.0713404,0.342973,0.110684,8.5855
229,0.267137,1.46891,0.0713409,0.342983,0.110691,8.58564
230,0.267134,1.46826,0.0713556,0.342977,0.1107,8.58516
231,0.267128,1.46663,0.0713836,0.342956,0.110709,8.58437
232,0.267121,1.46425,0.0714248,0.342923,0.110718,8.58338
233,0.267111,1.46151,0.0714785,0.34288,0.110724,8.58202
234,0.267101,1.45832,0.0715439,0.342828,0.110726,8.58039
235,0.267088,1.4545,0.0716197,0.342769,0.110726,8.579
236,0.267074,1.45029,0.0717055,0.342704,0.110724,8.57696
237,0.267057,1.44572,0.0718007,0.342635,0.110721,8.57513
238,0.267039,1.44089,0.071904,0.342563,0.110717,8.57325
239,0.267019,1.43578,0.0720148,0.342491,0.110715,8.57148
240,0.266999,1.4309,0.0721322,0.342424,0.110711,8.56989
241,0.266977,1.42634,0.0722554,0.342362,0.110703,8.56845
242,0.266955,1.42185,0.0723833,0.342303,0.110697,8.56703
243,0.266931,1.41727,0.0725142,0.342243,0.110692,8.56561
244,0.266906,1.41266,0.0726475,0.342189,0.110692,8.56426
245,0.266881,1.40779,0.0727817,0.342135,0.110697,8.56291
246,0.266855,1.40281,0.0729154,0.342081,0.110706,8.56153
247,0.266828,1.39774,0.0730483,0.342026,0.110717,8.56014
248,0.266802,1.39259,0.0731788,0.341968,0.110727,8.55686
249,0.266777,1.38744,0.0733055,0.341912,0.11074,8.55712
250,0.266752,1.38253,0.0734288,0.341855,0.110753,8.55596
251,0.266729,1.37774,0.0735463,0.341797,0.110764,8.55424
252,0.266708,1.37313,0.0736582,0.341739,0.110774,8.55285
253,0.266688,1.36883,0.073764,0.34168,0.110782,8.55114
254,0.26667,1.36484,0.0738633,0.341622,0.110789,8.5495
255,0.266654,1.36113,0.0739553,0.341566,0.110795,8.54834
256,0.26664,1.35747,0.0740388,0.341505,0.110799,8.54696
257,0.266626,1.35385,0.0741137,0.341448,0.110807,8.54558
258,0.266614,1.3505,0.0741798,0.341395,0.110813,8.54428
259,0.266604,1.34752,0.074237,0.34135,0.110814,8.54331
260,0.266594,1.34489,0.0742854,0.341312,0.110815,8.54255
261,0.266586,1.34284,0.074325,0.341285,0.110813,8.54212
262,0.26658,1.34126,0.0743558,0.341266,0.110809,8.54175
263,0.266575,1.3402,0.0743769,0.341253,0.110805,8.54157
264,0.266572,1.33927,0.074389,0.341243,0.110802,8.5414
265,0.26657,1.3387,0.0743917,0.341241,0.110803,8.54147
266,0.266569,1.33862,0.074386,0.341244,0.110804,8.54144
267,0.266571,1.33909,0.0743721,0.341257,0.110804,8.54235
268,0.266574,1.33998,0.0743496,0.341272,0.110802,8.54258
269,0.26658,1.34153,0.0743199,0.341296,0.1108,8.54303
270,0.266587,1.34345,0.0742835,0.341322,0.110797,8.54415
271,0.266596,1.34548,0.0742401,0.34135,0.110796,8.54488
272,0.266605,1.34764,0.0741903,0.341381,0.110796,8.5457
273,0.266615,1.35003,0.0741351,0.341415,0.110798,8.54668
274,0.266626,1.35262,0.074075,0.341456,0.110798,8.54763
275,0.266638,1.35555,0.0740109,0.3415,0.110796,8.54879
276,0.266651,1.3587,0.0739429,0.341546,0.110794,8.55005
277,0.266664,1.36196,0.0738719,0.341593,0.110792,8.5512
278,0.266679,1.36529,0.0737978,0.341638,0.110792,8.55237
279,0.266694,1.36856,0.0737211,0.341682,0.110792,8.55346
280,0.26671,1.37203,0.073643,0.341724,0.110791,8.55458
281,0.266727,1.37541,0.0735637,0.341765,0.110791,8.55559
282,0.266744,1.37869,0.073484,0.341803,0.11079,8.55633
283,0.26676,1.38192,0.0734043,0.341843,0.110789,8.5573
284,0.266777,1.38511,0.0733251,0.34188,0.110786,8.55839
285,0.266793,1.38804,0.0732469,0.341913,0.110781,8.55919
286,0.266808,1.39045,0.0731702,0.34194,0.110779,8.55816
287,0.266822,1.3925,0.0730949,0.341964,0.110778,8.56022
288,0.266836,1.39442,0.0730219,0.341987,0.110778,8.5608
289,0.26685,1.39643,0.0729519,0.34201,0.110775,8.56136
290,0.266863,1.39873,0.0728853,0.342035,0.110769,8.56178
291,0.266876,1.40133,0.0728232,0.342062,0.110759,8.56244
292,0.266889,1.4046,0.0727665,0.342094,0.110746,8.5636
293,0.266902,1.40808,0.0727147,0.342129,0.110729,8.56453
294,0.266914,1.41147,0.0726683,0.342161,0.110715,8.56532
295,0.266924,1.41441,0.0726265,0.342189,0.110708,8.56598
296,0.266932,1.41664,0.0725894,0.342213,0.110708,8.56647
297,0.266937,1.41822,0.0725571,0.34223,0.110712,8.56484
298,0.26694,1.419,0.0725299,0.342245,0.110718,8.56693
299,0.266941,1.41947,0.0725078,0.34226,0.110726,8.5674
300,0.26694,1.4197,0.0724915,0.342274,0.110731,8.56766
301,0.266938,1.41963,0.0724807,0.342288,0.110733,8.56812
302,0.266935,1.41948,0.0724757,0.342301,0.110734,8.5685
303,0.266932,1.41919,0.0724763,0.342312,0.110734,8.56876
304,0.266928,1.41866,0.0724822,0.342316,0.110734,8.56871
305,0.266924,1.41807,0.0724929,0.342316,0.110736,8.56861
306,0.266921,1.41731,0.0725077,0.342306,0.110739,8.56844
307,0.266918,1.41652,0.0725273,0.342292,0.110743,8.56782
308,0.266916,1.41591,0.0725507,0.342275,0.110744,8.56725
309,0.266913,1.415,0.0725776,0.342253,0.110743,8.56676
310,0.266909,1.4138,0.0726074,0.342226,0.110745,8.56598
311,0.266905,1.41241,0.0726394,0.342199,0.110747,8.56567
312,0.2669,1.41092,0.0726738,0.342171,0.110749,8.56469
313,0.266895,1.40922,0.0727107,0.342138,0.110748,8.56365
314,0.266888,1.40739,0.0727499,0.342107,0.110748,8.56276
315,0.266881,1.40538,0.0727912,0.342075,0.110747,8.56193
316,0.266873,1.40334,0.0728348,0.342044,0.110747,8.56106
317,0.266864,1.40118,0.0728796,0.342012,0.110746,8.56018
318,0.266855,1.39899,0.0729258,0.341983,0.110745,8.55938
319,0.266846,1.39683,0.0729729,0.341954,0.110745,8.55866
320,0.266836,1.39492,0.0730207,0.341928,0.110745,8.55808
321,0.266828,1.39348,0.0730693,0.341907,0.110744,8.55764
322,0.266819,1.39245,0.0731187,0.341887,0.110739,8.55719
323,0.266811,1.39138,0.0731677,0.341872,0.110735,8.55733
324,0.266803,1.39007,0.0732151,0.341855,0.110736,8.55674
325,0.266795,1.38856,0.0732608,0.341835,0.110744,8.55626
326,0.266786,1.38682,0.0733042,0.341817,0.110753,8.55568
327,0.266778,1.38502,0.0733453,0.341799,0.110762,8.55531
328,0.26677,1.38319,0.0733838,0.34178,0.11077,8.55479
329,0.266762,1.38118,0.0734189,0.341761,0.110777,8.55423
330,0.266755,1.37892,0.073451,0.34174,0.110784,8.5537
331,0.266748,1.37684,0.07348,0.341722,0.110789,8.55326
332,0.266742,1.37497,0.0735062,0.341705,0.110791,8.55291
333,0.266736,1.37336,0.0735293,0.341691,0.110789,8.55065
334,0.266731,1.37205,0.0735494,0.341681,0.110786,8.55243
335,0.266727,1.37105,0.0735667,0.341672,0.110781,8.55226
336,0.266724,1.37029,0.0735809,0.341666,0.110777,8.55249
337,0.266722,1.36979,0.0735912,0.341662,0.110774,8.55184
338,0.26672,1.36943,0.0735982,0.341659,0.110772,8.55235
339,0.26672,1.36931,0.0736017,0.341657,0.110772,8.5522
340,0.26672,1.36938,0.0736018,0.341656,0.110772,8.55204
341,0.266721,1.36959,0.0735986,0.341659,0.110772,8.55185
342,0.266723,1.37014,0.0735928,0.34166,0.110772,8.55196
343,0.266726,1.37072,0.0735843,0.34166,0.110772,8.55194
344,0.26673,1.37141,0.0735733,0.341661,0.110774,8.55238
345,0.266734,1.37218,0.0735592,0.341663,0.110777,8.5523
346,0.266738,1.37306,0.0735426,0.341665,0.110778,8.55233
347,0.266742,1.37387,0.0735237,0.341669,0.110779,8.55249
348,0.266747,1.37471,0.0735022,0.341673,0.110779,8.55265
349,0.266751,1.37551,0.0734791,0.341681,0.110778,8.55287
350,0.266755,1.37654,0.0734546,0.341692,0.110776,8.55318
351,0.266758,1.37756,0.0734292,0.341705,0.110772,8.55354
352,0.266762,1.37872,0.0734028,0.341721,0.110769,8.55397
353,0.266766,1.37993,0.0733754,0.341739,0.110766,8.55445
354,0.266769,1.38121,0.0733481,0.341759,0.110763,8.55499
355,0.266773,1.38251,0.0733204,0.341779,0.110761,8.55543
356,0.266777,1.38392,0.0732927,0.341798,0.110761,8.55598
357,0.266782,1.38532,0.0732649,0.341817,0.110761,8.55638
358,0.266786,1.38662,0.0732374,0.341832,0.110762,8.55673
359,0.266792,1.38792,0.0732104,0.341847,0.110765,8.55708
360,0.266797,1.38924,0.073184,0.341861,0.110766,8.55754
361,0.266802,1.39053,0.0731586,0.341874,0.110766,8.55756
362,0.266808,1.3919,0.073135,0.34189,0.110765,8.55806
363,0.266813,1.39321,0.0731126,0.341905,0.110763,8.55882
364,0.266818,1.39453,0.0730926,0.341919,0.110761,8.55929
365,0.266824,1.39566,0.0730733,0.341931,0.110759,8.55956
366,0.266828,1.39665,0.073056,0.341941,0.110759,8.55973
367,0.266833,1.39747,0.07304,0.341947,0.11076,8.55949
368,0.266837,1.39809,0.073026,0.341953,0.110761,8.55957
369,0.26684,1.39846,0.0730133,0.341954,0.110762,8.55914
370,0.266844,1.3987,0.0730024,0.341957,0.110763,8.55918
371,0.266846,1.39872,0.0729931,0.341957,0.110763,8.5596
372,0.266848,1.3986,0.0729853,0.341957,0.110764,8.55958
373,0.266849,1.39858,0.0729796,0.341958,0.110763,8.55958
374,0.266851,1.39857,0.0729755,0.341957,0.11076,8.55991
375,0.266852,1.39858,0.072973,0.341955,0.110758,8.55981
376,0.266853,1.39849,0.0729718,0.341952,0.110755,8.55972
377,0.266854,1.39838,0.0729716,0.341947,0.110754,8.55962
378,0.266855,1.39823,0.0729728,0.341941,0.110753,8.5594
379,0.266856,1.39805,0.0729751,0.341932,0.110752,8.55915
380,0.266856,1.39785,0.0729785,0.341925,0.11075,8.55896
381,0.266855,1.39754,0.0729831,0.341919,0.11075,8.55884
382,0.266854,1.39726,0.0729882,0.341917,0.11075,8.55893
383,0.266853,1.39692,0.0729941,0.341913,0.11075,8.55858
384,0.266852,1.39654,0.0730013,0.34191,0.110751,8.55827
385,0.266851,1.39615,0.0730088,0.34191,0.110751,8.55865
386,0.26685,1.39604,0.073017,0.341913,0.110751,8.55853
387,0.266848,1.39585,0.0730261,0.341918,0.110749,8.5587
388,0.266847,1.39567,0.0730358,0.341923,0.110748,8.55864
389,0.266844,1.39548,0.0730462,0.341929,0.110747,8.55849
390,0.266842,1.39529,0.0730576,0.341935,0.110747,8.55869
391,0.266839,1.3951,0.073069,0.341944,0.110747,8.55882
392,0.266835,1.39466,0.073081,0.341949,0.110748,8.55961
393,0.266831,1.39414,0.0730924,0.341953,0.110751,8.55916
394,0.266827,1.39348,0.0731039,0.341954,0.110754,8.55951
395,0.266823,1.3927,0.0731151,0.341953,0.110758,8.55942
396,0.266819,1.39202,0.0731263,0.341952,0.110762,8.55938
397,0.266815,1.39127,0.0731365,0.341949,0.110765,8.5593
398,0.266811,1.39059,0.0731466,0.341947,0.110766,8.55921
399,0.266809,1.39003,0.0731564,0.341943,0.110768,8.55914
400,0.266806,1.38946,0.0731655,0.341937,0.110768,8.55898
401,0.266805,1.38896,0.0731736,0.34193,0.110768,8.55875
402,0.266803,1.3884,0.0731813,0.341918,0.110769,8.55846
403,0.266802,1.38794,0.0731885,0.341907,0.110769,8.55804
404,0.266802,1.38751,0.0731949,0.341897,0.110769,8.55775
405,0.266801,1.38706,0.0732008,0.341883,0.110769,8.55753
406,0.266801,1.38671,0.0732061,0.341873,0.110768,8.55711
407,0.266801,1.38629,0.0732113,0.341862,0.110768,8.55696
408,0.2668,1.38594,0.0732158,0.341852,0.110766,8.55655
409,0.2668,1.38573,0.0732196,0.341843,0.110765,8.55632
410,0.266799,1.38558,0.0732231,0.341835,0.110763,8.55626
411,0.266799,1.3855,0.0732265,0.341828,0.110762,8.55608
412,0.266799,1.38548,0.0732291,0.341821,0.110761,8.55586
413,0.266799,1.3855,0.0732312,0.341814,0.11076,8.55565
414,0.266799,1.38551,0.0732327,0.341805,0.110761,8.5554
415,0.2668,1.38557,0.0732338,0.341796,0.110761,8.55513
416,0.2668,1.38559,0.0732345,0.341786,0.110762,8.55484
417,0.266801,1.38557,0.0732346,0.341775,0.110762,8.55454
418,0.266801,1.38562,0.0732342,0.341766,0.110764,8.55429
419,0.266802,1.38574,0.0732331,0.341757,0.110765,8.55435
420,0.266803,1.38582,0.0732314,0.34175,0.110765,8.55379
