step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm
40,0.282599,1.39199,0.0774198,0.198794,0.0267692,5.56023
41,0.27791,0.746248,0.0777605,0.236607,0.0255967,6.67881
42,0.272774,0.0862292,0.0780077,0.279448,0.0279855,7.79672
43,0.267573,0.627138,0.0782017,0.321891,0.0341515,8.85041
44,0.262639,1.28892,0.0783769,0.361592,0.046264,9.79225
45,0.258242,1.90413,0.0785565,0.396754,0.060151,10.5871
46,0.254586,2.44769,0.0787508,0.426059,0.0748131,11.2112
47,0.251802,2.89516,0.0789584,0.448644,0.0893767,11.6503
48,0.249958,3.22525,0.0791687,0.463947,0.103094,11.8885
49,0.249066,3.4216,0.0793664,0.471843,0.11525,11.947
50,0.249094,3.47446,0.0795344,0.472429,0.125004,11.8343
51,0.249966,3.38379,0.0796585,0.466112,0.13271,11.5466
52,0.251576,3.16025,0.0797282,0.453614,0.138891,11.1175
53,0.253785,2.82591,0.0797374,0.435901,0.143645,10.5689
54,0.256442,2.40875,0.0796813,0.414227,0.145626,9.95965
55,0.259379,1.94007,0.0795569,0.389934,0.144965,9.30186
56,0.262423,1.45387,0.0793624,0.364486,0.142085,8.63874
57,0.265398,0.983972,0.0790963,0.339496,0.137444,8.0271
58,0.268141,0.561626,0.0787576,0.316493,0.131458,7.48844
59,0.270506,0.213979,0.0783454,0.296816,0.124574,7.05662
60,0.272376,0.0713263,0.0778594,0.281617,0.117235,6.76376
61,0.273675,0.220287,0.0773015,0.271616,0.109905,6.61176
62,0.274366,0.280463,0.0766758,0.267123,0.103018,6.60309
63,0.274459,0.247082,0.0759894,0.268023,0.0969844,6.72682
64,0.274001,0.13417,0.0752533,0.273768,0.0921395,6.96227
65,0.273075,0.0862292,0.0744809,0.283608,0.0887231,7.28472
66,0.271786,0.314658,0.0736871,0.296525,0.0868662,7.6614
67,0.270256,0.592483,0.0728878,0.311444,0.0865724,8.07573
68,0.268607,0.890873,0.0720981,0.32726,0.0877267,8.48867
69,0.266957,1.19272,0.0713312,0.342992,0.090146,8.8805
70,0.265412,1.48187,0.0705983,0.357746,0.0935564,9.23127
71,0.264061,1.74484,0.0699079,0.370794,0.097667,9.51848
72,0.262969,1.96971,0.0692656,0.381589,0.102149,9.75364
73,0.262184,2.14731,0.068675,0.389719,0.10671,9.90756
74,0.261729,2.27133,0.0681381,0.394989,0.111074,9.98574
75,0.261606,2.33867,0.0676557,0.397343,0.115,9.98964
76,0.2618,2.34994,0.0672278,0.396872,0.118313,9.92504
77,0.262279,2.30885,0.0668543,0.393832,0.120869,9.80065
78,0.262997,2.22123,0.0665343,0.388556,0.122599,9.61859
79,0.263899,2.09639,0.0662675,0.381534,0.123474,9.41788
80,0.264922,1.94481,0.0660536,0.37325,0.123503,9.18744
81,0.266001,1.77806,0.0658923,0.364292,0.122763,8.95062
82,0.267072,1.60791,0.0657833,0.355231,0.121356,8.72194
83,0.268075,1.44537,0.0657256,0.346611,0.119406,8.50786
84,0.268954,1.30011,0.0657182,0.338929,0.117062,8.33989
85,0.269668,1.17902,0.0657593,0.332569,0.114489,8.20578
86,0.270184,1.08769,0.0658473,0.327828,0.111858,8.11751
87,0.270485,1.02851,0.06598,0.324863,0.109323,8.07679
88,0.270567,1.00191,0.0661555,0.32372,0.107034,8.08229
89,0.270439,1.00561,0.0663716,0.324304,0.105112,8.1295
90,0.270124,1.03647,0.0666265,0.326428,0.103647,8.21158
91,0.269651,1.09002,0.0669186,0.329829,0.102697,8.32067
92,0.269058,1.16062,0.0672458,0.334186,0.102273,8.44757
93,0.268387,1.24207,0.0676058,0.339144,0.10237,8.5763
94,0.26768,1.32781,0.0679962,0.344348,0.102945,8.7175
95,0.266978,1.41195,0.0684142,0.349448,0.103922,8.84315
96,0.266317,1.48872,0.0688566,0.354142,0.105214,8.94625
97,0.265728,1.55356,0.0693196,0.358185,0.106719,9.04162
98,0.265235,1.60254,0.069799,0.361364,0.108328,9.10512
99,0.264854,1.63303,0.0702907,0.363571,0.109952,9.14154
100,0.264595,1.6439,0.0707897,0.36471,0.111471,9.15032
101,0.264457,1.63506,0.0712914,0.364816,0.112833,9.13325
102,0.264436,1.60754,0.0717907,0.363928,0.113957,9.09246
103,0.264518,1.56298,0.0722824,0.36216,0.114805,9.03152
104,0.264687,1.50454,0.0727618,0.359662,0.115352,8.95525
105,0.264923,1.43586,0.0732243,0.356619,0.115583,8.86884
106,0.265201,1.36085,0.0736652,0.353232,0.115527,8.77768
107,0.2655,1.2839,0.0740807,0.349719,0.115196,8.68736
108,0.265797,1.20917,0.0744669,0.346286,0.114631,8.60288
109,0.266071,1.14021,0.0748204,0.343115,0.113891,8.52851
110,0.266304,1.07992,0.0751383,0.340371,0.113029,8.46789
111,0.266482,1.03117,0.0754183,0.33818,0.112104,8.4234
112,0.266598,0.995046,0.0756584,0.336622,0.111178,8.3963
113,0.266647,0.972168,0.0758575,0.335735,0.110305,8.3868
114,0.266628,0.962662,0.0760147,0.335521,0.109538,8.394
115,0.266548,0.965503,0.07613,0.335928,0.108912,8.41605
116,0.266415,0.979587,0.0762041,0.336884,0.108454,8.45036
117,0.26624,1.00308,0.076238,0.338295,0.10818,8.49413
118,0.266038,1.03401,0.0762331,0.340038,0.108091,8.54405
119,0.265824,1.07027,0.076191,0.341987,0.108178,8.59031
120,0.26561,1.10906,0.0761135,0.344013,0.108423,8.64887
121,0.265411,1.14825,0.0760027,0.345996,0.108801,8.6976
122,0.26524,1.18597,0.0758607,0.347827,0.109279,8.74053
123,0.265106,1.21997,0.0756898,0.349414,0.109821,8.77565
124,0.265016,1.24945,0.0754921,0.35069,0.110388,8.80175
125,0.264974,1.27303,0.07527,0.351612,0.110946,8.81821
126,0.264982,1.29044,0.0750257,0.352161,0.11146,8.82498
127,0.265038,1.30161,0.0747615,0.352344,0.111905,8.82269
128,0.265137,1.30701,0.0744798,0.352188,0.112258,8.81239
129,0.265275,1.30716,0.0741829,0.351736,0.112504,8.79554
130,0.265442,1.30341,0.0738733,0.351051,0.11264,8.77394
131,0.265631,1.29664,0.0735535,0.350199,0.112661,8.74956
132,0.26583,1.28831,0.0732259,0.349251,0.112571,8.72396
133,0.266032,1.27947,0.0728931,0.348286,0.112398,8.69953
134,0.266228,1.27134,0.0725578,0.347367,0.112144,8.67754
135,0.26641,1.26517,0.0722226,0.346553,0.11183,8.65921
136,0.266571,1.26161,0.0718905,0.3459,0.111486,8.64585
137,0.266706,1.2613,0.0715643,0.345439,0.111128,8.63832
138,0.266814,1.2647,0.0712465,0.345188,0.110776,8.63597
139,0.266892,1.27211,0.0709401,0.345166,0.110449,8.63956
140,0.266941,1.28298,0.0706475,0.345356,0.110172,8.64841
141,0.266963,1.29739,0.0703714,0.345742,0.109949,8.66173
142,0.266961,1.31448,0.0701139,0.346291,0.109788,8.67869
143,0.26694,1.33354,0.0698768,0.346967,0.109693,8.69773
144,0.266903,1.35335,0.069662,0.347718,0.109673,8.71825
145,0.266856,1.3733,0.069471,0.348508,0.109714,8.73865
146,0.266804,1.39255,0.0693053,0.349289,0.109811,8.75796
147,0.266752,1.41028,0.069166,0.350014,0.109954,8.77514
148,0.266704,1.4256,0.0690536,0.350651,0.110128,8.78942
149,0.266662,1.43804,0.0689686,0.351171,0.110323,8.80019
150,0.266631,1.44726,0.0689113,0.351552,0.110523,8.80712
151,0.26661,1.45307,0.0688814,0.351785,0.110718,8.81009
152,0.2666,1.45535,0.0688787,0.351867,0.110895,8.80929
153,0.266601,1.45414,0.0689025,0.351803,0.111045,8.80492
154,0.266611,1.44983,0.0689518,0.351606,0.111162,8.79745
155,0.266628,1.44252,0.0690256,0.351296,0.111242,8.78748
156,0.266649,1.43286,0.0691225,0.350896,0.111283,8.77572
157,0.266673,1.42134,0.0692413,0.350432,0.111286,8.76293
158,0.266696,1.40848,0.0693801,0.349931,0.111254,8.74966
159,0.266715,1.39494,0.0695374,0.349421,0.111191,8.7367
160,0.266728,1.38112,0.0697113,0.348929,0.111104,8.7247
161,0.266733,1.36759,0.0699,0.348476,0.111001,8.71409
162,0.266727,1.35465,0.0701014,0.348077,0.110888,8.70517
163,0.266712,1.34261,0.0703135,0.34775,0.110773,8.69828
164,0.266684,1.33193,0.0705343,0.347501,0.110664,8.69347
165,0.266646,1.32234,0.0707618,0.34733,0.110568,8.69068
166,0.266598,1.31418,0.0709939,0.347238,0.110484,8.68979
167,0.266541,1.30716,0.0712283,0.34721,0.110431,8.68324
168,0.266476,1.30116,0.0714631,0.34725,0.110396,8.69259
169,0.266406,1.29604,0.0716964,0.347334,0.110387,8.69555
170,0.266334,1.29165,0.0719264,0.34745,0.110402,8.69902
171,0.266261,1.28786,0.0721513,0.347582,0.110435,8.70249
172,0.26619,1.28405,0.0723692,0.347714,0.110493,8.70594
173,0.266123,1.28039,0.0725784,0.34783,0.110564,8.70867
174,0.26606,1.27656,0.0727772,0.34793,0.110639,8.7107
175,0.266005,1.27272,0.0729644,0.347998,0.110723,8.71173
176,0.265958,1.26841,0.0731387,0.348026,0.110804,8.71175
177,0.265918,1.26362,0.0732986,0.348014,0.110887,8.7106
178,0.265888,1.2585,0.0734433,0.347959,0.11096,8.70847
179,0.265866,1.2532,0.0735717,0.347869,0.111021,8.70544
180,0.265853,1.24788,0.0736831,0.347745,0.111068,8.70175
181,0.265847,1.24238,0.0737768,0.347594,0.111099,8.69754
182,0.265847,1.23717,0.0738522,0.347433,0.111115,8.69324
183,0.265853,1.23242,0.0739092,0.347265,0.111118,8.68887
184,0.265863,1.22812,0.0739475,0.347098,0.111106,8.68481
185,0.265876,1.22461,0.0739673,0.346946,0.111083,8.68121
186,0.265892,1.22189,0.0739687,0.346814,0.111051,8.67829
187,0.26591,1.22013,0.0739522,0.346707,0.111012,8.67617
188,0.265928,1.21949,0.0739181,0.346633,0.110969,8.67495
189,0.265946,1.22013,0.0738674,0.346597,0.110925,8.67473
190,0.265964,1.22189,0.0738005,0.346597,0.110882,8.67547
191,0.265981,1.22461,0.0737186,0.346635,0.110843,8.67711
192,0.265998,1.2286,0.0736226,0.346706,0.11081,8.67952
193,0.266015,1.23337,0.0735137,0.346807,0.110784,8.68272
194,0.266032,1.23923,0.0733932,0.346935,0.110766,8.68639
195,0.266049,1.24553,0.0732624,0.347082,0.110756,8.69044
196,0.266067,1.25242,0.0731225,0.347242,0.110753,8.69474
197,0.266086,1.25974,0.0729749,0.347409,0.110758,8.69906
198,0.266106,1.26718,0.0728212,0.347577,0.110768,8.70327
199,0.266128,1.27457,0.0726628,0.347739,0.110783,8.70724
200,0.266152,1.28207,0.0725012,0.347892,0.1108,8.71088
201,0.266177,1.28922,0.0723378,0.348039,0.11082,8.71408
202,0.266204,1.29619,0.0721739,0.34815,0.110835,8.71684
203,0.266233,1.30251,0.0720111,0.348257,0.110848,8.71918
204,0.266263,1.30851,0.0718507,0.348345,0.110864,8.72104
205,0.266294,1.31433,0.0716944,0.348415,0.110873,8.72248
206,0.266326,1.31953,0.071543,0.348468,0.110877,8.7235
207,0.266358,1.32441,0.071398,0.348506,0.110876,8.72419
208,0.26639,1.32898,0.0712604,0.348533,0.11087,8.72462
209,0.26642,1.33295,0.071131,0.348548,0.11086,8.72515
210,0.266449,1.33662,0.0710107,0.34856,0.11084,8.72506
211,0.266475,1.33984,0.0709004,0.348565,0.110828,8.72517
212,0.266498,1.34261,0.0708009,0.348575,0.110809,8.72544
213,0.266518,1.34523,0.0707128,0.348584,0.11079,8.72567
214,0.266535,1.34756,0.0706369,0.348598,0.11077,8.72605
215,0.266549,1.34959,0.0705733,0.348614,0.11075,8.72652
216,0.266559,1.35147,0.0705224,0.348633,0.110733,8.72702
217,0.266566,1.35292,0.0704843,0.348656,0.110718,8.72766
218,0.26657,1.35407,0.0704591,0.348677,0.110706,8.72824
219,0.26657,1.35494,0.0704468,0.348702,0.110698,8.72887
220,0.266567,1.35537,0.070447,0.348725,0.110694,8.7294
221,0.266562,1.35537,0.0704597,0.348746,0.110693,8.72991
222,0.266553,1.35509,0.0704844,0.348764,0.110695,8.73026
223,0.266543,1.35422,0.0705206,0.348775,0.1107,8.73043
224,0.266531,1.35292,0.0705678,0.348779,0.110707,8.7304
225,0.266517,1.35133,0.0706254,0.348776,0.110716,8.73014
226,0.266502,1.34915,0.0706927,0.348763,0.110726,8.72965
227,0.266485,1.34668,0.0707688,0.348741,0.110737,8.72892
228,0.266468,1.34377,0.070853,0.348711,0.110748,8.72795
229,0.26645,1.34042,0.0709443,0.34867,0.110758,8.72673
230,0.266432,1.33691,0.0710419,0.34862,0.110768,8.72534
231,0.266413,1.33295,0.0711446,0.348562,0.110777,8.7237
232,0.266394,1.32884,0.0712516,0.348499,0.110785,8.72199
233,0.266375,1.32441,0.0713618,0.348429,0.110792,8.72015
234,0.266355,1.31997,0.0714741,0.348354,0.110797,8.7182
235,0.266335,1.31522,0.0715875,0.348278,0.110801,8.71621
236,0.266315,1.3106,0.0717012,0.3482,0.110804,8.71427
237,0.266295,1.30596,0.071814,0.348125,0.110806,8.71239
238,0.266276,1.30161,0.0719253,0.348054,0.110806,8.71066
239,0.266256,1.29754,0.0720338,0.347987,0.110806,8.70903
240,0.266237,1.29331,0.0721386,0.347923,0.110805,8.7075
241,0.266218,1.28937,0.072239,0.347865,0.110808,8.70613
242,0.266199,1.28557,0.0723343,0.347812,0.110809,8.70489
243,0.266181,1.28222,0.0724237,0.347762,0.11081,8.70382
244,0.266164,1.27917,0.0725066,0.347724,0.110812,8.70299
245,0.266149,1.27641,0.0725825,0.347691,0.110815,8.70225
246,0.266134,1.27395,0.0726507,0.347663,0.110817,8.70175
247,0.266121,1.27196,0.0727109,0.34764,0.110822,8.70117
248,0.26611,1.27026,0.0727628,0.347621,0.110827,8.70072
249,0.266101,1.26872,0.072806,0.347604,0.110833,8.70035
250,0.266093,1.26764,0.0728404,0.34759,0.110839,8.70007
251,0.266088,1.26656,0.072866,0.347576,0.110845,8.6998
252,0.266084,1.2661,0.0728827,0.347568,0.110851,8.6996
253,0.266083,1.26579,0.0728905,0.34756,0.110856,8.69946
254,0.266083,1.26579,0.0728895,0.347556,0.11086,8.6994
255,0.266085,1.2661,0.07288,0.347555,0.110863,8.69945
256,0.266089,1.26671,0.0728622,0.347555,0.110865,8.69954
257,0.266095,1.26749,0.0728364,0.347559,0.110866,8.69969
258,0.266102,1.26857,0.072803,0.347565,0.110866,8.69991
259,0.266111,1.26995,0.0727626,0.347577,0.110864,8.70028
260,0.266121,1.27165,0.0727155,0.347592,0.110862,8.70074
261,0.266133,1.27349,0.0726623,0.34761,0.110859,8.70127
262,0.266145,1.27564,0.0726037,0.347636,0.110854,8.70197
263,0.266158,1.27794,0.0725401,0.347661,0.11085,8.70272
264,0.266172,1.28039,0.0724723,0.347691,0.110845,8.70354
265,0.266186,1.28314,0.072401,0.347727,0.110841,8.70449
266,0.266201,1.28603,0.0723268,0.347767,0.110836,8.70555
267,0.266215,1.28877,0.0722504,0.347805,0.110831,8.7066
268,0.26623,1.29165,0.0721725,0.347846,0.110827,8.70767
269,0.266245,1.29452,0.0720937,0.347889,0.110822,8.70879
270,0.26626,1.29754,0.0720149,0.347933,0.110818,8.70991
271,0.266275,1.30056,0.0719367,0.347979,0.110814,8.71109
272,0.266289,1.30356,0.0718598,0.348025,0.11081,8.71225
273,0.266303,1.30641,0.0717848,0.34807,0.110806,8.71336
274,0.266317,1.30925,0.0717122,0.348116,0.110803,8.71449
275,0.26633,1.31194,0.0716427,0.348158,0.1108,8.71553
276,0.266342,1.31462,0.0715769,0.348199,0.110797,8.71653
277,0.266354,1.31715,0.0715151,0.348239,0.110795,8.71749
278,0.266364,1.31923,0.0714577,0.348273,0.110793,8.71829
279,0.266374,1.32116,0.0714053,0.348306,0.110791,8.71902
280,0.266383,1.32308,0.0713581,0.348335,0.11079,8.71972
281,0.266391,1.32441,0.0713164,0.34836,0.110788,8.72027
282,0.266398,1.32589,0.0712806,0.348382,0.110786,8.72074
283,0.266403,1.32692,0.0712507,0.348402,0.110784,8.7212
284,0.266408,1.32781,0.0712268,0.348415,0.110782,8.72145
285,0.266412,1.3284,0.0712092,0.348426,0.110782,8.72169
286,0.266414,1.32898,0.0711977,0.348437,0.110777,8.72192
287,0.266414,1.32913,0.0711923,0.348443,0.110775,8.72202
288,0.266414,1.32913,0.0711931,0.348448,0.110773,8.72207
289,0.266413,1.32913,0.0711998,0.34845,0.110772,8.72206
290,0.266411,1.32854,0.0712122,0.348446,0.110771,8.72192
291,0.266407,1.32795,0.0712301,0.348441,0.110772,8.72171
292,0.266402,1.32722,0.0712533,0.348437,0.110772,8.72152
293,0.266397,1.32604,0.0712813,0.348423,0.110773,8.72115
294,0.26639,1.32471,0.0713139,0.348408,0.110775,8.72069
295,0.266383,1.32338,0.0713508,0.348392,0.110776,8.72022
296,0.266375,1.32205,0.0713915,0.348374,0.110778,8.71974
297,0.266367,1.32057,0.0714357,0.348356,0.110779,8.71922
298,0.266358,1.31864,0.0714826,0.34833,0.110781,8.71855
299,0.266348,1.31671,0.0715321,0.348302,0.110784,8.71779
300,0.266338,1.31462,0.0715834,0.348274,0.110786,8.71707
301,0.266328,1.31269,0.0716364,0.348243,0.110789,8.71628
302,0.266318,1.3106,0.0716904,0.348212,0.110791,8.71547
303,0.266307,1.30851,0.0717449,0.348181,0.110793,8.71469
304,0.266297,1.30656,0.0717995,0.348151,0.110795,8.71391
305,0.266287,1.30446,0.0718537,0.34812,0.110797,8.71314
306,0.266277,1.30251,0.071907,0.348089,0.1108,8.71239
307,0.266267,1.30056,0.071959,0.348059,0.110802,8.71162
308,0.266257,1.29875,0.0720093,0.34803,0.110805,8.71093
309,0.266248,1.29694,0.0720574,0.348004,0.110808,8.71027
310,0.266239,1.29513,0.072103,0.347977,0.11081,8.70963
311,0.26623,1.29362,0.0721458,0.347951,0.110813,8.70901
312,0.266223,1.29225,0.0721854,0.347931,0.110816,8.7085
313,0.266216,1.29089,0.0722217,0.347911,0.110818,8.70804
314,0.266209,1.28968,0.0722542,0.347892,0.110821,8.70759
315,0.266204,1.28862,0.0722829,0.347873,0.110823,8.70714
316,0.266199,1.2874,0.0723075,0.347856,0.110825,8.70675
317,0.266195,1.28664,0.0723281,0.34784,0.110827,8.70639
318,0.266192,1.28603,0.0723445,0.347829,0.110829,8.70616
319,0.266189,1.28557,0.0723566,0.347819,0.110829,8.70598
320,0.266188,1.28512,0.0723644,0.347811,0.11083,8.70582
321,0.266188,1.28512,0.0723681,0.347806,0.11083,8.70571
322,0.266188,1.28527,0.0723675,0.347805,0.110831,8.70572
323,0.266189,1.28542,0.0723629,0.347804,0.110831,8.70578
324,0.266191,1.28573,0.0723541,0.347807,0.110831,8.70588
325,0.266193,1.28603,0.0723416,0.347809,0.110831,8.70597
326,0.266197,1.28664,0.0723255,0.347815,0.110831,8.70618
327,0.2662,1.2874,0.072306,0.347825,0.110831,8.70646
328,0.266205,1.28816,0.0722833,0.347836,0.11083,8.70677
329,0.26621,1.28907,0.0722577,0.347847,0.110829,8.70711
330,0.266215,1.28998,0.0722294,0.347859,0.110828,8.70746
331,0.266221,1.29119,0.072199,0.347876,0.110826,8.7079
332,0.266228,1.29256,0.0721665,0.347895,0.110824,8.70841
333,0.266235,1.29392,0.0721324,0.347916,0.110822,8.70896
334,0.266242,1.29543,0.0720969,0.347937,0.11082,8.70951
335,0.266249,1.29679,0.0720602,0.347959,0.110819,8.71007
336,0.266256,1.29815,0.0720229,0.347981,0.110818,8.71065
337,0.266263,1.2995,0.0719851,0.348003,0.110817,8.7112
338,0.26627,1.30086,0.0719473,0.348024,0.110816,8.71174
339,0.266277,1.30221,0.0719098,0.348047,0.110814,8.71229
340,0.266284,1.30356,0.0718728,0.348068,0.110812,8.71283
341,0.266291,1.30491,0.071837,0.34809,0.11081,8.71336
342,0.266298,1.30626,0.0718022,0.348111,0.110808,8.71389
343,0.266304,1.30746,0.071769,0.348131,0.110806,8.71438
344,0.26631,1.30881,0.0717375,0.34815,0.110803,8.71487
345,0.266316,1.31,0.071708,0.348169,0.110801,8.71531
346,0.266321,1.3109,0.0716806,0.348186,0.1108,8.71574
347,0.266326,1.31179,0.0716556,0.3482,0.110798,8.71605
348,0.26633,1.31254,0.0716331,0.348213,0.110797,8.71636
349,0.266334,1.31328,0.0716132,0.348225,0.110796,8.71664
350,0.266337,1.31403,0.0715962,0.348237,0.110795,8.71689
351,0.26634,1.31462,0.0715821,0.348247,0.110793,8.71714
352,0.266342,1.31507,0.0715709,0.348258,0.110792,8.71733
353,0.266344,1.31552,0.0715626,0.348266,0.110791,8.71753
354,0.266345,1.31567,0.0715572,0.348269,0.110791,8.71756
355,0.266345,1.31567,0.0715548,0.348271,0.110791,8.71758
356,0.266345,1.31581,0.0715552,0.348273,0.110791,8.71759
357,0.266344,1.31567,0.0715586,0.348274,0.110791,8.71757
358,0.266343,1.31567,0.0715647,0.348274,0.110791,8.71753
359,0.266341,1.31507,0.0715733,0.348269,0.110791,8.71741
360,0.266339,1.31462,0.0715844,0.348261,0.110792,8.71717
361,0.266336,1.31403,0.0715979,0.348253,0.110792,8.71694
362,0.266333,1.31343,0.0716137,0.348244,0.110792,8.71668
363,0.26633,1.31269,0.0716315,0.348233,0.110792,8.71639
364,0.266326,1.31194,0.0716511,0.348222,0.110793,8.71609
365,0.266322,1.31135,0.0716724,0.348211,0.110793,8.71577
366,0.266318,1.3106,0.0716951,0.3482,0.110794,8.71548
367,0.266313,1.30985,0.0717189,0.348187,0.110795,8.71513
368,0.266309,1.30896,0.0717436,0.348174,0.110796,8.7148
369,0.266304,1.30791,0.0717689,0.348159,0.110798,8.71439
370,0.266298,1.30686,0.0717946,0.348143,0.1108,8.71398
371,0.266293,1.30581,0.0718205,0.348126,0.110802,8.71356
372,0.266288,1.30491,0.0718465,0.34811,0.110804,8.71315
373,0.266283,1.30386,0.0718724,0.348094,0.110805,8.71275
374,0.266278,1.30281,0.0718978,0.348077,0.110806,8.71234
375,0.266273,1.30176,0.0719226,0.348061,0.110806,8.71195
376,0.266269,1.30101,0.0719467,0.348049,0.110807,8.71161
377,0.266264,1.30026,0.0719696,0.348036,0.110808,8.71131
378,0.26626,1.2995,0.0719914,0.348024,0.110809,8.71101
379,0.266257,1.29875,0.0720118,0.34801,0.11081,8.71068
380,0.266253,1.298,0.0720306,0.347997,0.110811,8.71037
381,0.26625,1.29739,0.0720478,0.347987,0.110813,8.71012
382,0.266247,1.29679,0.0720633,0.347976,0.110814,8.70988
383,0.266244,1.29619,0.0720768,0.347967,0.110815,8.70965
384,0.266242,1.29558,0.0720885,0.347957,0.110816,8.70945
385,0.26624,1.29513,0.0720983,0.347949,0.110817,8.7093
386,0.266239,1.29468,0.072106,0.347942,0.110817,8.70917
387,0.266238,1.29468,0.0721118,0.347938,0.110817,8.70906
388,0.266237,1.29452,0.0721155,0.347936,0.110817,8.70906
389,0.266237,1.29468,0.0721173,0.347937,0.110816,8.70908
390,0.266237,1.29468,0.0721169,0.347939,0.110816,8.70916
391,0.266237,1.29483,0.0721145,0.347941,0.110817,8.70924
392,0.266238,1.29498,0.0721102,0.347944,0.110818,8.70933
393,0.266239,1.29498,0.0721041,0.347946,0.110818,8.70942
394,0.266241,1.29528,0.0720962,0.34795,0.110819,8.70954
395,0.266242,1.29543,0.0720868,0.347954,0.110818,8.70965
396,0.266244,1.29588,0.0720759,0.34796,0.110818,8.70982
397,0.266247,1.29649,0.0720637,0.34797,0.110817,8.71009
398,0.26625,1.29709,0.0720502,0.34798,0.110816,8.71035
399,0.266252,1.2977,0.0720356,0.347988,0.110815,8.71058
400,0.266255,1.2983,0.0720201,0.347998,0.110815,8.71083
401,0.266259,1.2989,0.0720037,0.348007,0.110815,8.71108
402,0.266262,1.29965,0.0719866,0.348019,0.110814,8.71134
403,0.266265,1.30026,0.0719691,0.34803,0.110814,8.71164
404,0.266269,1.30101,0.0719512,0.34804,0.110814,8.71189
405,0.266272,1.30161,0.0719331,0.348049,0.110813,8.71213
406,0.266276,1.30221,0.0719151,0.34806,0.110812,8.71238
407,0.266279,1.30281,0.0718971,0.34807,0.110811,8.71266
408,0.266283,1.30356,0.0718795,0.34808,0.11081,8.71292
409,0.266286,1.30416,0.0718624,0.34809,0.110809,8.71313
410,0.266289,1.30476,0.0718458,0.348099,0.110808,8.71336
411,0.266292,1.30536,0.07183,0.348107,0.110807,8.71357
412,0.266295,1.30581,0.071815,0.348116,0.110805,8.71377
413,0.266298,1.30641,0.071801,0.348125,0.110804,8.714
414,0.266301,1.30701,0.0717879,0.348134,0.110803,8.71419
415,0.266303,1.30746,0.071776,0.348142,0.110802,8.7144
416,0.266305,1.30776,0.0717653,0.348148,0.110802,8.71454
417,0.266307,1.30806,0.0717558,0.348153,0.110801,8.71466
418,0.266308,1.30821,0.0717476,0.348156,0.110801,8.71472
419,0.266309,1.30851,0.0717409,0.348159,0.1108,8.71479
420,0.26631,1.30866,0.0717356,0.348162,0.110799,8.71487
