step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
55,1.1,0.213126,0.0761985,0.112514,0.0244135,0.133938,0,0.952687,0.223761,-0.107798,0.767456,0.332837,-0.0821629,0.5,0.37975,0,-0.180879,0.508283,0.650931,12.4473,45.43
56,1.12,0.233634,0.0509963,0.103386,0.0792514,0.142986,0,1.07446,0.0679361,0.155575,0.0100629,0.467088,-0.0527669,0.5,0.37523,0,-0.172026,0.512923,0.593992,11.5239,45.43
57,1.14,0.401788,0.0998574,0.106154,0.195776,0.133058,0,0.791804,0.0334834,-0.241501,-1.4962,0.302976,0.0629524,0.5,0.370711,0,-0.203452,0.539478,0.475363,10.3704,32.9848
58,1.16,0.402657,0.051009,0.0808828,0.270765,0.135097,0,0.554684,0.00659955,0.190411,-0.65618,0.403604,0.103386,0.5,0.366191,0,-0.149426,0.578072,0.398266,7.69755,18.08
59,1.18,0.411903,0.0322927,0.0694846,0.310125,0.152653,0,0.56459,0.0387438,0.166843,0.465783,0.269228,0.166567,0.5,0.361672,0,-0.136605,0.595546,0.356794,5.04559,15.0006
60,1.2,0.409922,0.0736308,0.0312288,0.305063,0.173321,0,0.750664,0.00651938,0.309697,-0.126267,0.229556,0.232446,0.5,0.357152,0,-0.189755,0.635789,0.359741,5.57652,14.7573
61,1.22,0.420662,0.106078,0.0134041,0.301179,0.18495,0,0.961579,-0.0086756,0.0956336,0.678897,0.110493,0.278544,0.5,0.352633,0,-0.237076,0.676306,0.361506,5.83225,13.9886
62,1.24,0.448663,0.127681,0.03444,0.286541,0.175553,0,1.21458,0.118265,-0.0652108,0.381063,0.0460503,0.242128,0.5,0.348114,0,-0.26964,0.695412,0.374021,6.38005,15.6636
63,1.26,0.475815,0.137254,0.0678008,0.27076,0.167094,0,1.4564,-0.0141921,0.0644962,-0.351194,-0.00707089,0.211247,0.5,0.343594,0,-0.27692,0.731848,0.387677,6.90293,23.6568
64,1.28,0.470783,0.117274,0.0584038,0.295105,0.162327,0,1.18797,0.257043,0.166987,-0.0307776,-0.188383,0.192098,0.5,0.339075,0,-0.265085,0.730006,0.361202,7.12239,40.4625
65,1.3,0.429109,0.110752,0.0402834,0.278074,0.153702,0,0.492702,0.566239,0.296422,-0.0709349,-0.352297,0.110592,0.5,0.334555,0,-0.29887,0.718707,0.376101,7.64278,45.43
66,1.32,0.391703,0.138825,0.0179471,0.234931,0.160316,0,0.548129,0.641105,-0.0452186,0.305044,-0.544069,0.0317343,0.5,0.330036,0,-0.380972,0.708553,0.417108,8.58324,45.43
67,1.34,0.313826,0.137379,0.00924426,0.167203,0.179014,0,1.41075,0.858939,0.0335178,0.273702,-0.634731,-0.0692138,0.5,0.325516,0,-0.458555,0.684016,0.482697,9.3507,45.43
68,1.36,0.329697,0.143514,0.0456778,0.140505,0.184605,0,2.03104,0.762808,-0.0333601,-0.335906,-0.668907,-0.135905,0.5,0.320997,0,-0.525503,0.678255,0.507251,9.2782,21.4165
69,1.38,0.330348,0.126071,0.011521,0.192756,0.164682,0,2.87264,0.642065,0.335407,1.7551,-0.648837,-0.0531542,0.5,0.316478,0,-0.560476,0.745322,0.452855,8.30621,17.8297
70,1.4,0.467905,0.147851,0.0334864,0.286567,0.127686,0,6.0094,0.68122,0.467545,2.65399,-0.595526,0.0842458,0.5,0.311958,0,-0.659984,0.76788,0.356894,7.11858,18.0334
71,1.42,0.539012,0.203503,0.00954884,0.325961,0.129654,0,5.69902,0.140308,0.0538798,0.222153,-0.840688,0.147804,0.5,0.307439,0,-0.738818,0.725028,0.315349,6.67502,14.7261
72,1.44,0.56739,0.211651,0.00271606,0.353023,0.136282,0,4.88787,-0.149443,0.00640333,-0.804886,-0.929832,0.16316,0.5,0.302919,0,-0.743265,0.743516,0.286131,6.01664,17.4681
73,1.46,0.589069,0.200255,0.0246243,0.36419,0.14578,0,4.61884,-0.168793,-0.135678,0.917352,-0.853013,0.184307,0.5,0.2984,0,-0.723783,0.772044,0.272806,5.15853,20.1867
74,1.48,0.610446,0.206519,0.0368554,0.367072,0.139711,0,2.98261,-0.0869622,-0.184375,0.208249,-0.760325,0.168408,0.5,0.29388,0,-0.72786,0.780767,0.267762,5.64063,20.7413
75,1.5,0.620541,0.17307,0.0845511,0.36292,0.150324,0,6.69273,-0.123221,-0.305924,0.0622883,-0.604439,0.186389,0.5,0.289361,0,-0.680658,0.843101,0.26975,7.6402,23.7
76,1.52,0.642648,0.110254,0.188567,0.343826,0.15734,0,3.75402,-0.135199,-0.560962,-0.602941,-0.175335,0.169782,0.5,0.284841,0,-0.588691,0.982154,0.286677,9.95826,23.2444
77,1.54,0.722787,0.0198495,0.267345,0.435593,0.153058,0,6.32745,-0.267216,-0.732216,0.402906,0.307137,0.170487,0.5,0.280322,0,-0.460531,1.09001,0.19274,11.8745,20.6112
78,1.56,0.749536,0.00997236,0.258343,0.481221,0.143001,0,9.4328,-0.39354,-0.553635,0.801935,0.440992,0.100829,0.5,0.275803,0,-0.375969,1.1188,0.144939,13.711,16.6721
79,1.58,0.757035,0.0428209,0.2352,0.479014,0.183575,0,13.388,-0.073405,-0.12986,-1.32493,0.670368,0.0470968,0.5,0.271283,0,-0.293408,1.13672,0.14497,16.7626,19.1808
80,1.6,0.731062,0.0635412,0.239681,0.42784,0.209918,0,14.7072,0.322117,-0.329963,1.12551,0.769948,-0.0791227,0.5,0.266764,0,-0.228377,1.21126,0.193965,20.1051,23.6479
81,1.62,0.698781,0.0766715,0.229694,0.392415,0.217535,0,12.3589,0.0325893,-0.275132,-0.316379,0.964674,-0.212672,0.5,0.262244,0,-0.158639,1.26869,0.227209,24.1798,15.7794
82,1.64,0.658481,0.058802,0.197973,0.401707,0.219385,0,9.52509,-0.165823,-0.263348,-0.482334,1.15086,-0.263905,0.5,0.257725,0,-0.102681,1.28143,0.215734,27.2979,24.0519
83,1.66,0.648717,0.0412512,0.170299,0.437167,0.217872,0,10.2782,-0.212838,-0.216408,-1.34358,1.27123,-0.220298,0.5,0.253205,0,-0.0478493,1.27905,0.178087,30.3472,31.3992
84,1.68,0.670288,0.0285986,0.144999,0.49669,0.221052,0,10.4208,-0.0224994,-0.268263,-1.1088,1.35955,-0.118214,0.5,0.248686,0,-0.00972592,1.27459,0.116375,33.688,36.9047
85,1.7,0.667657,0.00989933,0.108695,0.549063,0.217237,0,10.8195,0.297183,-0.392267,-0.919605,1.49844,-0.0224892,0.5,0.244167,0,0.0258819,1.28588,0.0618113,37.2516,36.2148
86,1.72,0.636226,0.0251896,0.0846114,0.526425,0.193923,0,11.3939,0.428799,-0.415787,-0.626374,1.51424,0.0582517,0.5,0.239647,0,0.0736567,1.33576,0.0822549,40.9724,16.0747
87,1.74,0.663527,0.0236693,0.100673,0.539184,0.176091,0,10.3528,-0.235948,-0.319042,1.56139,1.31396,0.120673,0.5,0.235128,0,0.058307,1.34891,0.0672993,44.3614,11.4733
88,1.76,0.640186,0.042393,0.0674473,0.530346,0.178864,0,8.15845,-0.0696193,-0.0339824,0.397452,1.47937,0.136461,0.5,0.230608,0,0.0176431,1.29353,0.073939,45.782,16.2051
89,1.78,0.607631,0.046871,0.0378622,0.522898,0.169977,0,5.51941,-0.320295,-0.422163,2.08298,1.37605,0.0768848,0.5,0.226089,0,0.0170662,1.2487,0.0791857,44.9578,17.0555
90,1.8,0.542077,0.0468443,0.000294685,0.494938,0.163152,0,2.0721,-0.218954,-0.119912,-0.553525,1.76213,0.0557108,0.5,0.221569,0,0.0392768,1.20842,0.104943,41.9835,23.7
91,1.82,0.559936,0.0459023,0.0331479,0.480886,0.148528,0,1.77303,0.0261812,0.0221747,-0.192418,1.76811,0.0262399,0.5,0.21705,0,0.0625721,1.18744,0.116789,39.2311,23.7
92,1.84,0.53956,0.0362219,0.0475757,0.455762,0.14886,0,2.00934,-0.0954488,-0.154702,1.07769,1.81291,0.0260603,0.5,0.212531,0,0.0752427,1.17746,0.139705,37.0987,23.7
93,1.86,0.526705,0.0186296,0.0746409,0.433435,0.147572,0,2.39733,-0.0068269,-0.00667099,0.0606736,1.87975,0.0240738,0.5,0.208011,0,0.100907,1.1584,0.159822,33.5136,23.7
94,1.88,0.552928,0.00366474,0.105881,0.443382,0.148424,0,2.89517,-0.0431671,-0.0437986,0.251849,1.87428,0.0194026,0.5,0.203492,0,0.121245,1.12336,0.147663,29.1335,23.7
95,1.9,0.602391,0.0226941,0.112718,0.466978,0.151024,0,3.96959,-0.0122168,-0.0115863,0.110356,1.84651,0.00754507,0.5,0.198972,0,0.134852,1.10374,0.121853,25.6679,23.7
96,1.92,0.686398,0.0507937,0.114213,0.521391,0.153487,0,5.67592,-0.00041528,-0.0230897,-0.0536651,1.82173,-0.00378261,0.5,0.194453,0,0.144596,1.07632,0.0652237,22.1967,23.7
97,1.94,0.72421,0.0778402,0.0846124,0.561758,0.153835,0,7.61256,0.00640302,-0.0364659,-0.25089,1.79081,-0.00651498,0.5,0.189933,0,0.145277,1.06805,0.0226392,19.0043,23.7
