step,base_height_m,tilt_deg,base_drift_m,leg_joint_dev_rad,arm_joint_dev_rad,leg_torque_nm,arm_contact_n,base_x_m,base_y_m,base_yaw_deg
0,0.338672,0.582936,0.00119187,0.080058,0.00316655,2.83175,0,-0.00119182,-2.68221e-07,-0.00063382
1,0.332747,0.648296,0.00156552,0.0811541,0.0021448,2.01188,0,-0.00156552,-4.91738e-07,-0.000845921
2,0.32259,0.464784,0.0014164,0.0593869,0.00157706,1.44143,0,-0.00141491,-5.66244e-07,-0.000613683
3,0.309211,0.235068,0.00115574,0.109049,0.00150261,4.18952,0,-0.00115573,-5.51343e-07,-0.000129548
4,0.294922,0.193409,0.0013476,0.19406,0.00193511,6.44439,0,-0.00134759,-7.00355e-07,0.00025738
5,0.281479,0.333541,0.00232899,0.280904,0.00271098,8.6444,0,-0.00232899,-9.83477e-07,0.000263149
6,0.26991,1.13235,0.00422129,0.364544,0.00375687,10.6717,0,-0.00422129,-1.62423e-06,-0.000125184
7,0.260759,2.46412,0.00696622,0.440443,0.00514196,12.4218,0,-0.00696622,-3.05474e-06,-0.000787965
8,0.254173,4.03454,0.010372,0.504735,0.00687456,13.8131,0,-0.010372,-5.54323e-06,-0.00148926
9,0.249991,5.59727,0.0141735,0.55459,0.00931672,14.7885,0,-0.0141735,-8.41916e-06,-0.00193111
10,0.247774,6.94685,0.0181155,0.589386,0.0143541,15.3772,0,-0.0181155,-1.15484e-05,-0.00177519
11,0.246995,7.91849,0.0219881,0.609554,0.0227262,15.6066,0,-0.0219881,-1.50651e-05,-0.00111703
12,0.247237,8.38851,0.0256527,0.615549,0.0323945,15.4895,0,-0.0256527,-1.94758e-05,-0.000183088
13,0.248243,8.32464,0.029047,0.608421,0.0420467,15.0747,0,-0.029047,-2.42889e-05,0.000793959
14,0.249902,7.78263,0.0321713,0.589649,0.0518696,14.3889,0,-0.0321712,-3.02345e-05,0.00169685
15,0.252214,6.87032,0.0350739,0.560888,0.0628764,13.4829,0,-0.0350738,-3.65674e-05,0.00240588
16,0.255224,5.71293,0.0378236,0.523694,0.0764586,12.3939,0,-0.0378235,-4.31836e-05,0.00286136
17,0.258977,4.42459,0.0404884,0.479468,0.0940106,11.1561,0,-0.0404884,-4.95762e-05,0.0031663
18,0.26341,3.11686,0.04312,0.4302,0.115157,9.82289,0,-0.0431199,-5.54323e-05,0.00321677
19,0.268279,1.8943,0.0457459,0.378942,0.135865,8.57955,0,-0.0457458,-6.11842e-05,0.00297541
20,0.273241,0.85781,0.0484024,0.332479,0.148463,7.67064,0,-0.0484023,-6.62208e-05,0.00224832
21,0.277946,0.796824,0.0510908,0.300632,0.149861,7.14649,0,-0.0510907,-7.09444e-05,0.00094932
22,0.282053,1.10072,0.0537714,0.284374,0.140797,7.00363,0,-0.0537713,-7.48038e-05,-0.000825633
23,0.285273,1.7481,0.056388,0.279651,0.124034,6.90607,0,-0.0563879,-7.80821e-05,-0.0029026
24,0.287402,2.19395,0.0588773,0.277096,0.104779,6.88446,0,-0.0588773,-8.05408e-05,-0.00515364
25,0.288332,2.45047,0.0611891,0.277617,0.0869328,6.95678,0,-0.061189,-8.21203e-05,-0.00739678
26,0.288045,2.53297,0.0632923,0.281615,0.0716597,7.12185,0,-0.0632922,-8.26716e-05,-0.00942179
27,0.286628,2.46353,0.0651749,0.289045,0.0593375,7.37211,0,-0.0651748,-8.20607e-05,-0.0110901
28,0.284252,2.26734,0.0668403,0.299416,0.0495041,7.68585,0,-0.0668402,-8.06004e-05,-0.0122801
29,0.281146,1.97368,0.0683067,0.311934,0.0417301,8.03765,0,-0.0683066,-7.81715e-05,-0.0129199
30,0.277576,1.61381,0.0696012,0.325691,0.0356482,8.40452,0,-0.0696011,-7.56234e-05,-0.0129888
31,0.273812,1.21893,0.0707507,0.339749,0.030942,8.76042,0,-0.0707507,-7.29561e-05,-0.0125344
32,0.270108,0.818763,0.0717842,0.353232,0.0273372,9.08528,0,-0.0717842,-7.08252e-05,-0.0116407
33,0.266685,0.44031,0.0727247,0.365447,0.0246032,9.36682,0,-0.0727247,-6.91712e-05,-0.0104061
34,0.263722,0.154182,0.0735876,0.375876,0.0225461,9.59323,0,-0.0735875,-6.83516e-05,-0.00894588
35,0.261352,0.269356,0.0743811,0.384162,0.0209981,9.77382,0,-0.0743811,-6.83814e-05,-0.00738075
36,0.259656,0.399877,0.0751079,0.390325,0.0198264,9.917,0,-0.0751078,-6.93053e-05,-0.00580429
37,0.258672,0.484253,0.0757635,0.395106,0.0189151,9.96943,0,-0.0757634,-7.04825e-05,-0.00435921
38,0.258395,0.516484,0.0763407,0.396402,0.018174,9.93775,0,-0.0763406,-7.21067e-05,-0.00311311
39,0.258779,0.49983,0.0768284,0.394949,0.0175343,9.86637,0,-0.0768283,-7.39098e-05,-0.00213254
