step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
10,1789988776.734,-0.1261267,-0.148051,0.3960012,-0.02556438,-0.00281933,-0.1849999,-0.04161849,-0.005948225,-0.0006640226,-0.03010537,-0.0005504386,-0.01774,-0.0004963059,0.2517496,-0.01010728,-0.016709,0,-0.01569126,-0.02916075,-0.01984114,0.2022216,0,-0.00155975,-0.001216635,0.1077638,0.2841383,0.07577181,0.005242391,7.59375e-05,25.57733,0.009026791,0.0006763118,0.0004894442,0.002618643,0.01479117,0.2,0.15,0,7.59375e-05,-0.03027366,0.243328,0.5065198,0.3518386,28631,1.002002,218.28,17.97405
11,1789988777.596,-0.1413879,-0.1486395,0.432001,-0.02508118,-0.0022755,0,-0.05919085,-0.006838031,0,-0.04147331,-0.0006017381,-0.01508,-0.0008958619,0.2587995,-0.0101997,-0.02152441,-0.004053858,-0.01919014,-0.02490116,-0.01920789,0.2286787,0,-0.001809719,-0.001099816,0.1170889,0.3955031,0.1772411,0.005130433,3.375e-05,25.57591,0.008484396,0.0005949077,0.0004203389,0.002338716,0.01461212,0.3,0.25,0,3.375e-05,-0.02974723,0.2745318,0.4931245,0.3628814,28710,1.002011,248.3,20.92325
12,1789988778.453,-0.1522463,-0.174264,0.4665006,-0.03035545,-0.003386217,-0.1725,-0.05445337,-0.007224271,0,-0.03790887,-0.000657038,-0.004570001,-0.0004643515,0.3879996,-0.01157736,-0.005823031,0,-0.01932222,-0.03349895,-0.02053251,0.2355187,0.0951829,-0.001870723,-0.001389165,0.1296416,0.3181709,0.434584,0.004942752,0.0002562891,25.57782,0.008010222,0.0004966891,0.0003668537,0.002203927,0.01009096,0,0.3,0,0.0002562891,-0.02510152,0.2344175,0.5109687,0.3401866,28873,1.002227,274.89,22.8721
13,1789988779.309,-0.1656432,-0.1716874,0.5040003,-0.03485317,-0.003009394,-0.2199999,-0.05281827,-0.0074236,0,-0.03872111,-0.0007075914,-0.00588,-0.0004904782,0.4581498,-0.01406194,-0.006295908,0,-0.0182933,-0.0341111,-0.01371525,0.2575507,0.1085887,-0.001937054,-0.001479129,0.1249544,0.3636647,0.3991115,0.005081792,1e-05,25.58087,0.007964923,0.0004989697,0.0003343747,0.002049787,0.0168093,0.6,0.15,0,1e-05,-0.03239028,0.1919792,0.4998565,0.3499262,28920,1.002268,290.79,24.23884
14,1789988780.180,-0.1762948,-0.1876147,0.54,-0.03634512,-0.003770772,-0.14,-0.06117607,-0.007954947,-0.000826924,-0.04363921,-0.0007500417,-0.01994,-0.0008967632,0.3176494,-0.01496133,-0.02502997,-0.003528269,-0.02332842,-0.03567024,-0.02102948,0.2763723,0,-0.002120075,-0.001560795,0.1338664,0.3400984,0.4643562,0.005103942,0.0001708594,25.57904,0.007664141,0.0004093445,0.0002796781,0.001871177,0.007958717,0,0.4,0,0.0001708594,-0.01942273,0.2196709,0.4984491,0.3651175,28458,1.002009,304.35,25.08241
15,1789988781.053,-0.1546042,-0.1574979,0.4740003,-0.03024289,-0.002634809,-0.0075,-0.0672311,-0.006874654,0,-0.04541882,-0.0006615298,-0.0215,-0.001239358,0.2663745,-0.01147334,-0.02170801,-0.0008072252,-0.0208123,-0.02520159,-0.02663071,0.2499121,0.00801552,-0.001956152,-0.001270546,0.1201156,0.3590935,0.3253016,0.005128649,1.5e-05,25.57296,0.007598986,0.0003971196,0.0002719194,0.001801298,0.01543678,0.4,0.15,0,1.5e-05,-0.03107238,0.2256417,0.4966469,0.3638778,28559,1.001772,322.7,26.70263
16,1789988781.894,-0.1995735,-0.215424,0.6119994,-0.03678017,-0.003709221,-0.08500002,-0.06520556,-0.009167559,0,-0.04743078,-0.0008554742,-0.02552,-0.0005716516,0.4019493,-0.01614542,-0.02919598,0,-0.02202925,-0.03552677,-0.02222783,0.3183804,0,-0.002267644,-0.001747408,0.1455446,0.4716421,0.5060824,0.004928892,0.0002562891,25.56959,0.007249549,0.000343988,0.0002344663,0.001742202,0.01084466,0,0.4,0,0.0002562891,-0.02282711,0.222378,0.4917495,0.3438129,29412,1.00146,350.64,29.03872
17,1789988782.773,-0.2136566,-0.2257195,0.647999,-0.03668249,-0.004171049,-0.07249998,-0.07474601,-0.009172633,-0.0008139218,-0.05134933,-0.0009022495,-0.03007,-0.001162667,0.4018492,-0.01654705,-0.03094573,-0.0008279499,-0.02528639,-0.03946176,-0.02240177,0.3352682,0,-0.00257182,-0.001849927,0.152738,0.4778549,0.2566677,0.005064941,0.0001708594,25.56082,0.00730473,0.00032171,0.000223156,0.001694923,0.0138978,0.15,0.15,0,0.0001708594,-0.02923951,0.1909315,0.510649,0.3619471,28164,1.000923,373.31,29.5806
18,1789988783.635,-0.2210528,-0.2512116,0.6839988,-0.03812601,-0.004066437,-0.1649999,-0.07733908,-0.009695174,0,-0.05380767,-0.0009539318,-0.02104,-0.0006584317,0.4995754,-0.0175044,-0.02443954,0,-0.02334593,-0.03597552,-0.03070818,0.3547526,0.04544973,-0.002547037,-0.001890971,0.1681228,0.5581552,0.5131575,0.005081359,1e-05,25.55181,0.007265246,0.0003110702,0.0002117993,0.001661017,0.01587534,0.45,0.15,0,1e-05,-0.03261507,0.1792366,0.4895473,0.3655236,28741,1.000546,401.1,31.79854
19,1789988784.480,-0.231964,-0.2584526,0.7199984,-0.04346135,-0.00469919,-0.2324999,-0.07772981,-0.01058091,-0.0001066357,-0.05532632,-0.001005968,-0.007799999,-0.0007359507,0.6356508,-0.01892014,-0.007425343,0,-0.02637562,-0.04410459,-0.02867242,0.3678702,0.1600829,-0.002742848,-0.002075035,0.1966456,0.5705484,0.7163045,0.004898129,0.0001708594,25.54937,0.00695613,0.0002704067,0.0001956201,0.001591974,0.009531706,0,0.4,0,0.0001708594,-0.02054298,0.193576,0.4990652,0.3404343,29274,1.000515,421.25,33.00291
20,1789988785.361,-0.2082785,-0.2283739,0.6329991,-0.0379216,-0.004003505,-0.08666664,-0.07692817,-0.009114768,0,-0.05326202,-0.0008837494,-0.02029333,-0.001067609,0.4321165,-0.01636317,-0.02368291,-0.0009334799,-0.02378092,-0.04306723,-0.03280435,0.3267795,0.03936397,-0.002428682,-0.001746227,0.1459113,0.4390897,0.4060392,0.004972805,5.0625e-05,25.54639,0.006922519,0.0002512859,0.0001878387,0.00151059,0.01595647,0.25,0.15,0,5.0625e-05,-0.02886745,0.1736317,0.5135109,0.3616915,28080,1.000243,441.85,35.21454
21,1789988786.231,-0.2282324,-0.2452571,0.6724989,-0.04124128,-0.004245964,-0.09999995,-0.0877437,-0.009581117,-0.0003968305,-0.05895333,-0.0009398127,-0.01800667,-0.001607916,0.4867336,-0.01784353,-0.0217161,-0.0004346465,-0.02739136,-0.04581524,-0.0295587,0.3473238,0.06343551,-0.002682514,-0.001863936,0.1735942,0.5303009,0.6667096,0.004946383,7.59375e-05,25.54434,0.006778257,0.0002291499,0.0001747852,0.001427939,0.0127945,0.15,0.25,0,7.59375e-05,-0.02770459,0.1919544,0.4936893,0.3623662,28708,1.000296,451.33,35.66083
22,1789988787.086,-0.1696329,-0.1865644,0.4935004,-0.02838536,-0.003472413,-0.035,-0.07349418,-0.007418084,-0.003433908,-0.04893036,-0.00069153,-0.006140001,-0.001206506,0.4051495,-0.01346989,-0.005606069,-0.004257728,-0.02290768,-0.03673943,-0.02697973,0.2548288,0.1093794,-0.002180714,-0.001323892,0.1302516,0.3945096,0.4671485,0.004834399,0.0001708594,25.54275,0.006578667,0.0002159188,0.0001702306,0.001358118,0.01258159,0.05,0.2,0,0.0001708594,-0.02996596,0.1966643,0.5064077,0.3428695,28937,1.000039,471.05,37.73771
23,1789988787.955,-0.2853245,-0.295144,0.8639991,-0.05485503,-0.005684049,-0.0825,-0.1029739,-0.01252242,-0.002462469,-0.07142823,-0.00120782,-0.02942,-0.001333945,0.6112007,-0.02401351,-0.03185105,0,-0.03214134,-0.05445499,-0.03338131,0.4439503,0.05481505,-0.00330361,-0.002507172,0.2300458,0.6472484,0.7321113,0.004877473,5.0625e-05,25.53666,0.00653399,0.0002148014,0.0001646453,0.001277071,0.0158852,0.25,0.15,0,5.0625e-05,-0.03303607,0.1712505,0.5002956,0.3631175,28463,0.9996991,499.97,39.11275
24,1789988788.816,-0.2823294,-0.3103133,0.8512489,-0.05064405,-0.005336745,-0.08999999,-0.1036599,-0.0122437,-0.000607268,-0.07171498,-0.001182258,-0.03307001,-0.001605256,0.5353755,-0.02338726,-0.04032815,-0.002471406,-0.03250316,-0.05263984,-0.03067146,0.4409188,0,-0.003353637,-0.002405534,0.2000442,0.4996511,0.6107283,0.004681787,5.0625e-05,25.53409,0.006248467,0.0001932622,0.0001561908,0.001217228,0.01298511,0.2,0.25,0,5.0625e-05,-0.02948827,0.1639122,0.492563,0.3626499,28736,0.9997615,513.27,40.33705
25,1789988789.665,-0.3106093,-0.3302272,0.9360008,-0.05359436,-0.006919697,-0.11,-0.09932157,-0.01325768,-0.001380474,-0.07027175,-0.001301871,-0.02958001,-0.001043737,0.6779512,-0.025166,-0.03529417,0,-0.03160135,-0.06038996,-0.04091875,0.4789977,0.05485564,-0.00348342,-0.002785193,0.2310465,0.5240142,0.5605652,0.004664463,5.0625e-05,25.53408,0.00615012,0.0001778536,0.0001510456,0.001156757,0.01345454,0.2,0.25,0,5.0625e-05,-0.02896697,0.1519657,0.5110116,0.3320966,29149,0.9995839,545.34,42.35677
26,1789988790.542,-0.3234437,-0.3436682,0.9720016,-0.06207588,-0.00587877,-0.09000002,-0.1134682,-0.01400687,0,-0.0796961,-0.001352145,-0.02657,-0.001593741,0.7415516,-0.02619145,-0.02892395,0,-0.03499633,-0.06359398,-0.03580043,0.5009155,0.1095669,-0.003709783,-0.0026977,0.2493316,0.5856566,0.7435972,0.004568383,0.0001708594,25.5278,0.00600401,0.0001699109,0.0001422942,0.001123422,0.01270508,0.05,0.25,0,0.0001708594,-0.0297295,0.139439,0.5055974,0.3654304,28214,0.999118,582.49,45.0672
27,1789988791.408,-0.3320988,-0.3589575,1.006502,-0.06042932,-0.007713003,-0.3099998,-0.1055494,-0.01435706,0,-0.07516468,-0.001406896,-0.01985,-0.0006340768,0.8346772,-0.0276669,-0.02467776,0,-0.03709357,-0.07321462,-0.03571453,0.5086508,0.1453318,-0.003887085,-0.00296146,0.2576575,0.64561,0.9173595,0.004436722,1.5e-05,25.51831,0.005890568,0.0001716044,0.0001436044,0.001138637,0.01554285,0.4,0.15,0,1.5e-05,-0.03423876,0.1448354,0.4888229,0.3641546,28812,0.9987045,597.77,46.96127
28,1789988792.258,-0.3558583,-0.3652373,1.044003,-0.0609727,-0.00716442,-0.1899999,-0.1140231,-0.01485835,0,-0.0769724,-0.0014525,-0.01488,-0.001149918,0.9266037,-0.0273447,-0.0129347,0,-0.03913497,-0.07247033,-0.02880389,0.5322427,0.2192426,-0.004058075,-0.003068831,0.2831536,0.7634515,1.015888,0.004295142,0.0001708594,25.51583,0.005661038,0.0001615777,0.0001387044,0.001065614,0.009229477,0,0.35,0,0.0001708594,-0.02345453,0.1321954,0.4932168,0.3509896,29111,0.998713,619.21,48.9736
29,1789988793.136,-0.363011,-0.3667268,1.080004,-0.06289777,-0.00812375,-0.2299999,-0.1442648,-0.01502234,-0.05479082,-0.09458843,-0.001494338,-0.0283,-0.001232955,0.7321515,-0.02508314,-0.03044626,-0.007175433,-0.0517731,-0.07591347,-0.03612162,0.5514537,0.1090299,-0.00448584,-0.003230802,0.2633006,0.6148643,0.722196,0.004238077,2.25e-05,25.50861,0.005572999,0.0001636944,0.0001405305,0.001030697,0.0151137,0.35,0.15,0,2.25e-05,-0.030238,0.1159693,0.505523,0.3664815,28183,0.9980497,651.66,52.8837
30,1789988794.002,-0.3744833,-0.391764,1.116005,-0.06424373,-0.008171687,-0.1899999,-0.1205977,-0.01604425,0,-0.08493017,-0.00155396,-0.02201334,-0.001232421,0.8915195,-0.03054374,-0.02944655,0,-0.0408811,-0.07826468,-0.03527869,0.565919,0.1435093,-0.004370607,-0.003258907,0.2730287,0.7304038,1.104955,0.004211443,0.0001708594,25.50049,0.005522059,0.0001554836,0.0001324721,0.00102266,0.009286772,0,0.3,0,0.0001708594,-0.02334792,0.1232014,0.4994969,0.3596876,28603,0.9975506,681.28,55.33464
31,1789988794.836,-0.3823927,-0.4096193,1.152006,-0.0685633,-0.01009897,-0.3449998,-0.1206251,-0.01600252,0,-0.08595268,-0.001608177,-0.04332,-0.0005693969,0.7872018,-0.03285668,-0.05269658,0,-0.04481734,-0.09754224,-0.03158858,0.5786127,0,-0.004416645,-0.003511795,0.2967988,0.7640022,0.806582,0.004094299,0.0001139063,25.48415,0.005349891,0.0001544337,0.0001348898,0.0009662678,0.01552593,0.15,0.15,0,0.0001139063,-0.03258163,0.1280315,0.4979458,0.3292067,29711,0.996599,702.95,56.88313
32,1789988795.678,-0.3966666,-0.4090302,1.186507,-0.06717648,-0.009869142,-0.3649998,-0.126033,-0.01624554,0,-0.0898309,-0.001671109,-0.03598001,-0.0005708411,0.9099039,-0.03224616,-0.03711227,0,-0.04537934,-0.08359011,-0.03561971,0.5936064,0.1081721,-0.004488913,-0.003632294,0.3067384,0.8950474,0.8822922,0.004139425,0.0001708594,25.47001,0.005401033,0.0001514513,0.0001332093,0.0009769473,0.01280325,0.05,0.15,0,0.0001708594,-0.03087084,0.1046948,0.489253,0.3466527,29400,0.9956179,716.14,56.76439
33,1789988796.518,-0.1816106,-0.1803712,0.5280001,-0.03389914,-0.003455474,-0.07500001,-0.06882524,-0.007210807,0,-0.04680566,-0.0007382197,-0.01914,-0.001032085,0.3471495,-0.01279777,-0.01857604,0,-0.02175421,-0.03980302,-0.01700675,0.2718273,0.04536644,-0.002043087,-0.001484868,0.1454401,0.381431,0.2749766,0.004043698,2.25e-05,25.45173,0.00528612,0.000154743,0.0001394017,0.0009482771,0.01592067,0.35,0.15,0,2.25e-05,-0.03189969,0.1251833,0.471097,0.3638771,29433,0.994994,728.21,57.46156
34,1789988797.376,-0.4233334,-0.4434543,1.258508,-0.07386039,-0.009288147,-0.2649999,-0.1429473,-0.01808768,-0.004671874,-0.09704467,-0.001742811,-0.03939998,-0.001362707,0.9649529,-0.0358885,-0.04220425,0,-0.04716451,-0.0914921,-0.03598873,0.640221,0.1093392,-0.004853645,-0.003603589,0.3100617,0.9578623,1.201903,0.00405889,0.0001708594,25.44688,0.005285183,0.0001430444,0.000129507,0.000953741,0.0105572,0,0.3,0,0.0001708594,-0.02447412,0.1259838,0.4899988,0.3620856,28842,0.9947707,757.24,59.26523
35,1789988798.234,-0.4349469,-0.4305026,1.296009,-0.07429618,-0.009059875,-0.1799999,-0.139324,-0.01837606,0,-0.09958194,-0.001807747,-0.02532001,-0.001253595,1.057854,-0.03860491,-0.03433882,0,-0.04490788,-0.07842144,-0.04811209,0.6579334,0.159601,-0.00489537,-0.003793671,0.3313267,0.7307505,1.286196,0.003893949,1e-05,25.4366,0.005096761,0.0001417357,0.0001316925,0.0009293838,0.01721211,0.55,0.15,0,1e-05,-0.03125397,0.09976683,0.488977,0.3627777,28853,0.9941525,784.37,62.15896
36,1789988799.100,-0.4421952,-0.4603675,1.33051,-0.08274335,-0.009009175,-0.1683333,-0.1493382,-0.01890952,-0.000266061,-0.1034292,-0.0018463,-0.0409,-0.001967673,1.015238,-0.03585928,-0.04249685,0,-0.05072369,-0.0905756,-0.04524668,0.6811885,0.1290415,-0.005089244,-0.003764203,0.3266796,0.8510021,0.8480703,0.003978528,7.59375e-05,25.43027,0.005156291,0.0001332437,0.0001237103,0.0009208092,0.006993078,0,0.3,0,7.59375e-05,-0.0163168,0.09979736,0.4976137,0.3618402,28594,0.9937742,818.47,64.26091
37,1789988799.993,-0.4607135,-0.4721101,1.368011,-0.08213702,-0.00900593,-0.09500001,-0.1544569,-0.01807313,0,-0.1087357,-0.001909362,-0.01476,-0.002133112,1.218209,-0.03966017,-0.01772064,0,-0.04986907,-0.08785536,-0.04394496,0.6983321,0.2891874,-0.005292675,-0.003861847,0.346615,0.7962961,1.440168,0.003945384,0.0001708594,25.41651,0.005143181,0.0001311723,0.0001235984,0.0009430266,0.01240688,0,0.15,0,0.0001708594,-0.0269201,0.08426873,0.5242727,0.3623059,27720,0.9927284,854.33,67.80863
38,1789988800.881,-0.4644117,-0.487111,1.402511,-0.08673441,-0.01113172,-0.2999998,-0.1501126,-0.01980158,0,-0.1054318,-0.001955473,-0.04766666,-0.001353353,0.9964043,-0.0370808,-0.05376725,0,-0.05453603,-0.1119671,-0.04201779,0.7093129,0.07277673,-0.00539305,-0.004107965,0.3724634,0.8244519,1.09001,0.003904652,5.0625e-05,25.39603,0.00508811,0.0001308859,0.0001240788,0.0009284935,0.01516925,0.2,0.1,0,5.0625e-05,-0.03256785,0.08126196,0.5214746,0.3547111,28048,0.9916703,882.04,69.44708
39,1789988801.753,-0.4726419,-0.4873235,1.435512,-0.08872256,-0.009486264,-0.12,-0.1652447,-0.01965158,0,-0.1146116,-0.00200794,-0.04759,-0.002081282,1.05698,-0.03891852,-0.05133412,0,-0.05272834,-0.09212194,-0.0470444,0.737384,0.109846,-0.00544779,-0.003988105,0.3355581,1.016662,1.233204,0.00384388,0.0001708594,25.38365,0.004986819,0.000128555,0.0001214022,0.0008929828,0.01119309,0,0.2,0,0.0001708594,-0.02539854,0.0945788,0.5040827,0.3617878,28382,0.9912312,899.21,70.98145
40,1789988802.631,-0.5025923,-0.5180762,1.473013,-0.08960404,-0.01067858,-0.135,-0.1720524,-0.02048947,0,-0.1193173,-0.002054752,-0.0393,-0.001618529,1.094955,-0.04278756,-0.0534475,0,-0.05240972,-0.09616463,-0.04411055,0.7458987,0.108451,-0.005651832,-0.004242416,0.4005827,1.141586,1.127807,0.003860132,0.0001708594,25.36893,0.005005754,0.0001291703,0.0001229373,0.0008935144,0.01451044,0.1,0.15,0,0.0001708594,-0.03046142,0.08640578,0.5055406,0.3663065,28188,0.990221,907.87,71.52875
41,1789988803.511,-0.497946,-0.5276179,1.498514,-0.09755333,-0.01249307,-0.19,-0.1638088,-0.02029775,0,-0.1175534,-0.002081673,-0.05593997,-0.001193114,0.9801034,-0.04232513,-0.07107648,0,-0.05297903,-0.105358,-0.04896904,0.7559016,0,-0.005828287,-0.004410482,0.3743746,0.9635155,1.157169,0.003780329,0.0001708594,25.34641,0.004934166,0.0001256292,0.0001202343,0.0009079742,0.01524855,0.1,0.15,0,0.0001708594,-0.03055113,0.08200403,0.508641,0.3651972,28124,0.9888729,917.7,72.58718
42,1789988804.434,-0.4980327,-0.5069879,1.498514,-0.08881693,-0.009134432,-0.06000001,-0.1703451,-0.02044264,0,-0.1189346,-0.002080011,-0.05037999,-0.002753536,1.123106,-0.03925582,-0.05550506,0,-0.05437316,-0.08458927,-0.03803396,0.7720253,0.1096874,-0.005770536,-0.004158422,0.3665284,0.865229,0.9752903,0.003731621,0.0001708594,25.32794,0.004898448,0.0001251888,0.0001192254,0.0009224127,0.01279867,0.1,0.15,0,0.0001708594,-0.02545815,0.101836,0.5480468,0.3677828,26834,0.9881076,924.32,73.5053
43,1789988805.369,-0.5064688,-0.5077308,1.498514,-0.09035214,-0.01236383,-0.3299998,-0.1665089,-0.02086253,-1.080215e-05,-0.1165557,-0.002080366,-0.03661,-0.001393992,1.194283,-0.04153235,-0.04304294,0,-0.05873244,-0.119054,-0.04154385,0.7526973,0.1633221,-0.005911372,-0.004516928,0.3748728,0.9119605,1.21723,0.003806139,0.0001139063,25.31403,0.004980321,0.0001216334,0.0001176268,0.0009349216,0.01277082,0.15,0.15,0,0.0001139063,-0.02909795,0.07566142,0.5611959,0.3671474,26472,0.9873496,946.62,76.49334
