step,wall_time,Episode_Reward/action_rate,Episode_Reward/alive,Episode_Reward/base_angular_motion,Episode_Reward/base_height,Episode_Reward/base_motion,Episode_Reward/failure,Episode_Reward/joint_limits,Episode_Reward/joint_vel,Episode_Reward/reach_coarse,Episode_Reward/reach_fine,Episode_Reward/upright,Episode_Termination/bad_orientation,Episode_Termination/base_contact,Episode_Termination/low_base,Episode_Termination/outside_workspace,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/ee_position/position_error_m,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1789560255.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06674,1e-05,0.02486386,0.01914798,0,0.5207326,0.07702351,82227,0.500092,,
1,1789560255.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07049,2.25e-05,-0.001854261,0.01959733,0,0.4579446,0.03837204,99033,0.5003006,,
2,1789560256.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08677,0.0003844336,-0.007302003,0.01601896,0,0.4686799,0.03990793,96644,0.5010681,,
3,1789560256.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.15152,0.0008649756,-0.01029378,0.0134195,0,0.4844229,0.03972673,93774,0.5031976,,
4,1789560257.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.20095,0.0003844336,-0.01201237,0.01201887,0,0.4758008,0.03817749,95630,0.50426,,
5,1789560257.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.23892,0.0002562891,-0.01180774,0.01262042,0,0.4801388,0.0396409,94563,0.5051792,,
6,1789560258.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26469,0.0005766504,-0.01144411,0.01265225,0,0.4800079,0.03962302,94590,0.5060622,,
7,1789560258.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3052,0.0008649756,-0.01252291,0.01249743,0,0.489239,0.03948712,92963,0.5073287,,
8,1789560259.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33815,0.0008649756,-0.01166236,0.0129561,0,0.4731197,0.03834009,96101,0.5078478,,
9,1789560259.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35071,0.0005766504,-0.01241384,0.01322424,0,0.4748166,0.03971767,95527,0.5084339,,
10,1789560260.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.37695,0.0005766504,-0.01315436,0.0125931,0,0.4745119,0.0384264,95824,0.5092273,,
11,1789560260.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41802,0.0008649756,-0.01122038,0.01266417,0,0.4785905,0.03887749,94985,0.5108372,,
12,1789560261.459,-0.0209293,0.1258332,-0.05674566,-0.01067237,-0.002477214,-0.001666667,0,-0.0009245821,0.08582773,0.0001138423,-0.01170309,0.0002034505,0,0,0,0,13.46459,0.0005766504,-0.0126894,0.01345139,0.2521483,0.6480527,0.03964376,71473,0.5117562,303,2.559746
13,1789560262.131,-0.05378602,0.3148748,-0.1465716,-0.02996475,-0.006172224,-0.004,0,-0.002468868,0.3189423,0.00429928,-0.02704037,0.0008341472,0,0,0,0,13.48093,0.0005766504,-0.01256892,0.01507689,0.560057,0.6286714,0.03970194,73539,0.5121509,320,3.767503
