step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_ee_orn_roll,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/kl_first_minibatch,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
0,1790172968.592,-0.005378071,-0.009561501,0.018,-0.001363532,-3.828845e-05,0,-0.002051817,-0.0002957398,0,-0.001985649,-2.511857e-05,-0.00212,-0.0001451471,0.0084,-0.0003750646,-0.000817001,0,-0.0004897352,-0.001043668,-0.005019818,0.01000009,0,-6.485965e-05,-3.892509e-05,0.004588486,0.01899007,0.009709454,0.007555433,0.0143562,1e-05,25.53551,0.03338226,0.004072927,0.008362678,0.00659045,0.04435118,0.9,0.05,0,1e-05,-0.03910269,0.6671113,0.5521178,0.1402619,2218,0.999659,12,0.928592
1,1790172969.091,-0.01525269,-0.01809505,0.04949998,-0.003684428,-0.0002460685,0,-0.006315827,-0.0007618418,0,-0.00562521,-6.783066e-05,-0.00266,-0.0003453082,0.02765,-0.001460892,-0.002231043,0,-0.00159919,-0.001922778,-0.01397728,0.02588807,0,-0.0001669051,-0.0001504812,0.009712221,0.04340687,0.02181528,0.02834181,0.007389683,3.375e-05,25.53771,0.0213551,0.002957815,0.005664036,0.005343563,0.0109179,0.3,0.5,0,3.375e-05,-0.04172286,0.8286035,0.3836443,0.07902384,3319,1.000063,25.66667,2.08604
2,1790172969.568,-0.02837588,-0.03226906,0.08999994,-0.005183614,-0.0003543158,0,-0.008826791,-0.001285302,0,-0.006865436,-0.0001238887,-0.00706,-0.0002450031,0.05045001,-0.001994942,-0.004387116,0,-0.002659413,-0.003922095,-0.008174287,0.04841226,0,-0.0003646617,-0.0002267129,0.01526021,0.09627285,0.04684605,0.01223585,0.006070209,1e-05,25.54361,0.01883167,0.002157782,0.005193111,0.005410563,0.01650149,0.55,0.4,0,1e-05,-0.05960819,0.6182134,0.3890281,0.08229613,3258,1.000227,34.25,2.800324
3,1790172970.038,-0.04291709,-0.05016329,0.1439999,-0.008864838,-0.0009179333,0,-0.01761969,-0.001971068,0,-0.01317362,-0.0002057647,0,-0.0004471451,0.1205,-0.003475936,0,0,-0.005691551,-0.007839678,-0.01379645,0.07466497,0.04231279,-0.0005299523,-0.0004289167,0.02794961,0.1305044,0.06188805,0.1595884,0.00557506,2.25e-05,25.54435,0.01774315,0.002105376,0.004397005,0.005665705,0.01085524,0.3,0.45,0,2.25e-05,-0.04435689,0.6170059,0.380652,0.0831275,3311,1.000171,51.66667,5.530926
4,1790172970.521,-0.05547435,-0.06568145,0.1724999,-0.008400219,-0.001132412,-0.03,-0.01593061,-0.002282247,0,-0.01141854,-0.0002427078,-0.00678,-0.0003323524,0.1052,-0.004673894,-0.007735416,0,-0.005960138,-0.009669951,-0.01325177,0.08928021,0,-0.0006237989,-0.0005241929,0.0513864,0.1262734,0.08412116,0.118083,0.005016699,1.5e-05,25.54493,0.01604446,0.001539957,0.003024795,0.006463011,0.01357707,0.35,0.35,0,1.5e-05,-0.05723004,0.3634295,0.3943694,0.08300543,3217,1.000293,65.5,6.654001
5,1790172971.004,-0.06410649,-0.07546967,0.2009998,-0.01127043,-0.0007483022,-0.005,-0.02204029,-0.002928189,0,-0.01581954,-0.0002827993,0,-0.0002399086,0.1997498,-0.004956142,0,0,-0.00584714,-0.009503115,-0.01001913,0.1056884,0.05948223,-0.000760807,-0.0005142746,0.05981555,0.1944645,0.1005026,0.2168127,0.004929524,1e-05,25.5449,0.0152471,0.001357852,0.002207811,0.006751914,0.0119448,0.4,0.4,0,1e-05,-0.05534635,0.34138,0.3894897,0.08749342,3220,1.000158,73.11111,7.932467
