step,time_s,tip_err_l1_m,tip_err_x_m,tip_err_y_m,tip_err_z_m,base_z_m,force_cmd_n,force_est_n,base_vx_mps,base_vy_mps,base_wz_radps,base_roll_rad,base_pitch_rad,goal_radius_m,goal_pitch_rad,goal_yaw_rad,tip_x_m,tip_y_m,tip_z_m,action_absmax,torque_absmax_nm
0,0,0.0462073,0.00118437,0.0137851,0.0312378,0.316617,0,0.267813,0.000787891,-0.000101305,2.48907e-05,-5.16175e-05,0.00024631,0.5,0.628319,0,0.4057,-0.0137868,0.81513,0,0.0825316
1,0.02,0.100531,0.0245774,0.0166564,0.0592976,0.249025,0,2.12268,-0.198393,-0.00179907,0.12895,-0.00844961,0.0595911,0.5,0.623799,0,0.423424,-0.0155583,0.722764,0,12.9484
2,0.04,0.326315,0.114113,0.0153165,0.196886,0.20952,0,0.386598,-0.23504,0.00144989,0.0427785,-0.0115272,0.260944,0.5,0.61928,0,0.488856,-0.0111604,0.583338,0,22.5135
3,0.06,0.369106,0.112945,0.026797,0.229363,0.183231,0,0.949687,-0.217217,-0.0695036,-0.290394,0.0239447,0.258688,0.5,0.61476,0,0.465234,-0.0290812,0.549018,0,24.9785
4,0.08,0.338943,0.0987264,0.0383715,0.201845,0.196487,0,1.001,-0.219636,-0.123316,0.269369,0.0512834,0.225711,0.5,0.610241,0,0.43467,-0.0510548,0.574687,0,23.3682
5,0.1,0.179954,0.0533427,0.0281185,0.0984927,0.245953,0,0.682817,-0.0247253,-0.0738558,0.132465,0.0338131,0.105816,0.5,0.605721,0,0.387885,-0.0458257,0.676185,0,14.4316
6,0.12,0.0869485,0.030193,0.0212915,0.035464,0.301686,0,0.336917,0.156403,-0.0027106,-0.298517,0.018752,-0.0607036,0.5,0.601202,0,0.312432,-0.0495434,0.808281,0,3.98204
7,0.14,0.171438,0.0645123,0.0211399,0.085786,0.324333,0,0.176437,0.12724,0.00737392,-0.451428,0.021119,-0.11749,0.5,0.596682,0,0.288609,-0.064864,0.856737,0,4.45505
8,0.16,0.0952145,0.0351396,0.0149473,0.0451276,0.300271,0,0.162518,0.0422459,-0.0191235,-0.0455107,0.00128166,-0.0512789,0.5,0.592163,0,0.32693,-0.0723371,0.814206,0,11.652
9,0.18,0.110404,0.0379153,0.00504604,0.0674422,0.248638,0,0.513065,0.00539453,0.0758399,0.467767,-0.0312971,0.0956737,0.5,0.587644,0,0.403304,-0.0532338,0.699758,0,13.2544
10,0.2,0.307603,0.0934188,0.0296162,0.184568,0.201841,0,0.697788,-0.0683606,-0.0684929,-0.345123,0.0161081,0.232451,0.5,0.583124,0,0.449633,-0.0772798,0.580749,0,21.4141
11,0.22,0.349181,0.0932468,0.0377654,0.218169,0.179824,0,1.17544,-0.146861,-0.11252,0.0684448,0.0390895,0.233375,0.5,0.578605,0,0.436868,-0.0925669,0.545259,0,24.1246
12,0.24,0.264517,0.068245,0.0311962,0.165076,0.205027,0,1.32464,-0.146947,-0.070986,0.170582,0.0364786,0.171557,0.5,0.574085,0,0.403651,-0.0895263,0.596457,0,20.4432
13,0.26,0.0758422,0.00822011,0.026725,0.0408971,0.26591,0,0.894675,0.0876953,-0.0149812,-0.0639069,0.0370641,0.0285722,0.5,0.569566,0,0.346529,-0.0944922,0.718736,0,8.81438
14,0.28,0.154105,0.0652207,0.0143319,0.0745525,0.316701,0,0.864619,0.213526,-0.0194594,-0.301819,0.0263752,-0.112785,0.5,0.565046,0,0.284185,-0.0961948,0.83228,0,3.59048
15,0.3,0.197279,0.0891915,0.00131785,0.10677,0.326744,0,0.980333,0.110886,-0.0560901,-0.353413,0.0118288,-0.149749,0.5,0.560527,0,0.271665,-0.0980329,0.862586,0,5.48042
16,0.32,0.0683802,0.0313171,0.000996217,0.0360668,0.291399,0,0.697832,0.0365356,-0.0899889,-0.126074,0.00529458,-0.0313384,0.5,0.556008,0,0.337025,-0.112482,0.789967,0,12.4922
17,0.34,0.140228,0.0417531,0.00682767,0.0916475,0.233847,0,0.626007,-0.00911404,-0.0698152,0.126781,0.00972082,0.125394,0.5,0.551488,0,0.409983,-0.124958,0.66033,0,16.1458
18,0.36,0.352702,0.0964234,0.0312349,0.225044,0.182942,0,0.617982,0.10744,-0.0814939,0.297327,0.0497663,0.270269,0.5,0.546969,0,0.451789,-0.15249,0.525007,0,25.6095
